Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,23,1997,2.9,5,1.72,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Álex Martín\Alex-Martin,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,10,1.87,9,0,0,0,1,0,2,0.37,2,0,0,0,0,0,Matches
Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,21,3.21,15,0,3,2,1,0,1,0.15,1,0,0,0,0,0,Matches
Lucas Martínez Quarta\Lucas-Martinez-Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,15,0.91,10,0,2,1,1,1,1,0.06,1,0,0,0,0,0,Matches
Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,eng Premier League,27,1992,38.0,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,15,0.54,13,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,es La Liga,20,1999,5.1,10,1.96,9,0,1,0,0,0,1,0.20,1,0,0,0,0,0,Matches
Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,31,1988,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Josep Martinez\Josep-Martinez,es ESP,GK,RB Leipzig,de Bundesliga,22,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,80,2.81,52,0,6,7,10,5,15,0.53,9,0,0,2,3,1,Matches
Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,2,0.33,2,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Gelson Martins\Gelson-Martins,pt POR,MFFW,Monaco,fr Ligue 1,25,1995,17.2,45,2.61,32,0,5,3,4,1,8,0.46,4,0,1,1,2,0,Matches
Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,27,1992,33.0,58,1.76,50,1,1,5,0,1,6,0.18,5,0,0,1,0,0,Matches
Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,34,1986,2.2,7,3.15,4,0,2,1,0,0,1,0.45,0,0,0,1,0,0,Matches
Marvin\Marvin,es ESP,DFFW,Real Madrid,es La Liga,20,2000,1.5,2,1.35,1,1,0,0,0,0,1,0.68,1,0,0,0,0,0,Matches
Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,12,0.61,8,4,0,0,0,0,1,0.05,0,1,0,0,0,0,Matches
Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,14,0.49,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,31,1989,25.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Roberto Massimo\Roberto-Massimo,de GER,DFFW,Stuttgart,de Bundesliga,19,2000,8.4,22,2.62,12,0,4,4,2,0,3,0.36,1,0,0,1,1,0,Matches
Giuseppe Mastinu\Giuseppe-Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Arthur Masuaku\Arthur-Masuaku,cd COD,DFFW,West Ham,eng Premier League,26,1993,11.2,32,2.86,23,2,4,2,1,0,4,0.36,4,0,0,0,0,0,Matches
Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,41,1.81,33,0,1,4,3,0,3,0.13,1,0,1,1,0,0,Matches
Juan Mata\Juan-Mata,es ESP,FWMF,Manchester Utd,eng Premier League,32,1988,5.7,18,3.18,12,4,0,2,0,0,5,0.88,3,1,0,1,0,0,Matches
Pape Matar Sarr\Pape-Matar-Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,38,2.15,29,2,1,1,3,2,4,0.23,3,0,0,0,1,0,Matches
Eliot Matazo\Eliot-Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,6,1.72,4,0,1,1,0,0,3,0.86,2,0,1,0,0,0,Matches
Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,eng Premier League,23,1997,2.5,3,1.22,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,23,1997,11.1,25,2.26,18,1,5,0,1,0,4,0.36,3,0,0,0,1,0,Matches
Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,20,1.63,18,0,0,2,0,0,3,0.24,3,0,0,0,0,0,Matches
Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0,Matches
Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,19,2000,2.4,4,1.64,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Ryder Matos\Ryder-Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,3,20.77,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Henning Matriciani\Henning-Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Chrislain Matsima\Chrislain-Matsima,fr FRA,DF,Monaco,fr Ligue 1,18,2002,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Federico Mattiello\Federico-Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Neal Maupay\Neal-Maupay,fr FRA,FWMF,Brighton,eng Premier League,23,1996,27.9,79,2.83,52,1,10,5,8,3,8,0.29,5,0,0,1,2,0,Matches
Tony Mauricio\Tony-Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,30,5.38,17,8,2,2,1,0,5,0.90,1,4,0,0,0,0,Matches
Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,22,1998,22.6,42,1.86,22,1,6,5,7,1,5,0.22,1,0,2,2,0,0,Matches
Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,9,0.55,6,0,0,2,0,1,2,0.12,1,0,0,1,0,0,Matches
Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Bayern Munich,de Bundesliga,31,1989,9.1,21,2.30,17,0,2,0,2,0,1,0.11,0,0,0,0,1,0,Matches
Borja Mayoral\Borja-Mayoral,es ESP,FW,Roma,it Serie A,23,1997,17.2,51,2.96,34,0,4,7,3,3,8,0.46,3,0,2,1,2,0,Matches
Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Youssef Maziz\Youssef-Maziz,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,2.9,11,3.85,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Mazzotta\Antonio-Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,30,1.64,25,1,0,1,3,0,2,0.11,2,0,0,0,0,0,Matches
Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,107,4.05,69,0,19,7,10,2,28,1.06,13,0,7,2,5,1,Matches
Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,3,0.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean-Manuel Mbom\Jean-Manuel-Mbom,de GER,MFDF,Werder Bremen,de Bundesliga,20,2000,12.9,19,1.47,11,2,1,0,4,1,2,0.16,1,0,0,0,1,0,Matches
Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,24.6,60,2.44,42,4,3,4,6,1,6,0.24,3,0,0,2,1,0,Matches
James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,19,1.17,18,0,0,0,1,0,2,0.12,2,0,0,0,0,0,Matches
Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,29,1.97,24,0,0,4,1,0,3,0.20,1,0,0,1,1,0,Matches
Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,30,1989,30.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,12,1.32,10,1,0,0,0,1,1,0.11,0,0,0,0,0,1,Matches
John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,100,2.70,82,2,3,2,9,2,12,0.32,8,1,1,1,1,0,Matches
David McGoldrick\David-McGoldrick,ie IRL,FWMF,Sheffield Utd,eng Premier League,32,1987,26.6,52,1.95,31,1,8,4,5,3,1,0.04,1,0,0,0,0,0,Matches
Weston McKennie\Weston-McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,53,2.80,44,0,4,4,1,0,4,0.21,3,0,0,1,0,0,Matches
Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,80,2.35,42,27,2,1,6,2,9,0.26,4,3,1,0,0,1,Matches
Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,33,1.40,24,0,0,1,6,2,3,0.13,1,0,0,0,1,1,Matches
Gary Medel\Gary-Medel,cl CHI,DFMF,Bologna,it Serie A,32,1987,5.7,4,0.70,4,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
Facundo Medina\Facundo-Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,24,1.08,22,2,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Nathan de Medina\Nathan-de-Medina,be BEL,DF,Arminia,de Bundesliga,22,1997,7.1,5,0.70,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,30,1989,29.9,11,0.37,6,2,0,2,1,0,1,0.03,1,0,0,0,0,0,Matches
Joshua Mees\Joshua-Mees,de GER,FW,Union Berlin,de Bundesliga,24,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,29,1991,9.1,41,4.50,34,1,1,2,2,1,3,0.33,3,0,0,0,0,0,Matches
Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,26,1994,10.2,18,1.76,14,0,2,2,0,0,3,0.29,1,0,0,2,0,0,Matches
Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Milan,it Serie A,26,1994,6.5,17,2.60,12,0,2,1,1,1,2,0.31,2,0,0,0,0,0,Matches
Hannibal Mejbri\Hannibal-Mejbri,tn TUN,MF,Manchester Utd,eng Premier League,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Farid El Melali\Farid-El-Melali,dz ALG,FWMF,Angers,fr Ligue 1,23,1997,4.6,12,2.61,5,0,2,1,3,1,3,0.65,1,0,1,0,1,0,Matches
Filippo Melegoni\Filippo-Melegoni,it ITA,MFDF,Genoa,it Serie A,21,1999,4.3,9,2.08,3,3,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,es La Liga,26,1994,20.6,42,2.04,36,1,0,2,2,1,4,0.19,3,0,0,1,0,0,Matches
Birger Meling\Birger-Meling,no NOR,DF,Nîmes,fr Ligue 1,25,1994,25.9,36,1.39,29,2,3,0,1,1,9,0.35,6,0,2,0,1,0,Matches
Arthur Melo\Arthur-Melo,br BRA,MF,Juventus,it Serie A,23,1996,12.9,26,2.02,24,0,0,0,1,1,1,0.08,0,0,0,0,0,1,Matches
Houboulang Mendes\Houboulang-Mendes,fr FRA,DF,Lorient,fr Ligue 1,22,1998,14.4,10,0.69,7,1,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,29,1990,18.1,6,0.33,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,28,1992,24.9,53,2.13,48,1,1,1,1,1,5,0.20,5,0,0,0,0,0,Matches
Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,23,1997,29.7,57,1.92,42,2,2,4,5,2,15,0.51,8,0,1,3,2,1,Matches
Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,30,1990,23.2,36,1.55,25,0,3,1,5,2,2,0.09,1,0,0,0,1,0,Matches
Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,es La Liga,21,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Batista Mendy\Batista-Mendy,fr FRA,MF,Nantes,fr Ligue 1,20,2000,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,26,1994,10.6,17,1.61,13,0,4,0,0,0,3,0.28,2,0,1,0,0,0,Matches
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,eng Premier League,28,1992,30.5,3,0.10,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,28,1992,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,25,1995,24.5,46,1.87,43,0,1,0,2,0,1,0.04,1,0,0,0,0,0,Matches
Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,28,1992,16.2,15,0.93,11,0,0,0,2,2,2,0.12,2,0,0,0,0,0,Matches
Hamza Mendyl\Hamza-Mendyl,ma MAR,FW,Schalke 04,de Bundesliga,22,1997,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Levent Mercan\Levent-Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,23,1997,14.4,5,0.35,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,23,1997,22.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,23.9,52,2.17,38,1,1,5,3,4,8,0.33,6,0,0,1,0,1,Matches
Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,6.1,20,3.28,12,6,0,1,0,1,1,0.16,0,1,0,0,0,0,Matches
Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,4.6,1,0.22,0,0,1,0,0,0,1,0.22,0,0,1,0,0,0,Matches
Dries Mertens\Dries-Mertens,be BEL,FWMF,Napoli,it Serie A,33,1987,16.2,64,3.95,53,3,2,2,1,3,10,0.62,8,0,0,0,1,1,Matches
Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,19.6,42,2.15,32,4,4,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,33,1987,33.6,241,7.17,140,19,39,11,30,2,38,1.13,24,1,8,3,2,0,Matches
Junior Messias\Junior-Messias,br BRA,MFFW,Crotone,it Serie A,29,1991,35.7,109,3.05,49,11,20,15,9,5,14,0.39,5,2,2,3,1,1,Matches
Thomas Meunier\Thomas-Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,16.4,24,1.47,18,1,1,2,1,1,1,0.06,0,0,0,1,0,0,Matches
Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,7.9,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Max Meyer\Max-Meyer,de GER,MF,Köln,de Bundesliga,24,1995,3.9,6,1.54,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,es La Liga,26,1994,8.8,2,0.23,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Míchel\Michel,es ESP,MF,Valladolid,es La Liga,32,1988,10.5,31,2.95,22,6,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
Jonas Michel Dirkner\Jonas-Michel-Dirkner,de GER,MF,Hertha BSC,de Bundesliga,18,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jonas Michelbrink\Jonas-Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Clément Michelin\Clement-Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,12.8,28,2.18,20,5,0,2,0,1,4,0.31,4,0,0,0,0,0,Matches
Edouard Michut\Edouard-Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Petar Mićin\Petar-Micin,rs SRB,MF,Udinese,it Serie A,21,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,17.1,3,0.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Valentin Mihaila\Valentin-Mihaila,ro ROU,FWMF,Parma,it Serie A,20,2000,7.8,22,2.84,15,0,5,1,1,0,4,0.52,3,0,0,0,1,0,Matches
Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,22,1997,33.7,18,0.53,14,0,1,3,0,0,3,0.09,1,0,0,2,0,0,Matches
Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,13.6,22,1.62,13,0,3,3,2,1,4,0.30,3,0,1,0,0,0,Matches
Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,25,1995,30.5,81,2.65,68,1,1,4,3,4,16,0.52,14,0,0,0,1,1,Matches
Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,it Serie A,23,1997,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,22,1998,12.6,7,0.56,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,26.2,39,1.49,22,13,1,1,1,1,3,0.11,2,1,0,0,0,0,Matches
Luis Milla\Luis-Milla,es ESP,MF,Granada,es La Liga,25,1994,13.9,31,2.23,21,7,1,1,0,1,4,0.29,3,0,0,0,0,1,Matches
Pere Milla\Pere-Milla,es ESP,FWMF,Elche,es La Liga,27,1992,22.0,39,1.77,20,0,2,7,8,2,8,0.36,5,0,1,1,1,0,Matches
Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,es La Liga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vincenzo Millico\Vincenzo-Millico,it ITA,FWMF,Torino,it Serie A,19,2000,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Enzo Millot\Enzo-Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,0.5,1,2.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,34,1986,11.9,22,1.85,17,3,1,0,0,1,1,0.08,0,1,0,0,0,0,Matches
Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,26.8,38,1.42,21,0,3,5,8,1,9,0.34,4,0,0,1,4,0,Matches
Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,25,1994,21.5,4,0.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Southampton,eng Premier League,25,1995,7.9,11,1.39,8,0,0,1,2,0,1,0.13,1,0,0,0,0,0,Matches
Takumi Minamino\Takumi-Minamino,jp JPN,MFFW,Liverpool,eng Premier League,25,1995,3.3,6,1.84,3,0,1,1,1,0,1,0.31,0,0,1,0,0,0,Matches
Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,35.5,14,0.39,12,0,1,1,0,0,2,0.06,2,0,0,0,0,0,Matches
Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,21.1,20,0.95,17,0,0,1,1,1,5,0.24,5,0,0,0,0,0,Matches
Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,es La Liga,23,1997,32.0,28,0.88,18,1,2,2,2,3,2,0.06,1,0,0,0,1,0,Matches
Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,31,1989,19.2,38,1.97,34,1,1,1,1,0,6,0.31,5,0,0,0,1,0,Matches
Aleksei Miranchuk\Aleksei-Miranchuk,ru RUS,FWMF,Atalanta,it Serie A,24,1995,7.5,31,4.13,23,2,2,1,3,0,6,0.80,5,0,1,0,0,0,Matches
Juan Miranda\Juan-Miranda,es ESP,DF,Betis,es La Liga,20,2000,18.4,21,1.14,16,3,0,1,1,0,3,0.16,3,0,0,0,0,0,Matches
Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,37,1983,12.8,3,0.23,3,0,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19.0,9,0.47,9,0,0,0,0,0,3,0.16,3,0,0,0,0,0,Matches
Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Fulham,eng Premier League,25,1994,15.6,46,2.95,35,1,5,1,2,2,5,0.32,3,0,1,1,0,0,Matches
Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,30.9,11,0.36,7,0,1,2,1,0,1,0.03,1,0,0,0,0,0,Matches
Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DF,Hertha BSC,de Bundesliga,23,1997,20.0,37,1.85,30,2,2,1,0,2,2,0.10,2,0,0,0,0,0,Matches
Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Roma,it Serie A,31,1989,30.5,109,3.57,84,2,5,7,7,4,15,0.49,13,0,0,1,1,0,Matches
Jakub Moder\Jakub-Moder,pl POL,DFMF,Brighton,eng Premier League,21,1999,7.2,11,1.53,7,1,1,1,0,1,1,0.14,1,0,0,0,0,0,Matches
Anthony Modeste\Anthony-Modeste,fr FRA,FW,Saint-Étienne,fr Ligue 1,32,1988,3.3,2,0.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,32,1988,2.5,4,1.63,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,34,1985,30.4,95,3.13,74,11,6,1,1,2,7,0.23,6,0,1,0,0,0,Matches
Terem Moffi\Terem-Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,23.0,61,2.65,42,0,7,4,4,4,8,0.35,2,0,2,2,1,1,Matches
Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,17.3,29,1.68,21,5,0,2,1,0,3,0.17,3,0,0,0,0,0,Matches
Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,13.6,3,0.22,3,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Dion Moise Sahi\Dion-Moise-Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,18,2001,1.0,6,5.74,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Johan Mojica\Johan-Mojica,co COL,DFFW,Atalanta,it Serie A,27,1992,3.3,4,1.20,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Johan Mojica\Johan-Mojica,co COL,DF,Elche,es La Liga,27,1992,13.4,14,1.05,11,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,es La Liga,20,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,es La Liga,38,1982,17.9,40,2.23,35,0,1,0,4,0,7,0.39,6,0,1,0,0,0,Matches
Nahuel Molina\Nahuel-Molina,ar ARG,DF,Udinese,it Serie A,22,1997,20.3,42,2.07,36,2,3,1,0,0,12,0.59,10,0,2,0,0,0,Matches
Salvatore Molina\Salvatore-Molina,it ITA,MFDF,Crotone,it Serie A,28,1992,25.7,44,1.71,36,4,2,0,1,1,7,0.27,7,0,0,0,0,0,Matches
Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,es La Liga,19,2001,0.8,5,6.25,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,26.2,66,2.52,39,17,0,0,8,2,8,0.31,4,3,0,0,1,0,Matches
Jayson Molumby\Jayson-Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
