Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
Pol Lirola\Pol-Lirola,es ESP,DF,Marseille,fr Ligue 1,22,1997,17.3,33,1.91,27,1,3,0,2,0,3,0.17,3,0,0,0,0,0,Matches
Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,8,0.58,7,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,6,0.45,5,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fernando Llorente\Fernando-Llorente,es ESP,FW,Udinese,it Serie A,35,1985,7.9,15,1.89,11,0,0,2,1,1,2,0.25,1,0,0,1,0,0,Matches
Fernando Llorente\Fernando-Llorente,es ESP,FWMF,Napoli,it Serie A,35,1985,0.6,2,3.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcos Llorente\Marcos-Llorente,es ESP,MFDF,Atlético Madrid,es La Liga,25,1995,32.8,75,2.28,57,1,4,3,7,3,15,0.46,11,0,0,0,2,2,Matches
Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,1,0.03,1,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MF,Tottenham,eng Premier League,24,1996,10.5,30,2.86,21,3,0,1,4,1,3,0.29,3,0,0,0,0,0,Matches
Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,22,1998,32.0,86,2.68,72,4,1,2,5,2,10,0.31,8,1,0,0,1,0,Matches
Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,22,1998,12.5,28,2.23,16,6,2,1,2,1,4,0.32,4,0,0,0,0,0,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,eng Premier League,24,1996,21.2,52,2.45,30,0,7,3,9,3,0,0.00,0,0,0,0,0,0,Matches
Niklas Lomb\Niklas-Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Shane Long\Shane-Long,ie IRL,FWMF,Southampton,eng Premier League,33,1987,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,20,2000,4.2,2,0.48,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,22,1997,15.7,21,1.34,12,5,1,0,2,1,2,0.13,2,0,0,0,0,0,Matches
Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,eng Premier League,22,1997,30.5,115,3.77,74,25,5,6,4,1,11,0.36,6,3,2,0,0,0,Matches
Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rony Lopes\Rony-Lopes,pt POR,FWMF,Nice,fr Ligue 1,24,1995,19.8,62,3.13,29,21,6,4,0,2,5,0.25,3,0,1,0,0,1,Matches
Pedro López Muñoz\Pedro-Lopez-Munoz,es ESP,DF,Huesca,es La Liga,36,1983,11.9,16,1.35,15,1,0,0,0,0,2,0.17,1,1,0,0,0,0,Matches
Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,32,1988,5.3,15,2.81,10,0,2,2,1,0,2,0.37,2,0,0,0,0,0,Matches
Javi López\Javi-Lopez,es ESP,DFMF,Alavés,es La Liga,18,2002,2.8,3,1.09,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maxime Lopez\Maxime-Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,56,2.70,46,5,4,0,0,1,5,0.24,2,1,2,0,0,0,Matches
Maxime Lopez\Maxime-Lopez,fr FRA,FWMF,Marseille,fr Ligue 1,22,1997,1.5,4,2.69,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,25,1994,20.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Roberto López\Roberto-Lopez,es ESP,MFFW,Real Sociedad,es La Liga,20,2000,5.6,19,3.39,10,5,0,4,0,0,1,0.18,0,1,0,0,0,0,Matches
Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,42,2.65,30,8,1,1,1,1,2,0.13,2,0,0,0,0,0,Matches
Dion Lopy\Dion-Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,6,2.11,5,0,1,0,0,0,1,0.35,1,0,0,0,0,0,Matches
Jordan Lotomba\Jordan-Lotomba,ch SUI,DF,Nice,fr Ligue 1,21,1998,23.6,29,1.23,26,0,1,0,1,1,5,0.21,3,0,0,0,1,1,Matches
Adrien Louveau\Adrien-Louveau,fr FRA,DFMF,Lens,fr Ligue 1,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Imran Louza\Imran-Louza,fr FRA,MF,Nantes,fr Ligue 1,21,1999,26.4,50,1.89,31,12,0,2,2,3,3,0.11,1,1,0,1,0,0,Matches
Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,9,0.58,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,eng Premier League,23,1997,6.1,7,1.15,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Eduard Löwen\Eduard-Lowen,de GER,MFDF,Hertha BSC,de Bundesliga,23,1997,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34.0,49,1.44,41,3,1,1,1,2,2,0.06,2,0,0,0,0,0,Matches
Anthony Lozano\Anthony-Lozano,hn HON,FWMF,Cádiz,es La Liga,27,1993,16.9,32,1.89,15,0,5,5,6,1,5,0.30,2,0,1,2,0,0,Matches
Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,25,1995,21.8,84,3.85,56,0,7,3,12,6,10,0.46,5,0,1,1,2,1,Matches
Jan Luca Schuler\Jan-Luca-Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,6,3.14,3,0,3,0,0,0,1,0.52,1,0,0,0,0,0,Matches
Jean Lucas\Jean-Lucas,br BRA,MF,Brest,fr Ligue 1,22,1998,11.2,24,2.14,17,0,1,4,2,0,5,0.45,3,0,0,2,0,0,Matches
Anderson Lucoqui\Anderson-Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,16,0.90,13,0,1,1,1,0,2,0.11,2,0,0,0,0,0,Matches
Jeison Lucumí\Jeison-Lucumi,co COL,FW,Elche,es La Liga,25,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kilian Ludewig\Kilian-Ludewig,de GER,DF,Schalke 04,de Bundesliga,20,2000,5.8,9,1.56,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,25,1995,31.6,64,2.02,59,1,2,1,1,0,12,0.38,11,0,1,0,0,0,Matches
José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,33,1987,27.1,62,2.29,42,9,5,2,3,1,10,0.37,7,0,3,0,0,0,Matches
José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27.0,15,0.56,14,0,0,0,0,1,3,0.11,3,0,0,0,0,0,Matches
Florentino Luís\Florentino-Luis,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,4,1.49,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luisinho\Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2.0,2,1.01,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luismi\Luismi,es ESP,MFDF,Elche,es La Liga,28,1992,1.9,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,10,0.64,8,0,1,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,46,1.49,42,2,0,1,1,0,5,0.16,5,0,0,0,0,0,Matches
Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32.0,114,3.56,88,0,12,10,4,0,24,0.75,20,0,2,2,0,0,Matches
Dodi Lukebakio\Dodi-Lukebakio,be BEL,FWMF,Hertha BSC,de Bundesliga,22,1997,20.6,43,2.09,36,1,4,1,0,1,7,0.34,7,0,0,0,0,0,Matches
Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,23,1996,23.4,55,2.35,39,2,3,1,7,3,3,0.13,1,0,0,0,1,1,Matches
Senad Lulić\Senad-Lulic,ba BIH,DFMF,Lazio,it Serie A,34,1986,8.0,12,1.50,9,1,2,0,0,0,1,0.13,1,0,0,0,0,0,Matches
John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,26,1994,22.6,37,1.64,30,5,1,0,0,1,3,0.13,2,1,0,0,0,0,Matches
Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,12,0.57,10,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Andreas Luthe\Andreas-Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,13,0.60,13,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,28,1.04,17,8,0,2,0,1,2,0.07,2,0,0,0,0,0,Matches
Yann M'Vila\Yann-MVila,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,30,1990,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,21,1998,12.4,30,2.42,27,0,0,2,1,0,2,0.16,2,0,0,0,0,0,Matches
Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,27,1993,22.5,57,2.53,25,9,8,7,6,2,12,0.53,5,1,3,1,1,1,Matches
Tim Maciejewski\Tim-Maciejewski,de GER,MF,Union Berlin,de Bundesliga,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luca Mack\Luca-Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yvann Macon\Yvann-Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,5,0.83,3,1,0,0,0,1,2,0.33,1,1,0,0,0,0,Matches
James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,eng Premier League,23,1996,23.3,105,4.50,60,20,7,5,9,4,11,0.47,7,1,0,0,2,1,Matches
Mikail Maden\Mikail-Maden,no NOR,FW,Schalke 04,de Bundesliga,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Pablo Maffeo\Pablo-Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,45,2.06,32,2,7,1,1,2,7,0.32,6,0,0,0,0,1,Matches
Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,17,0.70,14,1,0,1,1,0,3,0.12,3,0,0,0,0,0,Matches
Christian Maggio\Christian-Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Giulio Maggiore\Giulio-Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,36,1.46,25,1,2,2,2,4,5,0.20,3,0,1,1,0,0,Matches
Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,4,0.82,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,8,0.48,6,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,11,1.64,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,31,0.92,23,0,1,4,1,2,6,0.18,4,0,0,1,0,1,Matches
Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hicham Mahou\Hicham-Mahou,fr FRA,DF,Nice,fr Ligue 1,21,1999,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,1991,21.7,84,3.88,58,7,5,8,3,3,14,0.65,9,1,2,1,0,1,Matches
Arne Maier\Arne-Maier,de GER,MF,Arminia,de Bundesliga,21,1999,11.5,23,2.00,15,5,0,2,0,1,2,0.17,2,0,0,0,0,0,Matches
Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,21,1999,0.3,2,6.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,69,2.31,54,1,4,3,4,3,11,0.37,7,0,2,1,1,0,Matches
Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,38.0,5,0.13,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,22,1997,5.4,11,2.02,7,1,2,0,1,0,1,0.18,0,0,0,0,1,0,Matches
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,1997,13.7,18,1.32,15,0,0,0,3,0,2,0.15,1,0,0,0,1,0,Matches
Josh Maja\Josh-Maja,ng NGA,FWMF,Fulham,eng Premier League,21,1998,9.0,18,2.00,12,0,4,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,1998,8.9,15,1.68,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Radosław Majecki\Radoslaw-Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Strasbourg,fr Ligue 1,28,1991,6.1,6,0.98,1,0,0,2,3,0,0,0.00,0,0,0,0,0,0,Matches
Marco Majouga\Marco-Majouga,fr FRA,FWMF,Nîmes,fr Ligue 1,19,2001,1.2,5,4.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,5,0.86,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,40,1.32,34,1,1,1,1,2,1,0.03,0,0,0,1,0,0,Matches
Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,8,0.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adilson Malanda\Adilson-Malanda,fr FRA,MF,Nîmes,fr Ligue 1,18,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Filip Malbašić\Filip-Malbasic,rs SRB,FWMF,Cádiz,es La Liga,27,1992,9.6,8,0.84,6,0,1,0,0,1,3,0.31,2,0,1,0,0,0,Matches
Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Fiorentina,it Serie A,29,1991,2.3,3,1.30,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kévin Malcuit\Kevin-Malcuit,ma MAR,MFFW,Napoli,it Serie A,29,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Maldini\Daniel-Maldini,it ITA,FWMF,Milan,it Serie A,18,2001,0.3,3,9.31,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,27,1993,20.8,126,6.04,84,23,5,6,7,1,16,0.77,14,2,0,0,0,0,Matches
Yunus Mallı\Yunus-Malli,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,2,3.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,37,1.28,31,1,1,2,2,0,2,0.07,1,0,0,0,1,0,Matches
Mickael Malsa\Mickael-Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,29,1.12,23,0,0,2,1,3,1,0.04,0,0,0,0,0,1,Matches
Dennis Man\Dennis-Man,ro ROU,FWMF,Parma,it Serie A,21,1998,7.8,16,2.06,12,0,3,0,1,0,4,0.52,3,0,1,0,0,0,Matches
Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,20,1999,5.1,4,0.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,28,1.09,23,5,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
Gianluca Mancini\Gianluca-Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,29,0.92,24,0,0,3,0,2,3,0.09,3,0,0,0,0,0,Matches
Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,34,1.40,30,1,1,0,0,2,3,0.12,3,0,0,0,0,0,Matches
Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,8,0.30,7,0,0,1,0,0,1,0.04,0,0,0,1,0,0,Matches
Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,7,1.58,7,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,38,2.24,24,4,1,3,4,2,5,0.30,2,1,0,2,0,0,Matches
Mario Mandžukić\Mario-Mandzukic,hr CRO,FW,Milan,it Serie A,34,1986,2.4,4,1.70,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,124,3.97,88,1,10,9,14,2,12,0.38,7,0,0,3,1,1,Matches
Niccolò Manfredini\Niccolo-Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Orel Mangala\Orel-Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,53,2.26,41,0,3,1,6,2,5,0.21,3,0,0,0,1,1,Matches
Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,66,2.21,47,15,1,1,0,2,6,0.20,4,2,0,0,0,0,Matches
Vito Mannone\Vito-Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,18,0.70,10,1,1,2,3,1,2,0.08,0,0,0,1,1,0,Matches
Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,8,0.87,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Juan Manuel Ramos\Juan-Manuel-Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,5,1.53,1,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,21,1999,12.0,32,2.67,22,0,5,2,2,1,4,0.33,1,0,1,1,1,0,Matches
Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,19,1.46,14,0,0,3,0,2,2,0.15,1,0,0,1,0,0,Matches
Sekou Mara\Sekou-Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,4,1.57,2,0,1,1,0,0,2,0.79,2,0,0,0,0,0,Matches
Maranhão\Maranhao,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,18,1.38,12,0,2,1,3,0,4,0.31,3,0,0,0,1,0,Matches
Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,eng Premier League,31,1989,6.9,4,0.58,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,32,1988,11.7,38,3.26,29,2,5,2,0,0,3,0.26,3,0,0,0,0,0,Matches
Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,27,0.84,25,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Solly March\Solly-March,eng ENG,DF,Brighton,eng Premier League,26,1994,18.6,52,2.80,39,7,4,2,0,0,3,0.16,2,1,0,0,0,0,Matches
Federico Marchetti\Federico-Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Riccardo Marchizza\Riccardo-Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,24,1.38,17,7,0,0,0,0,3,0.17,2,1,0,0,0,0,Matches
Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,35,1.05,27,1,0,4,2,1,5,0.15,4,0,0,0,1,0,Matches
Iván Marcone\Ivan-Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,22,0.75,20,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Óscar de Marcos\Oscar-de-Marcos,es ESP,DFMF,Athletic Club,es La Liga,31,1989,16.9,20,1.18,20,0,0,0,0,0,4,0.24,4,0,0,0,0,0,Matches
Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
José Mari\Jose-Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,13,0.81,10,0,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches
Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,2,0.20,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,6,0.31,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,9,1.58,4,0,2,3,0,0,1,0.18,1,0,0,0,0,0,Matches
Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,13,0.82,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrián Marín\Adrian-Marin,es ESP,DFMF,Alavés,es La Liga,23,1997,1.0,2,1.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrián Marín\Adrian-Marin,es ESP,DFFW,Granada,es La Liga,23,1997,3.0,5,1.67,4,1,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
Răzvan Marin\Razvan-Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,98,2.97,55,38,1,1,1,2,7,0.21,4,3,0,0,0,0,Matches
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,13,0.56,11,0,0,0,0,2,2,0.09,1,0,0,0,0,1,Matches
Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,12,0.62,10,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Omar Marmoush\Omar-Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,14,0.59,13,0,0,1,0,0,5,0.21,4,0,0,1,0,0,Matches
Luca Marrone\Luca-Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,4,0.23,2,0,0,0,0,2,1,0.06,0,0,0,0,0,1,Matches
Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,29,1991,24.4,33,1.35,26,0,2,3,1,1,7,0.29,7,0,0,0,0,0,Matches
Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,43,2.61,28,0,3,4,7,1,8,0.49,2,0,0,2,4,0,Matches
Aarón Martín\Aaron-Martin,es ESP,DF,Celta Vigo,es La Liga,23,1997,17.1,13,0.76,10,0,0,1,1,1,3,0.18,3,0,0,0,0,0,Matches
