Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,Corner_In,Corner_Out,Corner_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Name_no_spec_chars
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,30.0,1989.0,16.3,812.0,772.0,40.0,28.0,0.0,64.0,22.0,7,0.0,0.0,0.0,0.0,564.0,84.0,164.0,116.0,633.0,35.0,11.0,3.0,685.0,2.0,11.0,13.0,11.0,Luca Ceppitelli
Alberto Cerri,ITA,FW,Cagliari,Serie A,24.0,1996.0,4.1,142.0,136.0,6.0,1.0,1.0,53.0,4.0,2,0.0,0.0,0.0,0.0,65.0,48.0,29.0,17.0,78.0,13.0,0.0,9.0,95.0,0.0,6.0,2.0,10.0,Alberto Cerri
Sava Cestic,SRB,DF,Köln,Bundesliga,19.0,2001.0,10.0,405.0,387.0,18.0,16.0,0.0,38.0,7.0,0,0.0,0.0,0.0,0.0,276.0,38.0,91.0,41.0,333.0,25.0,0.0,0.0,307.0,0.0,7.0,7.0,8.0,Sava Cestic
Julian Chabot,GER,DF,Spezia,Serie A,22.0,1998.0,18.4,1047.0,971.0,76.0,67.0,0.0,97.0,59.0,2,0.0,0.0,0.0,0.0,790.0,88.0,169.0,848.0,109.0,53.0,9.0,1.0,915.0,4.0,29.0,12.0,5.0,Julian Chabot
Nassim Chadli,FRA,FWMF,Nîmes,Ligue 1,19.0,2001.0,0.3,15.0,13.0,2.0,1.0,0.0,4.0,1.0,2,1.0,1.0,0.0,0.0,13.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,Nassim Chadli
Fouad Chafik,MAR,DF,Dijon,Ligue 1,33.0,1986.0,18.0,1021.0,830.0,191.0,25.0,0.0,108.0,12.0,31,0.0,0.0,0.0,0.0,567.0,225.0,229.0,44.0,765.0,34.0,165.0,2.0,781.0,4.0,16.0,28.0,29.0,Fouad Chafik
Mehdi Chahiri,MAR,FWMF,Strasbourg,Ligue 1,24.0,1996.0,8.9,279.0,272.0,7.0,1.0,2.0,68.0,7.0,8,1.0,0.0,1.0,0.0,199.0,38.0,42.0,21.0,232.0,8.0,4.0,3.0,201.0,1.0,8.0,9.0,14.0,Mehdi Chahiri
Sofian Chakla,MAR,DF,Villarreal,La Liga,26.0,1993.0,0.1,7.0,6.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Sofian Chakla
Sofian Chakla,MAR,DF,Getafe,La Liga,26.0,1993.0,10.0,207.0,194.0,13.0,10.0,0.0,26.0,8.0,0,0.0,0.0,0.0,0.0,105.0,24.0,78.0,16.0,143.0,34.0,3.0,0.0,128.0,1.0,10.0,6.0,4.0,Sofian Chakla
Aníbal Chalá,ECU,DF,Dijon,Ligue 1,24.0,1996.0,8.3,393.0,314.0,79.0,5.0,0.0,48.0,2.0,9,0.0,0.0,0.0,0.0,239.0,75.0,79.0,289.0,15.0,13.0,74.0,0.0,301.0,0.0,10.0,10.0,16.0,Anibal Chala
Trevoh Chalobah,ENG,DFMF,Lorient,Ligue 1,21.0,1999.0,24.9,1202.0,1150.0,52.0,35.0,2.0,116.0,23.0,12,0.0,0.0,0.0,0.0,931.0,130.0,141.0,100.0,1005.0,59.0,16.0,2.0,1035.0,2.0,20.0,29.0,17.0,Trevoh Chalobah
Calum Chambers,ENG,DF,Arsenal,Premier League,25.0,1995.0,8.4,575.0,488.0,87.0,8.0,1.0,58.0,8.0,27,0.0,0.0,0.0,0.0,366.0,105.0,104.0,28.0,427.0,30.0,79.0,0.0,462.0,1.0,6.0,10.0,17.0,Calum Chambers
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,30.0,1990.0,4.8,214.0,175.0,39.0,2.0,0.0,23.0,5.0,19,0.0,0.0,0.0,0.0,114.0,48.0,52.0,31.0,131.0,6.0,37.0,3.0,153.0,0.0,3.0,9.0,7.0,Timothy Chandler
Kwon Chang-hoon,KOR,MFFW,Freiburg,Bundesliga,26.0,1994.0,2.4,71.0,69.0,2.0,2.0,0.0,20.0,1.0,4,0.0,0.0,0.0,0.0,46.0,16.0,9.0,50.0,13.0,2.0,0.0,1.0,54.0,0.0,2.0,1.0,2.0,Kwon Chang hoon
Gaëtan Charbonnier,FRA,MFFW,Brest,Ligue 1,31.0,1988.0,17.4,698.0,644.0,54.0,4.0,4.0,133.0,13.0,18,5.0,2.0,0.0,0.0,503.0,118.0,77.0,68.0,579.0,16.0,10.0,9.0,548.0,2.0,12.0,22.0,26.0,Gaetan Charbonnier
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,25.0,1994.0,30.2,1633.0,1581.0,52.0,49.0,1.0,133.0,79.0,6,0.0,0.0,0.0,0.0,1169.0,94.0,370.0,102.0,1442.0,58.0,3.0,2.0,1372.0,10.0,23.0,20.0,13.0,Brendan Chardonnet
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,29.0,1991.0,28.3,1037.0,1011.0,26.0,23.0,3.0,119.0,27.0,13,3.0,2.0,0.0,1.0,769.0,99.0,169.0,808.0,176.0,38.0,0.0,1.0,870.0,3.0,22.0,21.0,14.0,Xavier Chavalerin
Pape Cheikh Diop,SEN,MF,Dijon,Ligue 1,22.0,1997.0,12.1,612.0,595.0,17.0,16.0,1.0,120.0,15.0,1,0.0,0.0,0.0,0.0,489.0,67.0,56.0,79.0,506.0,18.0,1.0,0.0,535.0,1.0,5.0,11.0,9.0,Pape Cheikh Diop
Chema,ESP,DFMF,Getafe,La Liga,28.0,1992.0,6.2,156.0,146.0,10.0,9.0,0.0,13.0,13.0,0,0.0,0.0,0.0,0.0,63.0,23.0,70.0,107.0,19.0,24.0,1.0,0.0,94.0,2.0,9.0,4.0,3.0,Chema
Rayan Cherki,FRA,FWMF,Lyon,Ligue 1,16.0,2003.0,7.8,351.0,334.0,17.0,5.0,4.0,61.0,5.0,10,6.0,2.0,0.0,1.0,282.0,35.0,34.0,192.0,148.0,2.0,6.0,2.0,280.0,2.0,7.0,10.0,12.0,Rayan Cherki
Denis Cheryshev,RUS,MF,Valencia,La Liga,29.0,1990.0,12.2,338.0,329.0,9.0,1.0,0.0,62.0,13.0,32,1.0,0.0,0.0,1.0,199.0,75.0,64.0,249.0,39.0,26.0,7.0,5.0,209.0,3.0,9.0,13.0,29.0,Denis Cheryshev
Giorgio Chiellini,ITA,DF,Juventus,Serie A,35.0,1984.0,15.4,1093.0,1049.0,44.0,31.0,0.0,68.0,29.0,1,0.0,0.0,0.0,0.0,882.0,85.0,126.0,794.0,251.0,19.0,5.0,8.0,1004.0,6.0,12.0,11.0,5.0,Giorgio Chiellini
Federico Chiesa,ITA,DF,Fiorentina,Serie A,22.0,1997.0,2.7,118.0,96.0,22.0,4.0,0.0,11.0,7.0,9,0.0,0.0,0.0,0.0,59.0,29.0,30.0,16.0,78.0,4.0,18.0,1.0,91.0,0.0,1.0,1.0,6.0,Federico Chiesa
Federico Chiesa,ITA,MFDF,Juventus,Serie A,22.0,1997.0,24.6,808.0,754.0,54.0,6.0,6.0,114.0,27.0,62,16.0,4.0,8.0,0.0,561.0,113.0,134.0,147.0,603.0,21.0,32.0,1.0,626.0,1.0,10.0,25.0,33.0,Federico Chiesa
Ben Chilwell,ENG,DF,Chelsea,Premier League,23.0,1996.0,25.4,1806.0,1511.0,295.0,37.0,0.0,168.0,45.0,93,32.0,23.0,7.0,0.0,1114.0,285.0,407.0,1325.0,168.0,62.0,226.0,1.0,1419.0,4.0,27.0,33.0,57.0,Ben Chilwell
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,30.0,1989.0,20.4,1598.0,1557.0,41.0,36.0,1.0,158.0,24.0,4,0.0,0.0,0.0,0.0,1406.0,93.0,99.0,125.0,1395.0,34.0,5.0,5.0,1494.0,0.0,7.0,16.0,11.0,Vlad Chiriches
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,23.0,1997.0,25.3,1235.0,1201.0,34.0,28.0,2.0,178.0,34.0,7,0.0,0.0,0.0,0.0,939.0,123.0,173.0,156.0,993.0,67.0,3.0,4.0,1040.0,3.0,27.0,23.0,19.0,Pedro Chirivella
Tahith Chong,NED,FWMF,Werder Bremen,Bundesliga,20.0,1999.0,4.3,136.0,132.0,4.0,0.0,0.0,28.0,2.0,7,0.0,0.0,0.0,0.0,87.0,36.0,13.0,116.0,14.0,1.0,4.0,0.0,86.0,0.0,2.0,9.0,17.0,Tahith Chong
Joris Chotard,FRA,MF,Montpellier,Ligue 1,18.0,2001.0,12.9,380.0,362.0,18.0,9.0,0.0,48.0,19.0,8,3.0,2.0,1.0,0.0,218.0,66.0,96.0,54.0,282.0,27.0,4.0,4.0,274.0,1.0,11.0,9.0,9.0,Joris Chotard
Hamza Choudhury,ENG,MF,Leicester City,Premier League,22.0,1997.0,3.5,235.0,232.0,3.0,2.0,0.0,12.0,6.0,0,0.0,0.0,0.0,0.0,166.0,37.0,32.0,11.0,194.0,25.0,1.0,2.0,190.0,0.0,9.0,9.0,3.0,Hamza Choudhury
Mounir Chouiar,FRA,FWMF,Dijon,Ligue 1,21.0,1999.0,14.3,523.0,473.0,50.0,12.0,1.0,95.0,30.0,17,26.0,12.0,13.0,0.0,378.0,70.0,75.0,57.0,426.0,15.0,8.0,6.0,395.0,1.0,7.0,16.0,22.0,Mounir Chouiar
Andreas Christensen,DEN,DF,Chelsea,Premier League,24.0,1996.0,15.2,1089.0,1064.0,25.0,20.0,0.0,82.0,14.0,1,0.0,0.0,0.0,0.0,934.0,54.0,101.0,74.0,957.0,37.0,4.0,2.0,1011.0,3.0,6.0,11.0,6.0,Andreas Christensen
Carney Chukwuemeka,ENG,FWMF,Aston Villa,Premier League,16.0,2004.0,0.2,8.0,8.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,Carney Chukwuemeka
Samuel Chukwueze,NGA,MFFW,Villarreal,La Liga,21.0,1999.0,15.2,532.0,514.0,18.0,1.0,2.0,114.0,11.0,37,9.0,3.0,0.0,0.0,394.0,62.0,76.0,465.0,28.0,19.0,8.0,1.0,397.0,2.0,11.0,14.0,20.0,Samuel Chukwueze
Darko Churlinov,MKD,DFFW,Stuttgart,Bundesliga,20.0,2000.0,2.4,99.0,95.0,4.0,0.0,0.0,17.0,1.0,5,0.0,0.0,0.0,0.0,76.0,12.0,11.0,12.0,80.0,1.0,4.0,1.0,81.0,1.0,2.0,3.0,2.0,Darko Churlinov
Víctor Chust,ESP,DF,Real Madrid,La Liga,20.0,2000.0,1.1,70.0,67.0,3.0,2.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,58.0,5.0,7.0,13.0,53.0,2.0,1.0,0.0,65.0,0.0,1.0,0.0,0.0,Victor Chust
Sébastien Cibois,FRA,GK,Brest,Ligue 1,22.0,1998.0,3.0,90.0,60.0,30.0,8.0,0.0,10.0,3.0,0,0.0,0.0,0.0,0.0,40.0,5.0,45.0,13.0,61.0,0.0,0.0,13.0,64.0,0.0,9.0,0.0,0.0,Sebastien Cibois
Cifu,ESP,DF,Elche,La Liga,29.0,1990.0,5.0,219.0,173.0,46.0,3.0,0.0,38.0,4.0,9,0.0,0.0,0.0,0.0,125.0,40.0,54.0,4.0,162.0,7.0,42.0,0.0,162.0,2.0,3.0,3.0,13.0,Cifu
Alberto Cifuentes,ESP,GK,Cádiz,La Liga,41.0,1979.0,2.0,69.0,33.0,36.0,20.0,0.0,8.0,2.0,0,0.0,0.0,0.0,0.0,5.0,3.0,61.0,2.0,54.0,1.0,0.0,3.0,31.0,0.0,4.0,0.0,0.0,Alberto Cifuentes
Luca Cigarini,ITA,MF,Crotone,Serie A,34.0,1986.0,10.3,748.0,680.0,68.0,49.0,0.0,110.0,19.0,7,17.0,8.0,4.0,0.0,512.0,72.0,164.0,81.0,638.0,16.0,2.0,3.0,625.0,9.0,8.0,13.0,9.0,Luca Cigarini
Jasper Cillessen,NED,GK,Valencia,La Liga,31.0,1989.0,10.0,317.0,194.0,123.0,28.0,0.0,22.0,14.0,0,0.0,0.0,0.0,0.0,112.0,8.0,197.0,16.0,243.0,0.0,0.0,41.0,188.0,3.0,10.0,2.0,0.0,Jasper Cillessen
Antonio Cioffi,ITA,FW,Napoli,Serie A,17.0,2002.0,0.1,11.0,11.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,Antonio Cioffi
Tim Civeja,GER,MFDF,Augsburg,Bundesliga,18.0,2002.0,0.4,24.0,24.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,13.0,3.0,8.0,1.0,18.0,5.0,0.0,0.0,16.0,0.0,1.0,0.0,2.0,Tim Civeja
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,30.0,1989.0,21.0,747.0,724.0,23.0,6.0,2.0,88.0,11.0,0,0.0,0.0,0.0,0.0,516.0,66.0,165.0,514.0,126.0,53.0,17.0,1.0,620.0,1.0,3.0,14.0,9.0,Ciaran Clark
Alexis Claude-Maurice,FRA,MFFW,Nice,Ligue 1,22.0,1998.0,21.2,765.0,706.0,59.0,25.0,0.0,154.0,29.0,26,29.0,9.0,20.0,0.0,612.0,68.0,85.0,71.0,668.0,16.0,4.0,2.0,619.0,1.0,18.0,18.0,17.0,Alexis Claude Maurice
Jonathan Clauss,FRA,DF,Lens,Ligue 1,27.0,1992.0,28.0,1403.0,1057.0,346.0,41.0,1.0,125.0,43.0,135,71.0,35.0,20.0,6.0,744.0,312.0,347.0,125.0,995.0,36.0,234.0,2.0,1015.0,5.0,36.0,28.0,40.0,Jonathan Clauss
Carlos Clerc,ESP,DF,Levante,La Liga,28.0,1992.0,30.9,1699.0,1393.0,306.0,36.0,2.0,233.0,42.0,85,5.0,2.0,0.0,0.0,954.0,394.0,351.0,1247.0,84.0,77.0,265.0,4.0,1304.0,7.0,45.0,34.0,69.0,Carlos Clerc
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,29.0,1991.0,12.7,569.0,440.0,129.0,4.0,0.0,57.0,5.0,13,0.0,0.0,0.0,0.0,320.0,121.0,128.0,22.0,394.0,21.0,125.0,2.0,437.0,2.0,12.0,15.0,21.0,Nathaniel Clyne
Conor Coady,ENG,DF,Wolves,Premier League,27.0,1993.0,36.7,1789.0,1732.0,57.0,50.0,2.0,135.0,85.0,1,0.0,0.0,0.0,0.0,1220.0,139.0,430.0,49.0,1644.0,77.0,3.0,4.0,1576.0,4.0,22.0,19.0,11.0,Conor Coady
Marcus Coco,FRA,MFFW,Nantes,Ligue 1,24.0,1996.0,16.4,609.0,584.0,25.0,4.0,1.0,122.0,15.0,24,8.0,3.0,3.0,0.0,397.0,100.0,112.0,85.0,448.0,25.0,13.0,6.0,417.0,5.0,12.0,24.0,38.0,Marcus Coco
Coke,ESP,DF,Levante,La Liga,33.0,1987.0,9.3,442.0,382.0,60.0,7.0,0.0,55.0,11.0,9,0.0,0.0,0.0,0.0,251.0,98.0,93.0,46.0,316.0,20.0,53.0,2.0,361.0,0.0,11.0,16.0,17.0,Coke
Séamus Coleman,IRL,DFMF,Everton,Premier League,31.0,1988.0,17.9,767.0,672.0,95.0,3.0,1.0,99.0,15.0,32,0.0,0.0,0.0,0.0,469.0,147.0,151.0,128.0,522.0,20.0,92.0,0.0,625.0,1.0,11.0,19.0,25.0,Seamus Coleman
Ebrima Colley,GAM,FWMF,Hellas Verona,Serie A,20.0,2000.0,8.2,268.0,264.0,4.0,0.0,1.0,75.0,4.0,10,0.0,0.0,0.0,0.0,194.0,45.0,29.0,31.0,213.0,15.0,1.0,5.0,196.0,1.0,6.0,8.0,17.0,Ebrima Colley
Omar Colley,GAM,DF,Sampdoria,Serie A,27.0,1992.0,28.8,1325.0,1281.0,44.0,42.0,0.0,122.0,48.0,5,0.0,0.0,0.0,0.0,870.0,139.0,316.0,915.0,288.0,77.0,2.0,5.0,1087.0,3.0,29.0,23.0,9.0,Omar Colley
Simone Colombi,ITA,GK,Parma,Serie A,29.0,1991.0,2.0,50.0,34.0,16.0,5.0,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,17.0,2.0,31.0,1.0,41.0,1.0,0.0,6.0,35.0,0.0,1.0,0.0,0.0,Simone Colombi
Lorenzo Colombo,ITA,FW,Milan,Serie A,18.0,2002.0,1.0,14.0,14.0,0.0,0.0,0.0,7.0,0.0,1,0.0,0.0,0.0,0.0,9.0,1.0,4.0,7.0,4.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,Lorenzo Colombo
Racine Coly,SEN,DF,Nice,Ligue 1,24.0,1995.0,0.2,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,7.0,7.0,1.0,4.0,1.0,18.0,0.0,0.0,0.0,0.0,Racine Coly
Kingsley Coman,FRA,FWMF,Bayern Munich,Bundesliga,24.0,1996.0,19.5,856.0,845.0,11.0,1.0,6.0,150.0,29.0,77,1.0,0.0,0.0,0.0,604.0,125.0,127.0,198.0,604.0,30.0,9.0,3.0,680.0,1.0,17.0,25.0,32.0,Kingsley Coman
Daniel Congré,FRA,DF,Montpellier,Ligue 1,35.0,1985.0,36.6,1482.0,1425.0,57.0,52.0,1.0,126.0,35.0,3,0.0,0.0,0.0,0.0,1084.0,144.0,254.0,327.0,1033.0,84.0,5.0,2.0,1296.0,0.0,27.0,21.0,20.0,Daniel Congre
Aaron Connolly,IRL,FW,Brighton,Premier League,20.0,2000.0,8.8,101.0,91.0,10.0,0.0,0.0,22.0,1.0,2,0.0,0.0,0.0,0.0,64.0,26.0,11.0,11.0,74.0,5.0,0.0,3.0,79.0,0.0,0.0,2.0,4.0,Aaron Connolly
Andrea Consigli,ITA,GK,Sassuolo,Serie A,33.0,1987.0,37.0,1358.0,1023.0,335.0,100.0,1.0,85.0,24.0,0,0.0,0.0,0.0,0.0,830.0,63.0,465.0,68.0,1085.0,1.0,0.0,162.0,1103.0,4.0,20.0,9.0,3.0,Andrea Consigli
Andrea Conti,ITA,DF,Milan,Serie A,26.0,1994.0,0.3,25.0,22.0,3.0,1.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,20.0,2.0,3.0,1.0,21.0,1.0,2.0,0.0,21.0,0.0,0.0,1.0,0.0,Andrea Conti
Andrea Conti,ITA,DF,Parma,Serie A,26.0,1994.0,9.0,452.0,363.0,89.0,12.0,1.0,20.0,3.0,15,1.0,0.0,1.0,0.0,251.0,105.0,96.0,24.0,335.0,13.0,76.0,0.0,377.0,0.0,3.0,8.0,14.0,Andrea Conti
Liam Cooper,SCO,DF,Leeds United,Premier League,28.0,1991.0,24.3,1555.0,1514.0,41.0,38.0,1.0,124.0,53.0,0,0.0,0.0,0.0,0.0,1148.0,149.0,258.0,1255.0,156.0,84.0,3.0,4.0,1363.0,6.0,26.0,16.0,9.0,Liam Cooper
Francis Coquelin,FRA,MF,Villarreal,La Liga,29.0,1991.0,8.2,524.0,509.0,15.0,11.0,0.0,87.0,14.0,3,0.0,0.0,0.0,0.0,427.0,52.0,45.0,71.0,417.0,22.0,2.0,3.0,461.0,2.0,8.0,10.0,10.0,Francis Coquelin
Theo Corbeanu,CAN,FW,Wolves,Premier League,18.0,2002.0,0.1,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Theo Corbeanu
Sébastien Corchia,FRA,DF,Nantes,Ligue 1,29.0,1990.0,23.0,969.0,655.0,314.0,51.0,0.0,104.0,38.0,58,43.0,16.0,25.0,2.0,437.0,187.0,345.0,69.0,635.0,23.0,220.0,3.0,663.0,2.0,13.0,25.0,46.0,Sebastien Corchia
Alex Cordaz,ITA,GK,Crotone,Serie A,37.0,1983.0,36.0,1446.0,1017.0,429.0,119.0,0.0,141.0,22.0,0,0.0,0.0,0.0,0.0,731.0,57.0,658.0,141.0,1083.0,1.0,0.0,161.0,1042.0,1.0,20.0,9.0,4.0,Alex Cordaz
Iñigo Córdoba,ESP,FWMF,Athletic Club,La Liga,23.0,1997.0,1.1,36.0,36.0,0.0,0.0,0.0,6.0,0.0,1,0.0,0.0,0.0,0.0,19.0,7.0,10.0,18.0,12.0,3.0,0.0,1.0,17.0,0.0,3.0,2.0,1.0,Inigo Cordoba
Iñigo Córdoba,ESP,MF,Alavés,La Liga,23.0,1997.0,2.4,77.0,72.0,5.0,0.0,0.0,21.0,2.0,6,4.0,1.0,0.0,1.0,41.0,12.0,24.0,40.0,25.0,8.0,0.0,0.0,49.0,1.0,2.0,1.0,4.0,Inigo Cordoba
Jhon Córdoba,COL,FW,Hertha BSC,Bundesliga,27.0,1993.0,17.1,320.0,287.0,33.0,1.0,1.0,89.0,7.0,10,0.0,0.0,0.0,0.0,189.0,86.0,45.0,36.0,224.0,18.0,1.0,17.0,244.0,1.0,5.0,5.0,19.0,Jhon Cordoba
Sergio Córdova,VEN,FWMF,Arminia,Bundesliga,22.0,1997.0,12.1,267.0,260.0,7.0,1.0,1.0,79.0,3.0,8,0.0,0.0,0.0,0.0,163.0,60.0,44.0,26.0,179.0,26.0,2.0,9.0,180.0,2.0,9.0,10.0,16.0,Sergio Cordova
Jack Cork,ENG,MF,Burnley,Premier League,31.0,1989.0,15.0,499.0,493.0,6.0,1.0,0.0,107.0,11.0,4,0.0,0.0,0.0,0.0,358.0,64.0,77.0,66.0,374.0,25.0,5.0,3.0,413.0,3.0,9.0,8.0,12.0,Jack Cork
Andreas Cornelius,DEN,FW,Parma,Serie A,27.0,1993.0,21.1,585.0,545.0,40.0,0.0,4.0,219.0,12.0,11,0.0,0.0,0.0,0.0,282.0,165.0,138.0,294.0,91.0,59.0,2.0,29.0,409.0,4.0,10.0,15.0,22.0,Andreas Cornelius
Maxwel Cornet,CIV,DFFW,Lyon,Ligue 1,23.0,1996.0,27.2,1673.0,1408.0,265.0,22.0,1.0,169.0,28.0,64,9.0,1.0,2.0,0.0,1102.0,286.0,285.0,1086.0,273.0,52.0,234.0,3.0,1329.0,1.0,21.0,62.0,52.0,Maxwel Cornet
Ángel Correa,ARG,FWMF,Atlético Madrid,La Liga,25.0,1995.0,26.6,910.0,877.0,33.0,5.0,3.0,157.0,14.0,40,8.0,1.0,4.0,0.0,672.0,130.0,108.0,186.0,680.0,28.0,0.0,8.0,706.0,9.0,10.0,28.0,31.0,Angel Correa
Joaquín Correa,ARG,FW,Lazio,Serie A,25.0,1994.0,21.5,725.0,681.0,44.0,2.0,0.0,158.0,19.0,9,17.0,11.0,2.0,2.0,563.0,102.0,60.0,60.0,630.0,10.0,7.0,13.0,596.0,8.0,4.0,19.0,19.0,Joaquin Correa
Rober Correa,ESP,DF,Eibar,La Liga,27.0,1992.0,12.6,610.0,471.0,139.0,13.0,0.0,99.0,26.0,31,0.0,0.0,0.0,0.0,276.0,139.0,195.0,41.0,355.0,57.0,126.0,2.0,427.0,1.0,22.0,11.0,10.0,Rober Correa
Félix Correia,POR,MF,Juventus,Serie A,19.0,2001.0,0.1,8.0,7.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,Felix Correia
Thierry Correia,POR,DF,Valencia,La Liga,21.0,1999.0,23.7,1211.0,978.0,233.0,20.0,1.0,161.0,28.0,48,0.0,0.0,0.0,0.0,663.0,280.0,268.0,70.0,864.0,43.0,213.0,5.0,919.0,5.0,16.0,31.0,49.0,Thierry Correia
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,36.0,1983.0,6.0,287.0,226.0,61.0,19.0,0.0,11.0,3.0,0,0.0,0.0,0.0,0.0,208.0,7.0,72.0,5.0,253.0,1.0,0.0,23.0,249.0,0.0,2.0,2.0,0.0,Angelo da Costa Junior
Danny da Costa,GER,DF,Mainz 05,Bundesliga,27.0,1993.0,13.4,512.0,376.0,136.0,6.0,0.0,61.0,11.0,35,0.0,0.0,0.0,0.0,200.0,111.0,201.0,58.0,293.0,24.0,130.0,2.0,311.0,0.0,11.0,20.0,28.0,Danny da Costa
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,27.0,1993.0,1.2,49.0,44.0,5.0,0.0,0.0,6.0,1.0,3,0.0,0.0,0.0,0.0,31.0,4.0,14.0,6.0,33.0,5.0,5.0,0.0,34.0,0.0,2.0,2.0,4.0,Danny da Costa
David Pereira da Costa,POR,MFFW,Lens,Ligue 1,19.0,2001.0,1.8,60.0,58.0,2.0,0.0,0.0,13.0,2.0,0,2.0,1.0,1.0,0.0,43.0,7.0,10.0,13.0,45.0,1.0,0.0,0.0,45.0,0.0,3.0,3.0,3.0,David Pereira da Costa
Diego Costa,ESP,FW,Atlético Madrid,La Liga,31.0,1988.0,2.3,73.0,73.0,0.0,0.0,1.0,24.0,2.0,2,0.0,0.0,0.0,0.0,42.0,21.0,10.0,5.0,50.0,5.0,0.0,6.0,56.0,0.0,1.0,0.0,5.0,Diego Costa
Douglas Costa,BRA,MFFW,Juventus,Serie A,29.0,1990.0,0.5,27.0,23.0,4.0,0.0,0.0,6.0,0.0,1,4.0,3.0,0.0,1.0,19.0,2.0,6.0,26.0,1.0,0.0,0.0,0.0,20.0,0.0,1.0,1.0,1.0,Douglas Costa
Douglas Costa,BRA,FWMF,Bayern Munich,Bundesliga,29.0,1990.0,3.6,187.0,165.0,22.0,2.0,1.0,25.0,10.0,12,20.0,7.0,5.0,2.0,120.0,24.0,43.0,171.0,14.0,0.0,0.0,1.0,129.0,2.0,4.0,5.0,17.0,Douglas Costa
Hélder Costa,POR,MFFW,Leeds United,Premier League,26.0,1994.0,12.8,328.0,323.0,5.0,0.0,0.0,58.0,2.0,16,0.0,0.0,0.0,0.0,240.0,54.0,34.0,238.0,72.0,8.0,5.0,2.0,242.0,0.0,6.0,10.0,21.0,Helder Costa
Jaume Costa,ESP,DFMF,Villarreal,La Liga,32.0,1988.0,3.9,237.0,189.0,48.0,3.0,2.0,26.0,3.0,7,1.0,0.0,0.0,0.0,148.0,37.0,52.0,120.0,63.0,8.0,44.0,0.0,200.0,0.0,1.0,4.0,3.0,Jaume Costa
Charles Costes,FRA,MF,Dijon,Ligue 1,17.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charles Costes
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,33.0,1987.0,38.0,1326.0,894.0,432.0,141.0,0.0,60.0,50.0,0,0.0,0.0,0.0,0.0,567.0,55.0,704.0,59.0,1066.0,0.0,0.0,144.0,926.0,1.0,49.0,10.0,2.0,Benoit Costil
Vladimír Coufal,CZE,DF,West Ham,Premier League,27.0,1992.0,33.9,1693.0,1332.0,361.0,31.0,0.0,186.0,29.0,102,2.0,2.0,0.0,0.0,776.0,368.0,549.0,189.0,1044.0,101.0,328.0,2.0,1200.0,6.0,28.0,52.0,75.0,Vladimir Coufal
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,28.0,1991.0,10.9,271.0,260.0,11.0,1.0,0.0,91.0,4.0,9,0.0,0.0,0.0,0.0,126.0,74.0,71.0,21.0,137.0,38.0,1.0,15.0,169.0,1.0,4.0,8.0,12.0,Kalifa Coulibaly
