Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_SHORT,Att_SHORT,Cmp%_SHORT,Cmp_MED,Att_MED,Cmp%_MED,Cmp_LONG,Att_LONG,Cmp%_LONG,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Name_no_spec_chars
Moussa Koné,SEN,FW,Nîmes,Ligue 1,23.0,1996.0,19.5,237.0,305.0,77.7,4298.0,493.0,99.0,125.0,79.2,101.0,124.0,81.5,28.0,37.0,75.7,0,1.3,-1.3,10.0,17.0,3.0,1.0,15.0,Moussa Kone
Youssouf Koné,MLI,DFFW,Elche,La Liga,25.0,1995.0,0.8,24.0,29.0,82.8,396.0,158.0,13.0,15.0,86.7,8.0,8.0,100.0,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Youssouf Kone
Terence Kongolo,NED,DF,Fulham,Premier League,26.0,1994.0,1.0,37.0,39.0,94.9,723.0,293.0,12.0,13.0,92.3,22.0,23.0,95.7,3.0,3.0,100.0,0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,Terence Kongolo
Ezri Konsa,ENG,DF,Aston Villa,Premier League,22.0,1997.0,35.5,1076.0,1244.0,86.5,24314.0,5977.0,250.0,284.0,88.0,615.0,658.0,93.5,202.0,280.0,72.1,0,0.2,-0.2,1.0,38.0,2.0,0.0,36.0,Ezri Konsa
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,34.0,1985.0,24.6,1207.0,1342.0,89.9,28531.0,9244.0,256.0,291.0,88.0,667.0,701.0,95.1,280.0,332.0,84.3,2,1.2,0.8,7.0,58.0,2.0,0.0,53.0,Laurent Koscielny
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,27.0,1992.0,28.2,999.0,1593.0,62.7,19733.0,8002.0,391.0,506.0,77.3,424.0,614.0,69.1,164.0,363.0,45.2,14,11.5,2.5,90.0,59.0,69.0,51.0,137.0,Filip Kostic
Márk Kosznovszky,HUN,MF,Parma,Serie A,18.0,2002.0,1.0,35.0,36.0,97.2,550.0,94.0,21.0,21.0,100.0,12.0,13.0,92.3,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Mark Kosznovszky
Christian Kouamé,CIV,FW,Fiorentina,Serie A,22.0,1997.0,11.1,248.0,330.0,75.2,3244.0,442.0,162.0,204.0,79.4,65.0,84.0,77.4,6.0,9.0,66.7,1,1.2,-0.2,10.0,9.0,7.0,1.0,13.0,Christian Kouame
Nianzou Kouassi,FRA,DFMF,Bayern Munich,Bundesliga,18.0,2002.0,1.3,78.0,86.0,90.7,1743.0,583.0,19.0,21.0,90.5,45.0,47.0,95.7,14.0,18.0,77.8,0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,Nianzou Kouassi
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,29.0,1991.0,24.5,1555.0,1736.0,89.6,31838.0,11795.0,539.0,570.0,94.6,722.0,766.0,94.3,258.0,351.0,73.5,0,0.2,-0.2,5.0,110.0,7.0,2.0,85.0,Kalidou Koulibaly
Jules Koundé,FRA,DF,Sevilla,La Liga,21.0,1998.0,33.1,2144.0,2365.0,90.7,42577.0,14546.0,724.0,769.0,94.1,1126.0,1175.0,95.8,279.0,385.0,72.5,1,0.7,0.3,8.0,165.0,11.0,1.0,141.0,Jules Kounde
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,23.0,1997.0,21.8,675.0,790.0,85.4,14351.0,3947.0,169.0,183.0,92.3,386.0,417.0,92.6,112.0,173.0,64.7,0,0.3,-0.3,3.0,15.0,0.0,0.0,20.0,Boubakar Kouyate
Cheikhou Kouyaté,SEN,DF,Crystal Palace,Premier League,30.0,1989.0,34.7,959.0,1217.0,78.8,19698.0,6299.0,332.0,390.0,85.1,433.0,497.0,87.1,176.0,295.0,59.7,0,0.2,-0.2,6.0,39.0,3.0,1.0,33.0,Cheikhou Kouyate
Mateo Kovačić,CRO,MF,Chelsea,Premier League,26.0,1994.0,20.2,1580.0,1737.0,91.0,30881.0,7418.0,619.0,665.0,93.1,725.0,773.0,93.8,216.0,266.0,81.2,1,1.8,-0.8,23.0,164.0,24.0,0.0,165.0,Mateo Kovacic
Viktor Kovalenko,UKR,FW,Atalanta,Serie A,24.0,1996.0,0.0,2.0,2.0,100.0,27.0,15.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viktor Kovalenko
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,25.0,1994.0,14.3,404.0,557.0,72.5,7198.0,3240.0,184.0,221.0,83.3,164.0,218.0,75.2,47.0,90.0,52.2,0,0.4,-0.4,6.0,23.0,3.0,3.0,19.0,Emil Krafth
Andrej Kramarić,CRO,FWMF,Hoffenheim,Bundesliga,29.0,1991.0,26.4,780.0,1014.0,76.9,13411.0,2683.0,385.0,442.0,87.1,284.0,355.0,80.0,84.0,147.0,57.1,5,4.6,0.4,39.0,47.0,43.0,13.0,68.0,Andrej Kramaric
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,29.0,1991.0,22.6,1130.0,1303.0,86.7,19122.0,5431.0,547.0,593.0,92.2,454.0,510.0,89.0,99.0,147.0,67.3,2,1.2,0.8,11.0,84.0,13.0,2.0,91.0,Christoph Kramer
Jean-Philippe Krasso,FRA,FW,Saint-Étienne,Ligue 1,23.0,1997.0,2.5,30.0,46.0,65.2,462.0,112.0,16.0,23.0,69.6,11.0,16.0,68.8,2.0,4.0,50.0,0,0.4,-0.4,3.0,2.0,2.0,0.0,5.0,Jean Philippe Krasso
Toni Kroos,GER,MF,Real Madrid,La Liga,30.0,1990.0,23.5,1949.0,2172.0,89.7,41573.0,12310.0,772.0,807.0,95.7,727.0,769.0,94.5,422.0,550.0,76.7,10,6.7,3.3,66.0,272.0,35.0,3.0,198.0,Toni Kroos
Filip Krovinović,CRO,MF,West Brom,Premier League,24.0,1995.0,6.1,308.0,365.0,84.4,5338.0,1511.0,140.0,156.0,89.7,127.0,147.0,86.4,31.0,44.0,70.5,0,0.3,-0.3,5.0,37.0,7.0,0.0,40.0,Filip Krovinovic
Rade Krunić,BIH,MFFW,Milan,Serie A,26.0,1993.0,8.0,237.0,273.0,86.8,3370.0,930.0,131.0,140.0,93.6,78.0,94.0,83.0,10.0,16.0,62.5,2,1.1,0.9,7.0,17.0,2.0,1.0,16.0,Rade Krunic
Max Kruse,GER,FWMF,Union Berlin,Bundesliga,32.0,1988.0,18.1,565.0,749.0,75.4,11607.0,2330.0,212.0,261.0,81.2,230.0,279.0,82.4,108.0,161.0,67.1,5,4.5,0.5,38.0,45.0,24.0,5.0,70.0,Max Kruse
Lukas Kübler,GER,DF,Freiburg,Bundesliga,27.0,1992.0,9.8,281.0,419.0,67.1,5928.0,2426.0,106.0,135.0,78.5,123.0,178.0,69.1,50.0,91.0,54.9,1,0.3,0.7,4.0,20.0,9.0,2.0,34.0,Lukas Kubler
Takefusa Kubo,JPN,MFFW,Villarreal,La Liga,19.0,2001.0,3.3,102.0,139.0,73.4,1634.0,456.0,51.0,64.0,79.7,42.0,52.0,80.8,7.0,17.0,41.2,0,0.5,-0.5,9.0,8.0,6.0,2.0,15.0,Takefusa Kubo
Takefusa Kubo,JPN,MFFW,Getafe,La Liga,19.0,2001.0,8.9,150.0,210.0,71.4,2296.0,729.0,87.0,105.0,82.9,49.0,68.0,72.1,11.0,24.0,45.8,1,0.8,0.2,9.0,6.0,5.0,0.0,21.0,Takefusa Kubo
Juraj Kucka,SVK,MFFW,Parma,Serie A,33.0,1987.0,25.9,673.0,919.0,73.2,11123.0,2710.0,365.0,439.0,83.1,223.0,303.0,73.6,66.0,120.0,55.0,2,1.8,0.2,17.0,50.0,11.0,3.0,66.0,Juraj Kucka
Kuki,ESP,MF,Valladolid,La Liga,22.0,1998.0,0.3,8.0,11.0,72.7,108.0,16.0,5.0,6.0,83.3,3.0,4.0,75.0,0.0,1.0,0.0,1,0.1,0.9,1.0,0.0,0.0,0.0,0.0,Kuki
Dejan Kulusevski,SWE,MFFW,Juventus,Serie A,20.0,2000.0,21.4,612.0,785.0,78.0,9667.0,2557.0,320.0,380.0,84.2,217.0,269.0,80.7,50.0,77.0,64.9,3,6.4,-3.4,52.0,35.0,37.0,11.0,73.0,Dejan Kulusevski
Marash Kumbulla,ALB,DF,Roma,Serie A,20.0,2000.0,15.1,720.0,801.0,89.9,14131.0,3948.0,253.0,268.0,94.4,368.0,389.0,94.6,89.0,121.0,73.6,0,0.4,-0.4,3.0,39.0,0.0,0.0,38.0,Marash Kumbulla
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25.0,1995.0,5.7,224.0,294.0,76.2,4584.0,1152.0,83.0,97.0,85.6,102.0,123.0,82.9,37.0,64.0,57.8,0,0.9,-0.9,6.0,23.0,5.0,0.0,23.0,Pierre Kunde
Fabian Kunze,GER,MF,Arminia,Bundesliga,22.0,1998.0,14.1,444.0,566.0,78.4,8141.0,1898.0,180.0,221.0,81.4,210.0,244.0,86.1,47.0,81.0,58.0,0,0.4,-0.4,5.0,41.0,3.0,0.0,48.0,Fabian Kunze
Jasmin Kurtić,SVN,MF,Parma,Serie A,31.0,1989.0,30.4,1195.0,1438.0,83.1,24098.0,5885.0,445.0,496.0,89.7,532.0,598.0,89.0,198.0,291.0,68.0,0,2.0,-2.0,27.0,99.0,30.0,14.0,115.0,Jasmin Kurtic
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27.0,1992.0,14.2,849.0,971.0,87.4,13106.0,4258.0,463.0,492.0,94.1,315.0,359.0,87.7,51.0,88.0,58.0,1,1.7,-0.7,11.0,37.0,17.0,6.0,54.0,Layvin Kurzawa
Dereck Kutesa,SUI,MFFW,Reims,Ligue 1,22.0,1997.0,7.6,105.0,156.0,67.3,1548.0,349.0,62.0,79.0,78.5,40.0,56.0,71.4,3.0,9.0,33.3,2,0.8,1.2,8.0,7.0,4.0,1.0,13.0,Dereck Kutesa
Ahmed Kutucu,TUR,FWMF,Schalke 04,Bundesliga,20.0,2000.0,1.2,22.0,37.0,59.5,356.0,35.0,12.0,17.0,70.6,5.0,8.0,62.5,3.0,7.0,42.9,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Ahmed Kutucu
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23.0,1997.0,11.5,546.0,660.0,82.7,9026.0,3606.0,279.0,307.0,90.9,208.0,262.0,79.4,45.0,66.0,68.2,0,1.0,-1.0,8.0,28.0,6.0,3.0,44.0,Enock Kwateng
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24.0,1996.0,3.8,49.0,72.0,68.1,691.0,108.0,23.0,35.0,65.7,20.0,24.0,83.3,1.0,3.0,33.3,0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,Antonino La Gumina
Gaëtan Laborde,FRA,FWMF,Montpellier,Ligue 1,26.0,1994.0,36.2,613.0,917.0,66.8,9210.0,2441.0,331.0,441.0,75.1,230.0,326.0,70.6,28.0,72.0,38.9,8,4.9,3.1,36.0,41.0,25.0,4.0,74.0,Gaetan Laborde
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29.0,1991.0,21.4,410.0,524.0,78.2,6066.0,1247.0,225.0,283.0,79.5,135.0,158.0,85.4,27.0,44.0,61.4,2,2.7,-0.7,18.0,24.0,21.0,0.0,46.0,Alexandre Lacazette
Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18.0,2002.0,5.8,194.0,221.0,87.8,3596.0,523.0,82.0,89.0,92.1,92.0,98.0,93.9,17.0,26.0,65.4,0,0.1,-0.1,2.0,4.0,1.0,1.0,7.0,Tom Lacoux
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20.0,2000.0,28.8,1460.0,1736.0,84.1,36305.0,10858.0,220.0,259.0,84.9,842.0,903.0,93.2,392.0,543.0,72.2,1,0.4,0.6,4.0,102.0,5.0,0.0,110.0,Maxence Lacroix
Alban Lafont,FRA,GK,Nantes,Ligue 1,21.0,1999.0,38.0,653.0,1127.0,57.9,22954.0,16509.0,83.0,85.0,97.6,263.0,267.0,98.5,307.0,774.0,39.7,0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,Alban Lafont
Víctor Laguardia,ESP,DF,Alavés,La Liga,30.0,1989.0,29.2,814.0,1047.0,77.7,21332.0,8784.0,164.0,187.0,87.7,392.0,442.0,88.7,251.0,404.0,62.1,1,1.0,0.0,5.0,58.0,5.0,0.0,55.0,Victor Laguardia
Konrad Laimer,AUT,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,0.9,39.0,51.0,76.5,511.0,197.0,21.0,22.0,95.5,15.0,22.0,68.2,1.0,2.0,50.0,0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,Konrad Laimer
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27.0,1992.0,30.8,1289.0,1706.0,75.6,22635.0,9716.0,593.0,673.0,88.1,536.0,686.0,78.1,134.0,265.0,50.6,2,2.4,-0.4,34.0,97.0,33.0,16.0,148.0,Stefan Lainer
Diego Lainez,MEX,FW,Betis,La Liga,20.0,2000.0,9.6,284.0,360.0,78.9,4053.0,1111.0,171.0,196.0,87.2,83.0,101.0,82.2,15.0,31.0,48.4,2,0.9,1.1,13.0,15.0,11.0,4.0,31.0,Diego Lainez
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28.0,1991.0,20.4,832.0,1127.0,73.8,18264.0,7233.0,297.0,341.0,87.1,335.0,406.0,82.5,193.0,341.0,56.6,2,4.0,-2.0,30.0,64.0,26.0,13.0,85.0,Kenny Lala
Adam Lallana,ENG,MFFW,Brighton,Premier League,32.0,1988.0,17.7,793.0,936.0,84.7,12397.0,2974.0,413.0,460.0,89.8,294.0,339.0,86.7,56.0,83.0,67.5,1,2.8,-1.8,27.0,58.0,28.0,3.0,83.0,Adam Lallana
Érik Lamela,ARG,FWMF,Tottenham,Premier League,28.0,1992.0,8.0,289.0,368.0,78.5,4889.0,1022.0,152.0,176.0,86.4,98.0,117.0,83.8,34.0,54.0,63.0,0,0.9,-0.9,8.0,22.0,10.0,0.0,29.0,Erik Lamela
Sam Lammers,NED,FWMF,Atalanta,Serie A,23.0,1997.0,3.2,95.0,126.0,75.4,1254.0,231.0,68.0,83.0,81.9,23.0,30.0,76.7,2.0,4.0,50.0,0,0.3,-0.3,4.0,6.0,3.0,0.0,9.0,Sam Lammers
Tariq Lamptey,ENG,DF,Brighton,Premier League,19.0,2000.0,9.8,390.0,500.0,78.0,6346.0,1711.0,209.0,234.0,89.3,141.0,188.0,75.0,32.0,56.0,57.1,1,1.1,-0.1,11.0,12.0,12.0,7.0,27.0,Tariq Lamptey
Loïck Landre,FRA,DF,Nîmes,Ligue 1,28.0,1992.0,18.1,695.0,782.0,88.9,15558.0,4651.0,178.0,189.0,94.2,375.0,395.0,94.9,136.0,189.0,72.0,0,0.0,0.0,1.0,33.0,0.0,0.0,34.0,Loick Landre
Michael Langer,AUT,GK,Schalke 04,Bundesliga,35.0,1985.0,2.7,50.0,76.0,65.8,1438.0,840.0,8.0,8.0,100.0,26.0,26.0,100.0,16.0,42.0,38.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Michael Langer
Manuel Lanzini,ARG,MFFW,West Ham,Premier League,27.0,1993.0,6.3,327.0,368.0,88.9,5291.0,1311.0,176.0,191.0,92.1,122.0,133.0,91.7,21.0,31.0,67.7,1,0.9,0.1,11.0,25.0,4.0,0.0,20.0,Manuel Lanzini
Gianluca Lapadula,PER,FW,Benevento,Serie A,30.0,1990.0,28.5,344.0,485.0,70.9,4860.0,955.0,202.0,266.0,75.9,105.0,143.0,73.4,15.0,22.0,68.2,2,3.9,-1.9,31.0,11.0,14.0,1.0,37.0,Gianluca Lapadula
Aymeric Laporte,ESP,DF,Manchester City,Premier League,26.0,1994.0,14.9,1160.0,1261.0,92.0,24147.0,6963.0,353.0,372.0,94.9,624.0,651.0,95.9,179.0,224.0,79.9,0,0.7,-0.7,4.0,108.0,5.0,0.0,72.0,Aymeric Laporte
Julien Laporte,FRA,DF,Lorient,Ligue 1,26.0,1993.0,29.5,1231.0,1423.0,86.5,30109.0,8976.0,249.0,268.0,92.9,651.0,704.0,92.5,327.0,441.0,74.1,0,0.2,-0.2,6.0,75.0,6.0,0.0,68.0,Julien Laporte
Danilo Larangeira,BRA,DF,Bologna,Serie A,36.0,1984.0,34.8,1404.0,1729.0,81.2,34375.0,12380.0,287.0,320.0,89.7,754.0,835.0,90.3,354.0,552.0,64.1,1,1.1,-0.1,6.0,92.0,5.0,0.0,106.0,Danilo Larangeira
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23.0,1997.0,35.0,1005.0,1264.0,79.5,30302.0,17360.0,156.0,157.0,99.4,461.0,469.0,98.3,384.0,634.0,60.6,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,Gautier Larsonneur
Kevin Lasagna,ITA,FW,Udinese,Serie A,27.0,1992.0,12.3,152.0,215.0,70.7,2310.0,396.0,93.0,116.0,80.2,40.0,55.0,72.7,11.0,17.0,64.7,1,0.6,0.4,8.0,9.0,7.0,1.0,15.0,Kevin Lasagna
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27.0,1992.0,14.1,194.0,261.0,74.3,2637.0,339.0,129.0,149.0,86.6,42.0,62.0,67.7,12.0,23.0,52.2,0,1.1,-1.1,11.0,11.0,5.0,0.0,11.0,Kevin Lasagna
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26.0,1993.0,18.1,487.0,599.0,81.3,10618.0,3333.0,130.0,146.0,89.0,274.0,300.0,91.3,79.0,141.0,56.0,0,0.0,0.0,1.0,30.0,5.0,0.0,32.0,Jamaal Lascelles
Paul Lasne,FRA,MF,Brest,Ligue 1,31.0,1989.0,18.7,916.0,1063.0,86.2,18377.0,3748.0,298.0,337.0,88.4,455.0,495.0,91.9,141.0,194.0,72.7,0,0.5,-0.5,7.0,63.0,5.0,0.0,43.0,Paul Lasne
Toni Lato,ESP,DF,Valencia,La Liga,22.0,1997.0,8.1,287.0,372.0,77.2,5271.0,1714.0,122.0,138.0,88.4,135.0,166.0,81.3,26.0,57.0,45.6,0,0.3,-0.3,3.0,20.0,2.0,2.0,22.0,Toni Lato
Danny Latza,GER,MF,Mainz 05,Bundesliga,30.0,1989.0,20.0,531.0,752.0,70.6,10159.0,2925.0,217.0,262.0,82.8,235.0,309.0,76.1,70.0,139.0,50.4,2,2.2,-0.2,23.0,39.0,7.0,2.0,67.0,Danny Latza
Armand Lauriente,FRA,FWMF,Lorient,Ligue 1,21.0,1998.0,18.0,434.0,572.0,75.9,7206.0,2017.0,256.0,288.0,88.9,120.0,163.0,73.6,50.0,96.0,52.1,5,5.2,-0.2,39.0,31.0,18.0,5.0,34.0,Armand Lauriente
Vincent Laurini,FRA,DF,Parma,Serie A,31.0,1989.0,9.7,400.0,507.0,78.9,7495.0,3135.0,178.0,196.0,90.8,168.0,210.0,80.0,51.0,90.0,56.7,0,0.1,-0.1,2.0,38.0,11.0,5.0,44.0,Vincent Laurini
Lauti,URU,MFFW,Celta Vigo,La Liga,19.0,2001.0,0.2,3.0,3.0,100.0,30.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lauti
Wesley Lautoa,NCL,MFDF,Dijon,Ligue 1,32.0,1987.0,17.9,700.0,821.0,85.3,13978.0,4120.0,251.0,283.0,88.7,327.0,367.0,89.1,114.0,150.0,76.0,0,0.1,-0.1,4.0,44.0,8.0,0.0,62.0,Wesley Lautoa
Valentino Lazaro,AUT,DFFW,M'Gladbach,Bundesliga,24.0,1996.0,13.8,441.0,579.0,76.2,7354.0,2042.0,233.0,269.0,86.6,154.0,207.0,74.4,44.0,80.0,55.0,0,1.0,-1.0,16.0,27.0,9.0,4.0,32.0,Valentino Lazaro
Darko Lazović,SRB,DF,Hellas Verona,Serie A,29.0,1990.0,27.8,1015.0,1394.0,72.8,17275.0,7042.0,502.0,579.0,86.7,400.0,562.0,71.2,93.0,189.0,49.2,6,4.1,1.9,36.0,66.0,57.0,16.0,152.0,Darko Lazovic
Manuel Lazzari,ITA,DF,Lazio,Serie A,26.0,1993.0,29.0,950.0,1180.0,80.5,15952.0,3731.0,451.0,515.0,87.6,393.0,476.0,82.6,74.0,131.0,56.5,5,3.9,1.1,30.0,28.0,33.0,20.0,38.0,Manuel Lazzari
Jérémy Le Douaron,FRA,FWMF,Brest,Ligue 1,22.0,1998.0,9.1,138.0,197.0,70.1,1932.0,389.0,84.0,108.0,77.8,40.0,58.0,69.0,7.0,13.0,53.8,2,0.5,1.5,9.0,6.0,5.0,1.0,8.0,Jeremy Le Douaron
Enzo Le Fée,FRA,MFFW,Lorient,Ligue 1,20.0,2000.0,20.2,689.0,880.0,78.3,12949.0,3195.0,307.0,347.0,88.5,274.0,323.0,84.8,91.0,174.0,52.3,5,4.6,0.4,31.0,67.0,12.0,2.0,60.0,Enzo Le Fee
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30.0,1989.0,25.6,1007.0,1275.0,79.0,18206.0,7885.0,443.0,496.0,89.3,460.0,557.0,82.6,96.0,183.0,52.5,0,2.3,-2.3,20.0,61.0,24.0,11.0,117.0,Vincent Le Goff
Maxime Le Marchand,FRA,DF,Fulham,Premier League,30.0,1989.0,1.4,78.0,82.0,95.1,1841.0,642.0,18.0,18.0,100.0,43.0,45.0,95.6,16.0,18.0,88.9,0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,Maxime Le Marchand
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23.0,1996.0,30.5,1435.0,1636.0,87.7,31099.0,7778.0,371.0,405.0,91.6,803.0,870.0,92.3,253.0,338.0,74.9,1,0.1,0.9,1.0,63.0,6.0,1.0,74.0,Robin Le Normand
Damien Le Tallec,FRA,MFDF,Montpellier,Ligue 1,30.0,1990.0,13.6,349.0,435.0,80.2,7770.0,1896.0,112.0,136.0,82.4,154.0,182.0,84.6,75.0,101.0,74.3,0,0.3,-0.3,2.0,36.0,3.0,0.0,37.0,Damien Le Tallec
James Lea Siliki,CMR,MF,Rennes,Ligue 1,24.0,1996.0,2.8,121.0,156.0,77.6,2411.0,451.0,46.0,61.0,75.4,52.0,59.0,88.1,20.0,31.0,64.5,0,0.0,0.0,1.0,16.0,3.0,0.0,15.0,James Lea Siliki
Rafael Leão,POR,FW,Milan,Serie A,21.0,1999.0,21.4,358.0,497.0,72.0,5727.0,1120.0,172.0,216.0,79.6,138.0,195.0,70.8,26.0,43.0,60.5,6,4.5,1.5,27.0,15.0,27.0,6.0,39.0,Rafael Leao
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34.0,1985.0,36.8,699.0,1031.0,67.8,21359.0,15283.0,166.0,166.0,100.0,233.0,237.0,98.3,270.0,597.0,45.2,0,0.1,-0.1,2.0,14.0,0.0,0.0,0.0,Jean Louis Leca
Mathew Leckie,AUS,FWDF,Hertha BSC,Bundesliga,29.0,1991.0,5.6,160.0,210.0,76.2,2922.0,629.0,72.0,88.0,81.8,69.0,84.0,82.1,17.0,25.0,68.0,1,0.6,0.4,5.0,6.0,6.0,3.0,13.0,Mathew Leckie
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29.0,1991.0,28.0,758.0,997.0,76.0,21743.0,13084.0,152.0,154.0,98.7,330.0,331.0,99.7,272.0,508.0,53.5,0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,Benjamin Lecomte
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27.0,1993.0,32.0,462.0,997.0,46.3,24626.0,20494.0,26.0,30.0,86.7,68.0,72.0,94.4,367.0,893.0,41.1,0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,Jeremias Ledesma
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27.0,1993.0,22.9,1047.0,1225.0,85.5,19642.0,5017.0,441.0,482.0,91.5,451.0,508.0,88.8,130.0,190.0,68.4,2,1.3,0.7,13.0,107.0,17.0,3.0,126.0,Pierre Lees Melou
Lucas Leiva,BRA,MF,Lazio,Serie A,33.0,1987.0,23.7,1295.0,1491.0,86.9,24857.0,7720.0,486.0,539.0,90.2,617.0,684.0,90.2,174.0,220.0,79.1,0,0.3,-0.3,6.0,184.0,13.0,2.0,153.0,Lucas Leiva
Florian Lejeune,FRA,DF,Alavés,La Liga,29.0,1991.0,33.5,1116.0,1387.0,80.5,28279.0,10380.0,242.0,281.0,86.1,563.0,620.0,90.8,301.0,462.0,65.2,1,0.3,0.7,6.0,53.0,2.0,0.0,45.0,Florian Lejeune
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27.0,1993.0,7.2,332.0,418.0,79.4,6064.0,2337.0,151.0,167.0,90.4,136.0,164.0,82.9,43.0,73.0,58.9,0,0.4,-0.4,6.0,15.0,9.0,3.0,29.0,Inigo Lekue
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24.0,1995.0,15.2,661.0,810.0,81.6,11628.0,2973.0,334.0,369.0,90.5,222.0,268.0,82.8,89.0,137.0,65.0,3,2.0,1.0,20.0,61.0,21.0,2.0,68.0,Thomas Lemar
Mario Lemina,GAB,MF,Fulham,Premier League,26.0,1993.0,18.9,734.0,860.0,85.3,15079.0,3711.0,244.0,278.0,87.8,358.0,399.0,89.7,116.0,163.0,71.2,0,0.8,-0.8,10.0,60.0,15.0,1.0,56.0,Mario Lemina
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33.0,1987.0,21.5,1255.0,1454.0,86.3,23863.0,6115.0,509.0,550.0,92.5,537.0,592.0,90.7,186.0,262.0,71.0,0,1.1,-1.1,16.0,92.0,11.0,4.0,99.0,Fabien Lemoine
Clément Lenglet,FRA,DF,Barcelona,La Liga,25.0,1995.0,27.5,2129.0,2293.0,92.8,40648.0,13671.0,819.0,849.0,96.5,1039.0,1086.0,95.7,253.0,328.0,77.1,0,0.9,-0.9,7.0,215.0,17.0,2.0,134.0,Clement Lenglet
Bernd Leno,GER,GK,Arsenal,Premier League,28.0,1992.0,34.8,922.0,1156.0,79.8,22005.0,11152.0,265.0,265.0,100.0,457.0,460.0,99.3,196.0,426.0,46.0,0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Bernd Leno
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25.0,1994.0,25.0,976.0,1340.0,72.8,18290.0,7643.0,436.0,510.0,85.5,395.0,507.0,77.9,130.0,253.0,51.4,3,2.0,1.0,19.0,72.0,30.0,12.0,108.0,Christopher Lenz
Pedro León,ESP,MFFW,Eibar,La Liga,33.0,1986.0,10.4,217.0,370.0,58.6,3878.0,1415.0,103.0,133.0,77.4,82.0,119.0,68.9,28.0,90.0,31.1,2,2.3,-0.3,17.0,11.0,17.0,12.0,19.0,Pedro Leon
Sergio León,ESP,FW,Levante,La Liga,31.0,1989.0,8.3,97.0,137.0,70.8,1361.0,199.0,60.0,73.0,82.2,30.0,36.0,83.3,5.0,14.0,35.7,0,0.3,-0.3,6.0,6.0,3.0,0.0,9.0,Sergio Leon
Lukas Lerager,DEN,MF,Genoa,Serie A,27.0,1993.0,12.9,405.0,490.0,82.7,6595.0,1669.0,208.0,241.0,86.3,145.0,170.0,85.3,38.0,50.0,76.0,1,0.4,0.6,8.0,39.0,4.0,0.0,38.0,Lukas Lerager
Mehdi Léris,FRA,DFMF,Sampdoria,Serie A,22.0,1998.0,4.3,184.0,236.0,78.0,3014.0,880.0,100.0,112.0,89.3,57.0,71.0,80.3,21.0,42.0,50.0,0,0.3,-0.3,7.0,9.0,5.0,1.0,14.0,Mehdi Leris
