Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_SHORT,Att_SHORT,Cmp%_SHORT,Cmp_MED,Att_MED,Cmp%_MED,Cmp_LONG,Att_LONG,Cmp%_LONG,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Name_no_spec_chars
Francesco Caputo,ITA,FW,Sassuolo,Serie A,32.0,1987.0,18.9,327.0,421.0,77.7,4189.0,628.0,217.0,252.0,86.1,79.0,106.0,74.5,9.0,17.0,52.9,5,1.7,3.3,16.0,11.0,7.0,0.0,19.0,Francesco Caputo
Maxence Caqueret,FRA,MF,Lyon,Ligue 1,20.0,2000.0,19.6,940.0,1085.0,86.6,16760.0,5641.0,433.0,488.0,88.7,372.0,419.0,88.8,113.0,137.0,82.5,1,1.9,-0.9,17.0,107.0,32.0,2.0,148.0,Maxence Caqueret
Andrea Carboni,ITA,DF,Cagliari,Serie A,19.0,2001.0,12.1,466.0,593.0,78.6,9450.0,2978.0,165.0,185.0,89.2,232.0,274.0,84.7,67.0,124.0,54.0,1,0.7,0.3,3.0,43.0,4.0,2.0,39.0,Andrea Carboni
Isaac Carcelen,ESP,DF,Cádiz,La Liga,27.0,1993.0,28.7,782.0,1098.0,71.2,15467.0,7123.0,325.0,376.0,86.4,322.0,423.0,76.1,127.0,257.0,49.4,1,1.0,0.0,15.0,78.0,11.0,5.0,75.0,Isaac Carcelen
Cárdenas,ESP,GK,Levante,La Liga,23.0,1997.0,8.0,197.0,264.0,74.6,5449.0,3292.0,50.0,50.0,100.0,74.0,76.0,97.4,69.0,132.0,52.3,0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,Cardenas
Irvin Cardona,FRA,FWMF,Brest,Ligue 1,22.0,1997.0,22.5,340.0,494.0,68.8,5564.0,1161.0,187.0,247.0,75.7,103.0,144.0,71.5,32.0,59.0,54.2,1,1.9,-0.9,21.0,21.0,16.0,8.0,31.0,Irvin Cardona
Marc Cardona,ESP,FWMF,Osasuna,La Liga,25.0,1995.0,0.6,17.0,28.0,60.7,210.0,73.0,13.0,15.0,86.7,3.0,5.0,60.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Marc Cardona
Ian Carlo Poveda,ENG,MFDF,Leeds United,Premier League,20.0,2000.0,3.9,86.0,117.0,73.5,1384.0,482.0,42.0,53.0,79.2,33.0,41.0,80.5,8.0,14.0,57.1,0,0.8,-0.8,4.0,7.0,9.0,2.0,18.0,Ian Carlo Poveda
Diego Carlos,BRA,DF,Sevilla,La Liga,27.0,1993.0,31.0,1742.0,1919.0,90.8,40632.0,11245.0,417.0,438.0,95.2,918.0,953.0,96.3,394.0,507.0,77.7,0,0.6,-0.6,6.0,65.0,1.0,0.0,50.0,Diego Carlos
Juan Carlos,ESP,MFFW,Huesca,La Liga,29.0,1991.0,3.2,73.0,97.0,75.3,1180.0,322.0,40.0,50.0,80.0,26.0,34.0,76.5,6.0,10.0,60.0,1,0.3,0.7,4.0,4.0,2.0,0.0,13.0,Juan Carlos
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,29.0,1991.0,14.9,705.0,911.0,77.4,14857.0,6121.0,239.0,276.0,86.6,331.0,397.0,83.4,130.0,216.0,60.2,1,1.2,-0.2,11.0,56.0,12.0,6.0,66.0,Lionel Carole
Yannick Carrasco,BEL,DFMF,Atlético Madrid,La Liga,26.0,1993.0,24.2,779.0,1048.0,74.3,12117.0,3801.0,446.0,516.0,86.4,266.0,340.0,78.2,52.0,150.0,34.7,10,5.6,4.4,44.0,34.0,42.0,6.0,92.0,Yannick Carrasco
Sergio Carreira,ESP,DF,Celta Vigo,La Liga,19.0,2000.0,2.9,91.0,118.0,77.1,1559.0,556.0,40.0,51.0,78.4,46.0,53.0,86.8,4.0,10.0,40.0,0,0.0,0.0,0.0,3.0,2.0,0.0,10.0,Sergio Carreira
Guido Carrillo,ARG,FW,Elche,La Liga,29.0,1991.0,11.1,226.0,317.0,71.3,3320.0,598.0,141.0,172.0,82.0,57.0,93.0,61.3,15.0,26.0,57.7,2,1.3,0.7,10.0,25.0,3.0,0.0,26.0,Guido Carrillo
Andy Carroll,ENG,FW,Newcastle Utd,Premier League,31.0,1989.0,4.4,89.0,141.0,63.1,1415.0,433.0,53.0,74.0,71.6,26.0,46.0,56.5,7.0,14.0,50.0,0,0.1,-0.1,2.0,10.0,3.0,0.0,12.0,Andy Carroll
Scott Carson,ENG,GK,Manchester City,Premier League,34.0,1985.0,1.0,15.0,16.0,93.8,334.0,200.0,3.0,3.0,100.0,9.0,9.0,100.0,3.0,4.0,75.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Carson
Dani Carvajal,ESP,DF,Real Madrid,La Liga,28.0,1992.0,10.6,700.0,822.0,85.2,13226.0,3622.0,307.0,335.0,91.6,286.0,320.0,89.4,100.0,132.0,75.8,2,0.8,1.2,9.0,29.0,18.0,5.0,52.0,Dani Carvajal
Fabio Carvalho,ENG,MFFW,Fulham,Premier League,17.0,2002.0,2.8,67.0,86.0,77.9,869.0,98.0,47.0,55.0,85.5,15.0,18.0,83.3,3.0,5.0,60.0,0,0.4,-0.4,2.0,3.0,2.0,0.0,5.0,Fabio Carvalho
William Carvalho,POR,MF,Betis,La Liga,28.0,1992.0,13.6,814.0,954.0,85.3,15337.0,3569.0,345.0,383.0,90.1,350.0,390.0,89.7,105.0,156.0,67.3,0,0.5,-0.5,10.0,85.0,11.0,0.0,70.0,William Carvalho
Casemiro,BRA,MF,Real Madrid,La Liga,28.0,1992.0,32.2,1632.0,1949.0,83.7,32768.0,8045.0,638.0,708.0,90.1,697.0,787.0,88.6,271.0,379.0,71.5,4,3.6,0.4,25.0,150.0,24.0,0.0,111.0,Casemiro
Matty Cash,ENG,DF,Aston Villa,Premier League,22.0,1997.0,26.4,959.0,1298.0,73.9,18616.0,6966.0,394.0,440.0,89.5,412.0,517.0,79.7,141.0,307.0,45.9,2,2.2,-0.2,22.0,78.0,24.0,16.0,64.0,Matty Cash
Kiko Casilla,ESP,GK,Leeds United,Premier League,33.0,1986.0,3.0,82.0,94.0,87.2,2073.0,1230.0,27.0,27.0,100.0,29.0,29.0,100.0,25.0,37.0,67.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kiko Casilla
Giuseppe Caso,ITA,MF,Genoa,Serie A,21.0,1998.0,0.6,9.0,17.0,52.9,121.0,16.0,6.0,8.0,75.0,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Giuseppe Caso
Moreto Cassamã,GNB,MF,Reims,Ligue 1,22.0,1998.0,22.6,1215.0,1392.0,87.3,27809.0,5961.0,334.0,368.0,90.8,591.0,630.0,93.8,284.0,379.0,74.9,1,0.8,0.2,15.0,103.0,5.0,1.0,100.0,Moreto Cassama
Francesco Cassata,ITA,DF,Genoa,Serie A,23.0,1997.0,2.3,69.0,93.0,74.2,1119.0,467.0,34.0,39.0,87.2,28.0,36.0,77.8,4.0,9.0,44.4,0,0.1,-0.1,1.0,4.0,1.0,0.0,10.0,Francesco Cassata
Timothy Castagne,BEL,DF,Leicester City,Premier League,24.0,1995.0,26.1,1267.0,1512.0,83.8,20653.0,7144.0,634.0,693.0,91.5,548.0,631.0,86.8,74.0,141.0,52.5,3,2.0,1.0,22.0,87.0,21.0,7.0,99.0,Timothy Castagne
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,28.0,1992.0,32.0,939.0,1248.0,75.2,29697.0,17389.0,112.0,112.0,100.0,443.0,444.0,99.8,383.0,690.0,55.5,0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,Koen Casteels
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,25.0,1995.0,21.6,633.0,751.0,84.3,12747.0,4537.0,212.0,236.0,89.8,323.0,357.0,90.5,91.0,142.0,64.1,0,0.1,-0.1,2.0,40.0,1.0,1.0,46.0,Jean Charles Castelletto
Samu Castillejo,ESP,FW,Milan,Serie A,25.0,1995.0,13.1,365.0,463.0,78.8,6300.0,1539.0,181.0,207.0,87.4,137.0,160.0,85.6,37.0,63.0,58.7,0,0.7,-0.7,10.0,23.0,16.0,4.0,37.0,Samu Castillejo
Gonzalo Castro,GER,MFFW,Stuttgart,Bundesliga,33.0,1987.0,19.2,675.0,905.0,74.6,12319.0,4097.0,304.0,348.0,87.4,256.0,322.0,79.5,94.0,175.0,53.7,2,3.0,-1.0,43.0,61.0,31.0,1.0,90.0,Gonzalo Castro
Jonny Castro,ESP,DF,Wolves,Premier League,26.0,1994.0,5.5,188.0,239.0,78.7,2770.0,1002.0,111.0,127.0,87.4,66.0,79.0,83.5,8.0,19.0,42.1,0,0.1,-0.1,3.0,8.0,1.0,1.0,11.0,Jonny Castro
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,23.0,1997.0,25.9,598.0,774.0,77.3,10069.0,2881.0,313.0,376.0,83.2,202.0,246.0,82.1,60.0,97.0,61.9,3,2.5,0.5,19.0,49.0,35.0,12.0,79.0,Gaetano Castrovilli
Danilo Cataldi,ITA,MF,Lazio,Serie A,25.0,1994.0,6.3,356.0,432.0,82.4,6477.0,2137.0,146.0,156.0,93.6,160.0,180.0,88.9,42.0,84.0,50.0,0,0.2,-0.2,4.0,35.0,8.0,2.0,40.0,Danilo Cataldi
Ivan Cavaleiro,POR,FWMF,Fulham,Premier League,26.0,1993.0,27.5,600.0,834.0,71.9,10024.0,2429.0,307.0,379.0,81.0,213.0,264.0,80.7,60.0,131.0,45.8,0,3.4,-3.4,44.0,19.0,30.0,11.0,50.0,Ivan Cavaleiro
Edinson Cavani,URU,FW,Manchester Utd,Premier League,33.0,1987.0,15.3,270.0,343.0,78.7,4517.0,627.0,134.0,163.0,82.2,95.0,113.0,84.1,30.0,36.0,83.3,3,2.7,0.3,15.0,16.0,13.0,1.0,18.0,Edinson Cavani
Dani Ceballos,ESP,MF,Arsenal,Premier League,23.0,1996.0,17.9,1112.0,1286.0,86.5,22027.0,5182.0,415.0,457.0,90.8,511.0,558.0,91.6,172.0,230.0,74.8,3,2.9,0.1,27.0,131.0,22.0,3.0,107.0,Dani Ceballos
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,28.0,1992.0,19.3,745.0,911.0,81.8,13992.0,4692.0,305.0,340.0,89.7,334.0,387.0,86.3,89.0,155.0,57.4,0,0.2,-0.2,5.0,72.0,6.0,0.0,63.0,Federico Ceccherini
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,28.0,1992.0,3.0,97.0,111.0,87.4,2176.0,613.0,29.0,30.0,96.7,48.0,52.0,92.3,20.0,29.0,69.0,0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,Federico Ceccherini
Zeki Çelik,TUR,DF,Lille,Ligue 1,23.0,1997.0,26.5,1308.0,1657.0,78.9,22519.0,9292.0,642.0,713.0,90.0,520.0,624.0,83.3,125.0,251.0,49.8,2,2.6,-0.6,25.0,104.0,24.0,13.0,121.0,Zeki Celik
Bersant Celina,KVX,MFFW,Dijon,Ligue 1,23.0,1996.0,25.5,844.0,1092.0,77.3,14706.0,4256.0,427.0,478.0,89.3,298.0,355.0,83.9,102.0,218.0,46.8,5,4.5,0.5,49.0,89.0,38.0,7.0,96.0,Bersant Celina
Fabien Centonze,FRA,DF,Metz,Ligue 1,24.0,1996.0,35.8,1381.0,1769.0,78.1,22360.0,9804.0,729.0,815.0,89.4,536.0,674.0,79.5,95.0,212.0,44.8,0,1.5,-1.5,20.0,75.0,26.0,18.0,113.0,Fabien Centonze
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,30.0,1989.0,16.3,685.0,812.0,84.4,14163.0,4525.0,218.0,247.0,88.3,359.0,387.0,92.8,99.0,159.0,62.3,0,0.0,0.0,1.0,50.0,6.0,1.0,44.0,Luca Ceppitelli
Alberto Cerri,ITA,FW,Cagliari,Serie A,24.0,1996.0,4.1,95.0,142.0,66.9,1530.0,281.0,56.0,73.0,76.7,29.0,46.0,63.0,8.0,12.0,66.7,0,0.8,-0.8,6.0,6.0,5.0,0.0,13.0,Alberto Cerri
Sava Cestic,SRB,DF,Köln,Bundesliga,19.0,2001.0,10.0,307.0,405.0,75.8,7158.0,2532.0,54.0,71.0,76.1,189.0,212.0,89.2,60.0,114.0,52.6,0,0.1,-0.1,2.0,16.0,1.0,0.0,24.0,Sava Cestic
Julian Chabot,GER,DF,Spezia,Serie A,22.0,1998.0,18.4,915.0,1047.0,87.4,21661.0,5549.0,234.0,251.0,93.2,436.0,473.0,92.2,236.0,308.0,76.6,1,0.2,0.8,4.0,46.0,1.0,0.0,35.0,Julian Chabot
Nassim Chadli,FRA,FWMF,Nîmes,Ligue 1,19.0,2001.0,0.3,12.0,15.0,80.0,205.0,114.0,5.0,7.0,71.4,5.0,5.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Nassim Chadli
Fouad Chafik,MAR,DF,Dijon,Ligue 1,33.0,1986.0,18.0,781.0,1021.0,76.5,13849.0,5815.0,355.0,395.0,89.9,322.0,397.0,81.1,84.0,192.0,43.8,0,0.7,-0.7,10.0,68.0,9.0,6.0,76.0,Fouad Chafik
Mehdi Chahiri,MAR,FWMF,Strasbourg,Ligue 1,24.0,1996.0,8.9,201.0,279.0,72.0,3393.0,1003.0,101.0,122.0,82.8,63.0,85.0,74.1,26.0,49.0,53.1,0,1.3,-1.3,8.0,17.0,9.0,0.0,36.0,Mehdi Chahiri
Sofian Chakla,MAR,DF,Villarreal,La Liga,26.0,1993.0,0.1,4.0,7.0,57.1,99.0,41.0,1.0,1.0,100.0,1.0,1.0,100.0,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sofian Chakla
Sofian Chakla,MAR,DF,Getafe,La Liga,26.0,1993.0,10.0,128.0,207.0,61.8,2599.0,881.0,41.0,54.0,75.9,62.0,82.0,75.6,22.0,63.0,34.9,0,0.1,-0.1,1.0,9.0,0.0,0.0,17.0,Sofian Chakla
Aníbal Chalá,ECU,DF,Dijon,Ligue 1,24.0,1996.0,8.3,301.0,393.0,76.6,4901.0,2358.0,149.0,167.0,89.2,124.0,163.0,76.1,20.0,44.0,45.5,0,0.2,-0.2,4.0,18.0,2.0,1.0,29.0,Anibal Chala
Trevoh Chalobah,ENG,DFMF,Lorient,Ligue 1,21.0,1999.0,24.9,1035.0,1202.0,86.1,19560.0,5263.0,409.0,449.0,91.1,476.0,531.0,89.6,132.0,185.0,71.4,2,0.9,1.1,7.0,66.0,3.0,0.0,62.0,Trevoh Chalobah
Calum Chambers,ENG,DF,Arsenal,Premier League,25.0,1995.0,8.4,462.0,575.0,80.3,8301.0,2388.0,206.0,231.0,89.2,204.0,241.0,84.6,47.0,85.0,55.3,2,1.1,0.9,11.0,24.0,9.0,5.0,23.0,Calum Chambers
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,30.0,1990.0,4.8,153.0,214.0,71.5,2681.0,1166.0,73.0,85.0,85.9,63.0,91.0,69.2,15.0,30.0,50.0,0,0.3,-0.3,4.0,14.0,5.0,1.0,26.0,Timothy Chandler
Kwon Chang-hoon,KOR,MFFW,Freiburg,Bundesliga,26.0,1994.0,2.4,54.0,71.0,76.1,871.0,206.0,32.0,36.0,88.9,17.0,22.0,77.3,4.0,9.0,44.4,0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,Kwon Chang hoon
Gaëtan Charbonnier,FRA,MFFW,Brest,Ligue 1,31.0,1988.0,17.4,548.0,698.0,78.5,8960.0,1995.0,276.0,325.0,84.9,211.0,267.0,79.0,38.0,63.0,60.3,1,3.1,-2.1,22.0,38.0,20.0,4.0,50.0,Gaetan Charbonnier
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,25.0,1994.0,30.2,1372.0,1633.0,84.0,33190.0,11429.0,331.0,361.0,91.7,689.0,740.0,93.1,344.0,512.0,67.2,1,1.0,0.0,7.0,105.0,18.0,3.0,90.0,Brendan Chardonnet
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,29.0,1991.0,28.3,870.0,1037.0,83.9,16102.0,4733.0,409.0,461.0,88.7,333.0,379.0,87.9,114.0,173.0,65.9,3,2.4,0.6,22.0,70.0,11.0,3.0,71.0,Xavier Chavalerin
Pape Cheikh Diop,SEN,MF,Dijon,Ligue 1,22.0,1997.0,12.1,535.0,612.0,87.4,10055.0,2152.0,201.0,232.0,86.6,262.0,280.0,93.6,62.0,85.0,72.9,0,0.7,-0.7,9.0,37.0,6.0,0.0,42.0,Pape Cheikh Diop
Chema,ESP,DFMF,Getafe,La Liga,28.0,1992.0,6.2,94.0,156.0,60.3,2360.0,997.0,24.0,36.0,66.7,40.0,62.0,64.5,29.0,55.0,52.7,0,0.1,-0.1,1.0,14.0,0.0,0.0,11.0,Chema
Rayan Cherki,FRA,FWMF,Lyon,Ligue 1,16.0,2003.0,7.8,280.0,351.0,79.8,4780.0,1147.0,153.0,175.0,87.4,89.0,118.0,75.4,32.0,41.0,78.0,3,2.1,0.9,15.0,17.0,11.0,2.0,26.0,Rayan Cherki
Denis Cheryshev,RUS,MF,Valencia,La Liga,29.0,1990.0,12.2,209.0,338.0,61.8,3793.0,1255.0,100.0,127.0,78.7,82.0,134.0,61.2,25.0,50.0,50.0,3,2.4,0.6,15.0,20.0,15.0,6.0,36.0,Denis Cheryshev
Giorgio Chiellini,ITA,DF,Juventus,Serie A,35.0,1984.0,15.4,1004.0,1093.0,91.9,22088.0,6177.0,243.0,250.0,97.2,576.0,601.0,95.8,177.0,225.0,78.7,1,0.0,1.0,1.0,75.0,2.0,0.0,52.0,Giorgio Chiellini
Federico Chiesa,ITA,DF,Fiorentina,Serie A,22.0,1997.0,2.7,91.0,118.0,77.1,1795.0,588.0,44.0,50.0,88.0,30.0,38.0,78.9,16.0,23.0,69.6,1,0.8,0.2,5.0,6.0,6.0,5.0,5.0,Federico Chiesa
Federico Chiesa,ITA,MFDF,Juventus,Serie A,22.0,1997.0,24.6,626.0,808.0,77.5,11214.0,3484.0,303.0,354.0,85.6,235.0,293.0,80.2,77.0,118.0,65.3,8,6.5,1.5,45.0,45.0,41.0,17.0,82.0,Federico Chiesa
Ben Chilwell,ENG,DF,Chelsea,Premier League,23.0,1996.0,25.4,1419.0,1806.0,78.6,24038.0,8064.0,710.0,781.0,90.9,557.0,684.0,81.4,122.0,262.0,46.6,5,2.8,2.2,30.0,87.0,26.0,11.0,127.0,Ben Chilwell
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,30.0,1989.0,20.4,1494.0,1598.0,93.5,28946.0,7925.0,539.0,566.0,95.2,768.0,805.0,95.4,173.0,204.0,84.8,1,0.7,0.3,7.0,65.0,2.0,0.0,41.0,Vlad Chiriches
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,23.0,1997.0,25.3,1040.0,1235.0,84.2,19624.0,4742.0,420.0,465.0,90.3,470.0,526.0,89.4,127.0,200.0,63.5,2,1.1,0.9,17.0,120.0,14.0,2.0,98.0,Pedro Chirivella
Tahith Chong,NED,FWMF,Werder Bremen,Bundesliga,20.0,1999.0,4.3,86.0,136.0,63.2,1383.0,469.0,50.0,69.0,72.5,23.0,36.0,63.9,9.0,14.0,64.3,1,0.5,0.5,5.0,7.0,3.0,2.0,7.0,Tahith Chong
Joris Chotard,FRA,MF,Montpellier,Ligue 1,18.0,2001.0,12.9,274.0,380.0,72.1,5557.0,1734.0,117.0,147.0,79.6,102.0,131.0,77.9,51.0,89.0,57.3,0,0.4,-0.4,7.0,22.0,4.0,2.0,24.0,Joris Chotard
Hamza Choudhury,ENG,MF,Leicester City,Premier League,22.0,1997.0,3.5,190.0,235.0,80.9,3682.0,616.0,73.0,92.0,79.3,89.0,102.0,87.3,25.0,34.0,73.5,0,0.0,0.0,0.0,13.0,0.0,0.0,8.0,Hamza Choudhury
Mounir Chouiar,FRA,FWMF,Dijon,Ligue 1,21.0,1999.0,14.3,395.0,523.0,75.5,6808.0,1944.0,212.0,251.0,84.5,121.0,148.0,81.8,54.0,93.0,58.1,2,2.0,0.0,27.0,21.0,9.0,0.0,40.0,Mounir Chouiar
Andreas Christensen,DEN,DF,Chelsea,Premier League,24.0,1996.0,15.2,1011.0,1089.0,92.8,21334.0,5754.0,295.0,316.0,93.4,551.0,578.0,95.3,158.0,183.0,86.3,0,0.4,-0.4,6.0,44.0,3.0,0.0,46.0,Andreas Christensen
Carney Chukwuemeka,ENG,FWMF,Aston Villa,Premier League,16.0,2004.0,0.2,5.0,8.0,62.5,88.0,10.0,3.0,3.0,100.0,1.0,2.0,50.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carney Chukwuemeka
Samuel Chukwueze,NGA,MFFW,Villarreal,La Liga,21.0,1999.0,15.2,397.0,532.0,74.6,6638.0,1586.0,189.0,228.0,82.9,175.0,227.0,77.1,26.0,52.0,50.0,2,2.6,-0.6,28.0,16.0,30.0,6.0,47.0,Samuel Chukwueze
Darko Churlinov,MKD,DFFW,Stuttgart,Bundesliga,20.0,2000.0,2.4,81.0,99.0,81.8,1239.0,325.0,45.0,49.0,91.8,29.0,35.0,82.9,6.0,12.0,50.0,1,0.4,0.6,2.0,1.0,6.0,1.0,10.0,Darko Churlinov
Víctor Chust,ESP,DF,Real Madrid,La Liga,20.0,2000.0,1.1,65.0,70.0,92.9,1454.0,434.0,14.0,15.0,93.3,39.0,39.0,100.0,11.0,15.0,73.3,0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,Victor Chust
Sébastien Cibois,FRA,GK,Brest,Ligue 1,22.0,1998.0,3.0,64.0,90.0,71.1,1994.0,1139.0,8.0,8.0,100.0,28.0,29.0,96.6,28.0,53.0,52.8,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Sebastien Cibois
Cifu,ESP,DF,Elche,La Liga,29.0,1990.0,5.0,162.0,219.0,74.0,2697.0,985.0,82.0,93.0,88.2,59.0,81.0,72.8,17.0,30.0,56.7,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,Cifu
Alberto Cifuentes,ESP,GK,Cádiz,La Liga,41.0,1979.0,2.0,31.0,69.0,44.9,1673.0,1368.0,1.0,1.0,100.0,3.0,3.0,100.0,27.0,65.0,41.5,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Alberto Cifuentes
Luca Cigarini,ITA,MF,Crotone,Serie A,34.0,1986.0,10.3,625.0,748.0,83.6,13470.0,4538.0,217.0,237.0,91.6,275.0,310.0,88.7,124.0,180.0,68.9,0,1.2,-1.2,16.0,82.0,8.0,0.0,70.0,Luca Cigarini
Jasper Cillessen,NED,GK,Valencia,La Liga,31.0,1989.0,10.0,188.0,317.0,59.3,6614.0,4602.0,40.0,40.0,100.0,54.0,55.0,98.2,90.0,218.0,41.3,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Jasper Cillessen
Antonio Cioffi,ITA,FW,Napoli,Serie A,17.0,2002.0,0.1,10.0,11.0,90.9,130.0,13.0,7.0,7.0,100.0,3.0,3.0,100.0,0.0,0.0,,0,0.1,-0.1,1.0,0.0,1.0,0.0,1.0,Antonio Cioffi
Tim Civeja,GER,MFDF,Augsburg,Bundesliga,18.0,2002.0,0.4,16.0,24.0,66.7,306.0,88.0,8.0,12.0,66.7,3.0,6.0,50.0,5.0,5.0,100.0,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Tim Civeja
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,30.0,1989.0,21.0,620.0,747.0,83.0,12686.0,3922.0,198.0,227.0,87.2,312.0,345.0,90.4,102.0,157.0,65.0,0,0.1,-0.1,2.0,35.0,2.0,0.0,35.0,Ciaran Clark
Alexis Claude-Maurice,FRA,MFFW,Nice,Ligue 1,22.0,1998.0,21.2,619.0,765.0,80.9,10392.0,2074.0,316.0,358.0,88.3,224.0,269.0,83.3,59.0,103.0,57.3,5,3.1,1.9,34.0,47.0,10.0,1.0,51.0,Alexis Claude Maurice
Jonathan Clauss,FRA,DF,Lens,Ligue 1,27.0,1992.0,28.0,1015.0,1403.0,72.3,18840.0,6896.0,431.0,490.0,88.0,454.0,583.0,77.9,122.0,292.0,41.8,6,6.0,0.0,52.0,62.0,49.0,23.0,124.0,Jonathan Clauss
Carlos Clerc,ESP,DF,Levante,La Liga,28.0,1992.0,30.9,1304.0,1699.0,76.8,22889.0,9666.0,666.0,746.0,89.3,500.0,613.0,81.6,126.0,278.0,45.3,3,3.3,-0.3,23.0,96.0,39.0,16.0,160.0,Carlos Clerc
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,29.0,1991.0,12.7,437.0,569.0,76.8,6908.0,2752.0,232.0,258.0,89.9,164.0,205.0,80.0,30.0,75.0,40.0,1,0.4,0.6,4.0,20.0,13.0,6.0,25.0,Nathaniel Clyne
Conor Coady,ENG,DF,Wolves,Premier League,27.0,1993.0,36.7,1576.0,1789.0,88.1,40617.0,14316.0,287.0,303.0,94.7,810.0,846.0,95.7,470.0,618.0,76.1,0,0.1,-0.1,2.0,78.0,1.0,0.0,59.0,Conor Coady
Marcus Coco,FRA,MFFW,Nantes,Ligue 1,24.0,1996.0,16.4,417.0,609.0,68.5,6557.0,1666.0,220.0,274.0,80.3,134.0,191.0,70.2,36.0,83.0,43.4,2,1.4,0.6,16.0,29.0,12.0,5.0,42.0,Marcus Coco
Coke,ESP,DF,Levante,La Liga,33.0,1987.0,9.3,361.0,442.0,81.7,6986.0,2644.0,145.0,164.0,88.4,162.0,185.0,87.6,52.0,78.0,66.7,0,0.3,-0.3,4.0,19.0,11.0,1.0,41.0,Coke
Séamus Coleman,IRL,DFMF,Everton,Premier League,31.0,1988.0,17.9,625.0,767.0,81.5,11163.0,4088.0,299.0,329.0,90.9,249.0,293.0,85.0,72.0,119.0,60.5,3,1.9,1.1,18.0,32.0,14.0,5.0,43.0,Seamus Coleman
Ebrima Colley,GAM,FWMF,Hellas Verona,Serie A,20.0,2000.0,8.2,196.0,268.0,73.1,2928.0,562.0,118.0,142.0,83.1,63.0,86.0,73.3,9.0,16.0,56.3,0,0.7,-0.7,6.0,11.0,8.0,1.0,16.0,Ebrima Colley
Omar Colley,GAM,DF,Sampdoria,Serie A,27.0,1992.0,28.8,1087.0,1325.0,82.0,24424.0,8519.0,269.0,314.0,85.7,592.0,642.0,92.2,214.0,348.0,61.5,0,0.0,0.0,1.0,96.0,0.0,0.0,76.0,Omar Colley
Simone Colombi,ITA,GK,Parma,Serie A,29.0,1991.0,2.0,35.0,50.0,70.0,1223.0,1027.0,7.0,7.0,100.0,8.0,9.0,88.9,18.0,32.0,56.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Simone Colombi
Lorenzo Colombo,ITA,FW,Milan,Serie A,18.0,2002.0,1.0,8.0,14.0,57.1,83.0,22.0,5.0,7.0,71.4,0.0,0.0,,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Lorenzo Colombo
Racine Coly,SEN,DF,Nice,Ligue 1,24.0,1995.0,0.2,18.0,20.0,90.0,161.0,47.0,16.0,16.0,100.0,2.0,3.0,66.7,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Racine Coly
Kingsley Coman,FRA,FWMF,Bayern Munich,Bundesliga,24.0,1996.0,19.5,680.0,856.0,79.4,12068.0,2221.0,337.0,391.0,86.2,261.0,322.0,81.1,75.0,107.0,70.1,10,6.6,3.4,43.0,20.0,39.0,16.0,63.0,Kingsley Coman
