Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Matches,Name_no_spec_chars
Javier Pastore,ARG,FWMF,Roma,Serie A,31.0,1989.0,0.9,5.0,5.49,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Javier Pastore
Patric,ESP,DF,Lazio,Serie A,27.0,1993.0,17.7,28.0,1.58,26.0,0.0,0.0,1.0,0.0,1.0,5.0,0.28,4.0,0.0,0.0,1.0,0.0,0.0,Matches,Patric
Rui Patrício,POR,GK,Wolves,Premier League,32.0,1988.0,37.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rui Patricio
Paulinho,BRA,FW,Leverkusen,Bundesliga,20.0,2000.0,0.7,1.0,1.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Paulinho
Gabriel Paulista,BRA,DF,Valencia,La Liga,29.0,1990.0,30.2,17.0,0.56,16.0,0.0,0.0,0.0,1.0,0.0,3.0,0.1,2.0,0.0,0.0,0.0,1.0,0.0,Matches,Gabriel Paulista
Benjamin Pavard,FRA,DF,Bayern Munich,Bundesliga,24.0,1996.0,21.6,28.0,1.3,25.0,2.0,0.0,0.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Benjamin Pavard
Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,28.0,1992.0,34.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jiri Pavlenka
Vasileios Pavlidis,GRE,FW,Schalke 04,Bundesliga,17.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Vasileios Pavlidis
Mateo Pavlović,BIH,DF,Angers,Ligue 1,30.0,1990.0,12.3,5.0,0.41,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Mateo Pavlovic
Strahinja Pavlović,SRB,DF,Monaco,Ligue 1,19.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Strahinja Pavlovic
Leonardo Pavoletti,ITA,FW,Cagliari,Serie A,31.0,1988.0,17.6,27.0,1.53,16.0,0.0,0.0,7.0,4.0,0.0,5.0,0.28,2.0,0.0,0.0,2.0,1.0,0.0,Matches,Leonardo Pavoletti
Dimitri Payet,FRA,FWMF,Marseille,Ligue 1,33.0,1987.0,26.9,111.0,4.13,67.0,28.0,5.0,3.0,6.0,2.0,16.0,0.6,9.0,4.0,1.0,0.0,2.0,0.0,Matches,Dimitri Payet
Nehuén Paz,ARG,DF,Bologna,Serie A,27.0,1993.0,4.0,4.0,0.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nehuen Paz
Bailey Peacock-Farrell,NIR,GK,Burnley,Premier League,23.0,1996.0,4.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bailey Peacock Farrell
Mads Pedersen,DEN,DF,Augsburg,Bundesliga,23.0,1996.0,9.9,19.0,1.93,10.0,6.0,0.0,0.0,3.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Mads Pedersen
Alfonso Pedraza,ESP,DF,Villarreal,La Liga,24.0,1996.0,23.3,55.0,2.37,44.0,0.0,5.0,2.0,3.0,1.0,9.0,0.39,4.0,0.0,1.0,1.0,3.0,0.0,Matches,Alfonso Pedraza
Pedri,ESP,MF,Barcelona,La Liga,17.0,2002.0,26.8,79.0,2.94,64.0,3.0,5.0,2.0,4.0,1.0,8.0,0.3,4.0,0.0,0.0,1.0,2.0,1.0,Matches,Pedri
Pedro,ESP,FWMF,Roma,Serie A,33.0,1987.0,17.7,66.0,3.73,49.0,4.0,4.0,3.0,4.0,2.0,8.0,0.45,4.0,1.0,1.0,0.0,2.0,0.0,Matches,Pedro
João Pedro,BRA,FWMF,Cagliari,Serie A,28.0,1992.0,36.1,86.0,2.38,61.0,0.0,3.0,8.0,12.0,2.0,8.0,0.22,4.0,0.0,0.0,1.0,3.0,0.0,Matches,Joao Pedro
Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,39.0,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Gianluca Pegolo
Peter Pekarík,SVK,DF,Hertha BSC,Bundesliga,33.0,1986.0,18.8,20.0,1.06,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Peter Pekarik
Yohann Pelé,FRA,GK,Marseille,Ligue 1,37.0,1982.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Yohann Pele
Graziano Pellè,ITA,FW,Parma,Serie A,35.0,1985.0,6.8,19.0,2.79,15.0,0.0,0.0,2.0,2.0,0.0,3.0,0.44,2.0,0.0,0.0,0.0,1.0,0.0,Matches,Graziano Pelle
Pietro Pellegri,ITA,FWMF,Monaco,Ligue 1,19.0,2001.0,2.6,5.0,1.96,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.39,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Pietro Pellegri
Lorenzo Pellegrini,ITA,MFFW,Roma,Serie A,24.0,1996.0,28.9,125.0,4.33,67.0,36.0,4.0,11.0,5.0,2.0,13.0,0.45,5.0,5.0,1.0,2.0,0.0,0.0,Matches,Lorenzo Pellegrini
Luca Pellegrini,ITA,DFMF,Genoa,Serie A,21.0,1999.0,7.1,9.0,1.27,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Luca Pellegrini
Facundo Pellistri,URU,MFFW,Alavés,La Liga,18.0,2001.0,6.0,5.0,0.83,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Facundo Pellistri
Andy Pelmard,FRA,DF,Nice,Ligue 1,20.0,2000.0,13.4,4.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Andy Pelmard
Lee Peltier,ENG,DF,West Brom,Premier League,33.0,1986.0,2.5,2.0,0.79,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Lee Peltier
Federico Peluso,ITA,DF,Sassuolo,Serie A,36.0,1984.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Federico Peluso
Timothee Pembele,FRA,DF,Paris S-G,Ligue 1,17.0,2002.0,4.3,6.0,1.41,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Timothee Pembele
Rubén Peña,ESP,DF,Villarreal,La Liga,29.0,1991.0,12.4,16.0,1.29,13.0,0.0,2.0,0.0,1.0,0.0,4.0,0.32,2.0,0.0,2.0,0.0,0.0,0.0,Matches,Ruben Pena
Philipp Pentke,GER,GK,Hoffenheim,Bundesliga,35.0,1985.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Philipp Pentke
Pepe,ESP,DF,Granada,La Liga,20.0,2000.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Pepe
Nicolas Pépé,CIV,FW,Arsenal,Premier League,25.0,1995.0,18.0,37.0,2.06,24.0,3.0,4.0,3.0,3.0,0.0,9.0,0.5,4.0,0.0,2.0,2.0,1.0,0.0,Matches,Nicolas Pepe
Alberto Perea,ESP,MF,Cádiz,La Liga,29.0,1990.0,17.2,45.0,2.61,25.0,2.0,11.0,4.0,2.0,1.0,8.0,0.46,7.0,0.0,1.0,0.0,0.0,0.0,Matches,Alberto Perea
Mathias Pereira Lage,POR,FWMF,Angers,Ligue 1,23.0,1996.0,16.3,30.0,1.84,22.0,1.0,2.0,3.0,1.0,1.0,3.0,0.18,1.0,1.0,0.0,0.0,1.0,0.0,Matches,Mathias Pereira Lage
Andreas Pereira,BRA,MFFW,Lazio,Serie A,24.0,1996.0,6.0,17.0,2.82,9.0,8.0,0.0,0.0,0.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Andreas Pereira
Danilo Pereira,POR,MFDF,Paris S-G,Ligue 1,28.0,1991.0,15.9,14.0,0.88,12.0,0.0,0.0,1.0,1.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Danilo Pereira
Matheus Pereira,BRA,MFFW,West Brom,Premier League,24.0,1996.0,28.6,103.0,3.6,65.0,25.0,5.0,1.0,6.0,1.0,12.0,0.42,8.0,1.0,0.0,0.0,2.0,1.0,Matches,Matheus Pereira
Pedro Pereira,POR,DF,Crotone,Serie A,22.0,1998.0,28.3,36.0,1.27,31.0,1.0,1.0,0.0,2.0,1.0,7.0,0.25,6.0,1.0,0.0,0.0,0.0,0.0,Matches,Pedro Pereira
Ricardo Pereira,POR,DF,Leicester City,Premier League,26.0,1993.0,10.7,19.0,1.78,18.0,0.0,0.0,0.0,0.0,1.0,2.0,0.19,1.0,0.0,0.0,0.0,0.0,1.0,Matches,Ricardo Pereira
Gastón Pereiro,URU,MFFW,Cagliari,Serie A,25.0,1995.0,3.0,14.0,4.63,8.0,1.0,1.0,3.0,1.0,0.0,2.0,0.66,1.0,0.0,0.0,1.0,0.0,0.0,Matches,Gaston Pereiro
Bruno Peres,BRA,DF,Roma,Serie A,30.0,1990.0,15.9,42.0,2.65,35.0,4.0,1.0,2.0,0.0,0.0,4.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,Matches,Bruno Peres
Roberto Pereyra,ARG,MFFW,Udinese,Serie A,29.0,1991.0,32.5,86.0,2.65,70.0,3.0,5.0,2.0,5.0,1.0,11.0,0.34,9.0,0.0,0.0,0.0,2.0,0.0,Matches,Roberto Pereyra
Ayoze Pérez,ESP,MFFW,Leicester City,Premier League,27.0,1993.0,14.8,48.0,3.25,32.0,2.0,5.0,5.0,3.0,1.0,6.0,0.41,5.0,0.0,1.0,0.0,0.0,0.0,Matches,Ayoze Perez
Carles Pérez,ESP,FWMF,Roma,Serie A,22.0,1998.0,8.6,32.0,3.73,13.0,6.0,6.0,3.0,3.0,1.0,5.0,0.58,0.0,1.0,2.0,1.0,1.0,0.0,Matches,Carles Perez
Iñigo Pérez,ESP,MFDF,Osasuna,La Liga,32.0,1988.0,15.0,25.0,1.67,15.0,7.0,1.0,0.0,1.0,1.0,2.0,0.13,0.0,2.0,0.0,0.0,0.0,0.0,Matches,Inigo Perez
Juan Pérez,ESP,GK,Osasuna,La Liga,24.0,1996.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Juan Perez
Kike Pérez,ESP,MF,Valladolid,La Liga,23.0,1997.0,12.9,25.0,1.94,19.0,0.0,2.0,1.0,3.0,0.0,3.0,0.23,2.0,0.0,0.0,0.0,1.0,0.0,Matches,Kike Perez
Lucas Pérez,ESP,FW,Alavés,La Liga,31.0,1988.0,19.5,88.0,4.5,37.0,37.0,5.0,4.0,5.0,0.0,10.0,0.51,4.0,5.0,0.0,0.0,1.0,0.0,Matches,Lucas Perez
Luis Pérez,ESP,DF,Valladolid,La Liga,25.0,1995.0,14.4,11.0,0.76,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luis Perez
Manuel Perez,FRA,MF,Lens,Ligue 1,29.0,1991.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manuel Perez
Nehuén Pérez,ARG,DF,Granada,La Liga,20.0,2000.0,8.2,1.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nehuen Perez
Mattia Perin,ITA,GK,Genoa,Serie A,27.0,1992.0,32.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Mattia Perin
Ivan Perišić,CRO,DFFW,Inter,Serie A,31.0,1989.0,19.9,47.0,2.36,40.0,1.0,3.0,2.0,1.0,0.0,8.0,0.4,6.0,1.0,0.0,1.0,0.0,0.0,Matches,Ivan Perisic
Romain Perraud,FRA,DF,Brest,Ligue 1,22.0,1997.0,34.9,76.0,2.18,60.0,3.0,4.0,5.0,4.0,0.0,14.0,0.4,13.0,0.0,1.0,0.0,0.0,0.0,Matches,Romain Perraud
Lucas Perrin,FRA,DF,Marseille,Ligue 1,21.0,1998.0,3.4,4.0,1.17,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lucas Perrin
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,32.0,1987.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Pavao Pervan
Matteo Pessina,ITA,MF,Atalanta,Serie A,23.0,1997.0,18.3,54.0,2.95,49.0,0.0,1.0,3.0,0.0,1.0,9.0,0.49,8.0,0.0,0.0,1.0,0.0,0.0,Matches,Matteo Pessina
Andrea Petagna,ITA,FW,Napoli,Serie A,25.0,1995.0,10.7,37.0,3.45,31.0,1.0,2.0,3.0,0.0,0.0,5.0,0.47,3.0,1.0,0.0,1.0,0.0,0.0,Matches,Andrea Petagna
Nils Petersen,GER,FW,Freiburg,Bundesliga,31.0,1988.0,14.5,24.0,1.66,18.0,0.0,0.0,4.0,0.0,2.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Nils Petersen
Lukas Petkov,GER,MF,Augsburg,Bundesliga,19.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Lukas Petkov
Jacopo Petriccione,ITA,MF,Crotone,Serie A,25.0,1995.0,10.6,20.0,1.88,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jacopo Petriccione
Jens Petter Hauge,NOR,FWMF,Milan,Serie A,20.0,1999.0,5.9,21.0,3.55,17.0,0.0,4.0,0.0,0.0,0.0,4.0,0.68,2.0,0.0,2.0,0.0,0.0,0.0,Matches,Jens Petter Hauge
Germán Pezzella,ARG,DF,Fiorentina,Serie A,29.0,1991.0,30.5,7.0,0.23,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,German Pezzella
Giuseppe Pezzella,ITA,DF,Parma,Serie A,22.0,1997.0,20.3,34.0,1.67,27.0,2.0,2.0,0.0,1.0,2.0,6.0,0.3,5.0,0.0,0.0,0.0,1.0,0.0,Matches,Giuseppe Pezzella
Maximilian Philipp,GER,MF,Wolfsburg,Bundesliga,26.0,1994.0,12.3,29.0,2.35,20.0,3.0,2.0,2.0,1.0,1.0,4.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,Matches,Maximilian Philipp
Rayan Philippe,FRA,FW,Dijon,Ligue 1,19.0,2000.0,1.0,1.0,0.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Rayan Philippe
Romain Philippoteaux,FRA,FW,Nîmes,Ligue 1,32.0,1988.0,2.4,6.0,2.52,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.84,1.0,0.0,1.0,0.0,0.0,0.0,Matches,Romain Philippoteaux
Romain Philippoteaux,FRA,MFFW,Brest,Ligue 1,32.0,1988.0,6.5,13.0,2.01,10.0,0.0,2.0,1.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Romain Philippoteaux
Kalvin Phillips,ENG,MF,Leeds United,Premier League,24.0,1995.0,27.0,58.0,2.15,33.0,19.0,0.0,1.0,2.0,3.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Kalvin Phillips
Matt Phillips,SCO,MFFW,West Brom,Premier League,29.0,1991.0,20.3,44.0,2.17,32.0,8.0,4.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Matt Phillips
Nathaniel Phillips,ENG,DF,Liverpool,Premier League,23.0,1997.0,16.2,11.0,0.68,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,Matches,Nathaniel Phillips
Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,18.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jaden Philogene Bidace
Krzysztof Piątek,POL,FW,Hertha BSC,Bundesliga,25.0,1995.0,18.1,22.0,1.21,19.0,0.0,0.0,2.0,0.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches,Krzysztof Piatek
Pablo Piatti,ARG,MFFW,Elche,La Liga,31.0,1989.0,4.0,5.0,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Pablo Piatti
Cristiano Piccini,ITA,DF,Atalanta,Serie A,27.0,1992.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cristiano Piccini
Cristiano Piccini,ITA,DF,Valencia,La Liga,27.0,1992.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cristiano Piccini
Roberto Piccoli,ITA,FW,Spezia,Serie A,19.0,2001.0,7.8,5.0,0.64,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,Matches,Roberto Piccoli
Jordan Pickford,ENG,GK,Everton,Premier League,26.0,1994.0,30.5,7.0,0.23,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,Jordan Pickford
Jérémy Pied,FRA,DF,Lille,Ligue 1,31.0,1989.0,3.5,5.0,1.42,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Jeremy Pied
Amos Pieper,GER,DF,Arminia,Bundesliga,22.0,1998.0,29.8,17.0,0.57,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0,Matches,Amos Pieper
Ronaël Pierre-Gabriel,FRA,DF,Brest,Ligue 1,22.0,1998.0,25.6,35.0,1.37,27.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ronael Pierre Gabriel
Erik Pieters,NED,DFMF,Burnley,Premier League,31.0,1988.0,14.1,15.0,1.07,11.0,1.0,0.0,1.0,2.0,0.0,3.0,0.21,1.0,0.0,0.0,1.0,1.0,0.0,Matches,Erik Pieters
Tomás Pina Isla,ESP,MF,Alavés,La Liga,32.0,1987.0,28.6,20.0,0.7,17.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tomas Pina Isla
Andrea Pinamonti,ITA,FW,Inter,Serie A,21.0,1999.0,1.9,4.0,2.13,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.07,1.0,0.0,0.0,0.0,1.0,0.0,Matches,Andrea Pinamonti
Yeremi Pino,ESP,FWMF,Villarreal,La Liga,17.0,2002.0,8.9,23.0,2.6,14.0,0.0,4.0,0.0,5.0,0.0,2.0,0.23,1.0,0.0,1.0,0.0,0.0,0.0,Matches,Yeremi Pino
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,30.0,1990.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Carlo Pinsoglio
Gerard Piqué,ESP,DF,Barcelona,La Liga,33.0,1987.0,16.5,5.0,0.3,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Gerard Pique
Fabio Pisacane,ITA,DF,Cagliari,Serie A,34.0,1986.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fabio Pisacane
Łukasz Piszczek,POL,DF,Dortmund,Bundesliga,35.0,1985.0,5.1,7.0,1.38,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Lukasz Piszczek
Marko Pjaca,CRO,FWMF,Genoa,Serie A,25.0,1995.0,15.8,39.0,2.48,31.0,0.0,3.0,0.0,3.0,2.0,4.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,Matches,Marko Pjaca
Miralem Pjanić,BIH,MF,Barcelona,La Liga,30.0,1990.0,7.0,32.0,4.59,29.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Miralem Pjanic
Óscar Plano,ESP,MFFW,Valladolid,La Liga,29.0,1991.0,28.0,48.0,1.72,34.0,1.0,1.0,2.0,10.0,0.0,6.0,0.21,4.0,1.0,1.0,0.0,0.0,0.0,Matches,Oscar Plano
Marvin Plattenhardt,GER,DF,Hertha BSC,Bundesliga,28.0,1992.0,11.9,26.0,2.18,17.0,7.0,1.0,0.0,1.0,0.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,Matches,Marvin Plattenhardt
Alassane Pléa,FRA,FW,M'Gladbach,Bundesliga,27.0,1993.0,20.0,64.0,3.19,50.0,0.0,5.0,3.0,4.0,2.0,7.0,0.35,6.0,0.0,0.0,1.0,0.0,0.0,Matches,Alassane Plea
Dani Plomer,ESP,FW,Granada,La Liga,21.0,1998.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Dani Plomer
Tommaso Pobega,ITA,MF,Spezia,Serie A,21.0,1999.0,13.7,21.0,1.54,11.0,0.0,1.0,2.0,5.0,2.0,4.0,0.29,0.0,0.0,1.0,0.0,3.0,0.0,Matches,Tommaso Pobega
Daniel Podence,POR,MFFW,Wolves,Premier League,24.0,1995.0,18.5,61.0,3.31,42.0,1.0,10.0,1.0,6.0,1.0,7.0,0.38,3.0,0.0,4.0,0.0,0.0,0.0,Matches,Daniel Podence
Paul Pogba,FRA,MFFW,Manchester Utd,Premier League,27.0,1993.0,21.1,68.0,3.23,48.0,1.0,4.0,5.0,7.0,3.0,7.0,0.33,2.0,0.0,2.0,1.0,2.0,0.0,Matches,Paul Pogba
Joel Pohjanpalo,FIN,FW,Union Berlin,Bundesliga,25.0,1994.0,9.5,15.0,1.59,12.0,0.0,0.0,2.0,1.0,0.0,2.0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,Matches,Joel Pohjanpalo
Joel Pohjanpalo,FIN,MF,Leverkusen,Bundesliga,25.0,1994.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Joel Pohjanpalo
Andrea Poli,ITA,MF,Bologna,Serie A,30.0,1989.0,4.3,14.0,3.29,12.0,0.0,0.0,0.0,0.0,2.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Andrea Poli
Matteo Politano,ITA,FW,Napoli,Serie A,26.0,1993.0,21.2,91.0,4.29,53.0,13.0,14.0,3.0,7.0,1.0,13.0,0.61,7.0,1.0,5.0,0.0,0.0,0.0,Matches,Matteo Politano
Jorge Pombo,ESP,FWMF,Cádiz,La Liga,26.0,1994.0,5.8,14.0,2.41,9.0,0.0,1.0,2.0,1.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Jorge Pombo
Marin Pongračić,CRO,DF,Wolfsburg,Bundesliga,22.0,1997.0,6.4,4.0,0.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Marin Pongracic
Pere Pons,ESP,MF,Alavés,La Liga,27.0,1993.0,13.2,24.0,1.82,18.0,0.0,0.0,1.0,4.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Pere Pons
Nick Pope,ENG,GK,Burnley,Premier League,28.0,1992.0,32.0,8.0,0.25,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nick Pope
Manolo Portanova,ITA,DFMF,Genoa,Serie A,20.0,2000.0,0.7,4.0,5.45,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Manolo Portanova
Manolo Portanova,ITA,FWMF,Juventus,Serie A,20.0,2000.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manolo Portanova
Francisco Portillo,ESP,MFFW,Getafe,La Liga,30.0,1990.0,4.6,11.0,2.37,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Francisco Portillo
Portu,ESP,FWMF,Real Sociedad,La Liga,28.0,1992.0,24.3,50.0,2.06,39.0,2.0,3.0,3.0,2.0,1.0,8.0,0.33,5.0,0.0,1.0,0.0,1.0,1.0,Matches,Portu
Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,23.0,1997.0,23.5,24.0,1.02,22.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Stefan Posch
