Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Name_no_spec_chars
Lukas Kübler,GER,DF,Freiburg,Bundesliga,27.0,1992.0,9.8,0,2,1,50.0,0.2,0.1,0.0,0.0,17.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Lukas Kubler
Takefusa Kubo,JPN,MFFW,Villarreal,La Liga,19.0,2001.0,3.3,0,8,5,62.5,2.41,1.51,0.0,0.0,14.5,0.0,0,0,1.4,1.4,0.17,-1.4,-1.4,Takefusa Kubo
Takefusa Kubo,JPN,MFFW,Getafe,La Liga,19.0,2001.0,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,18.3,4.0,0,0,0.9,0.9,0.06,0.1,0.1,Takefusa Kubo
Juraj Kucka,SVK,MFFW,Parma,Serie A,33.0,1987.0,25.9,7,56,15,26.8,2.16,0.58,0.05,0.2,20.4,2.0,4,4,6.8,3.8,0.07,0.2,-0.8,Juraj Kucka
Kuki,ESP,MF,Valladolid,La Liga,22.0,1998.0,0.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kuki
Dejan Kulusevski,SWE,MFFW,Juventus,Serie A,20.0,2000.0,21.4,4,34,7,20.6,1.59,0.33,0.12,0.57,15.0,0.0,0,0,2.9,2.9,0.09,1.1,1.1,Dejan Kulusevski
Marash Kumbulla,ALB,DF,Roma,Serie A,20.0,2000.0,15.1,1,6,2,33.3,0.4,0.13,0.17,0.5,6.9,0.0,0,0,0.9,0.9,0.15,0.1,0.1,Marash Kumbulla
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25.0,1995.0,5.7,0,7,0,0.0,1.23,0.0,0.0,,25.2,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,Pierre Kunde
Fabian Kunze,GER,MF,Arminia,Bundesliga,22.0,1998.0,14.1,0,7,1,14.3,0.5,0.07,0.0,0.0,18.2,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,Fabian Kunze
Jasmin Kurtić,SVN,MF,Parma,Serie A,31.0,1989.0,30.4,4,35,9,25.7,1.15,0.3,0.11,0.44,17.7,0.0,0,0,3.7,3.7,0.11,0.3,0.3,Jasmin Kurtic
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,27.0,1992.0,14.2,1,11,2,18.2,0.77,0.14,0.09,0.5,16.6,1.0,0,0,0.7,0.7,0.06,0.3,0.3,Layvin Kurzawa
Dereck Kutesa,SUI,MFFW,Reims,Ligue 1,22.0,1997.0,7.6,1,10,4,40.0,1.31,0.52,0.1,0.25,16.7,0.0,0,0,0.9,0.9,0.09,0.1,0.1,Dereck Kutesa
Ahmed Kutucu,TUR,FWMF,Schalke 04,Bundesliga,20.0,2000.0,1.2,0,2,0,0.0,1.67,0.0,0.0,,14.0,0.0,0,0,0.3,0.3,0.13,-0.3,-0.3,Ahmed Kutucu
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,23.0,1997.0,11.5,1,4,2,50.0,0.35,0.17,0.25,0.5,9.4,0.0,0,0,0.4,0.4,0.09,0.6,0.6,Enock Kwateng
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,24.0,1996.0,3.8,0,11,1,9.1,2.9,0.26,0.0,0.0,15.0,0.0,0,0,0.5,0.5,0.04,-0.5,-0.5,Antonino La Gumina
Gaëtan Laborde,FRA,FWMF,Montpellier,Ligue 1,26.0,1994.0,36.2,16,101,42,41.6,2.79,1.16,0.16,0.38,12.1,0.0,0,0,11.7,11.7,0.12,4.3,4.3,Gaetan Laborde
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29.0,1991.0,21.4,13,43,25,58.1,2.01,1.17,0.23,0.4,14.2,3.0,3,3,9.7,7.4,0.17,3.3,2.6,Alexandre Lacazette
Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18.0,2002.0,5.8,0,3,0,0.0,0.52,0.0,0.0,,25.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Tom Lacoux
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20.0,2000.0,28.8,1,17,2,11.8,0.59,0.07,0.06,0.5,8.7,0.0,0,0,1.6,1.6,0.09,-0.6,-0.6,Maxence Lacroix
Alban Lafont,FRA,GK,Nantes,Ligue 1,21.0,1999.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alban Lafont
Víctor Laguardia,ESP,DF,Alavés,La Liga,30.0,1989.0,29.2,0,8,3,37.5,0.27,0.1,0.0,0.0,7.5,0.0,0,0,1.1,1.1,0.14,-1.1,-1.1,Victor Laguardia
Konrad Laimer,AUT,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,0.9,0,3,2,66.7,3.21,2.14,0.0,0.0,13.5,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,Konrad Laimer
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,27.0,1992.0,30.8,2,24,7,29.2,0.78,0.23,0.08,0.29,15.3,0.0,0,0,2.3,2.3,0.1,-0.3,-0.3,Stefan Lainer
Diego Lainez,MEX,FW,Betis,La Liga,20.0,2000.0,9.6,0,14,4,28.6,1.46,0.42,0.0,0.0,18.0,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9,Diego Lainez
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,28.0,1991.0,20.4,3,8,2,25.0,0.39,0.1,0.0,0.0,30.8,3.0,3,3,2.5,0.3,0.03,0.5,-0.3,Kenny Lala
Adam Lallana,ENG,MFFW,Brighton,Premier League,32.0,1988.0,17.7,1,22,4,18.2,1.24,0.23,0.05,0.25,16.3,0.0,0,0,2.4,2.4,0.11,-1.4,-1.4,Adam Lallana
Érik Lamela,ARG,FWMF,Tottenham,Premier League,28.0,1992.0,8.0,1,22,9,40.9,2.76,1.13,0.05,0.11,19.1,4.0,0,0,1.4,1.4,0.07,-0.4,-0.4,Erik Lamela
Sam Lammers,NED,FWMF,Atalanta,Serie A,23.0,1997.0,3.2,2,9,4,44.4,2.78,1.24,0.22,0.5,12.9,0.0,0,0,1.3,1.3,0.14,0.7,0.7,Sam Lammers
Tariq Lamptey,ENG,DF,Brighton,Premier League,19.0,2000.0,9.8,1,6,2,33.3,0.61,0.2,0.17,0.5,12.1,0.0,0,0,0.6,0.6,0.09,0.4,0.4,Tariq Lamptey
Loïck Landre,FRA,DF,Nîmes,Ligue 1,28.0,1992.0,18.1,1,9,2,22.2,0.5,0.11,0.11,0.5,8.5,0.0,0,0,1.4,1.4,0.16,-0.4,-0.4,Loick Landre
Michael Langer,AUT,GK,Schalke 04,Bundesliga,35.0,1985.0,2.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Michael Langer
Manuel Lanzini,ARG,MFFW,West Ham,Premier League,27.0,1993.0,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,17.2,1.0,0,0,1.2,1.2,0.1,-0.2,-0.2,Manuel Lanzini
Gianluca Lapadula,PER,FW,Benevento,Serie A,30.0,1990.0,28.5,8,75,28,37.3,2.63,0.98,0.11,0.29,15.5,5.0,0,1,10.2,9.3,0.12,-2.2,-1.3,Gianluca Lapadula
Aymeric Laporte,ESP,DF,Manchester City,Premier League,26.0,1994.0,14.9,0,6,1,16.7,0.4,0.07,0.0,0.0,11.4,0.0,0,0,0.8,0.8,0.13,-0.8,-0.8,Aymeric Laporte
Julien Laporte,FRA,DF,Lorient,Ligue 1,26.0,1993.0,29.5,0,8,1,12.5,0.27,0.03,0.0,0.0,12.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Julien Laporte
Danilo Larangeira,BRA,DF,Bologna,Serie A,36.0,1984.0,34.8,0,14,2,14.3,0.4,0.06,0.0,0.0,13.3,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7,Danilo Larangeira
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,23.0,1997.0,35.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Gautier Larsonneur
Kevin Lasagna,ITA,FW,Udinese,Serie A,27.0,1992.0,12.3,2,43,14,32.6,3.51,1.14,0.05,0.14,14.6,1.0,0,0,7.3,7.3,0.17,-5.3,-5.3,Kevin Lasagna
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,27.0,1992.0,14.1,2,30,7,23.3,2.13,0.5,0.07,0.29,14.1,0.0,0,0,3.4,3.4,0.11,-1.4,-1.4,Kevin Lasagna
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,26.0,1993.0,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,9.5,0.0,0,0,1.0,1.0,0.07,1.0,1.0,Jamaal Lascelles
Paul Lasne,FRA,MF,Brest,Ligue 1,31.0,1989.0,18.7,0,5,1,20.0,0.27,0.05,0.0,0.0,15.7,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5,Paul Lasne
Toni Lato,ESP,DF,Valencia,La Liga,22.0,1997.0,8.1,1,2,2,100.0,0.25,0.25,0.5,0.5,11.6,0.0,0,0,1.0,1.0,0.48,0.0,0.0,Toni Lato
Danny Latza,GER,MF,Mainz 05,Bundesliga,30.0,1989.0,20.0,0,21,9,42.9,1.05,0.45,0.0,0.0,18.1,0.0,0,0,1.9,1.9,0.09,-1.9,-1.9,Danny Latza
Armand Lauriente,FRA,FWMF,Lorient,Ligue 1,21.0,1998.0,18.0,3,59,21,35.6,3.27,1.17,0.05,0.14,22.9,14.0,0,0,3.2,3.2,0.05,-0.2,-0.2,Armand Lauriente
Vincent Laurini,FRA,DF,Parma,Serie A,31.0,1989.0,9.7,0,1,0,0.0,0.1,0.0,0.0,,32.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Vincent Laurini
Lauti,URU,MFFW,Celta Vigo,La Liga,19.0,2001.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lauti
Wesley Lautoa,NCL,MFDF,Dijon,Ligue 1,32.0,1987.0,17.9,0,8,3,37.5,0.45,0.17,0.0,0.0,25.7,0.0,0,0,0.7,0.7,0.08,-0.7,-0.7,Wesley Lautoa
Valentino Lazaro,AUT,DFFW,M'Gladbach,Bundesliga,24.0,1996.0,13.8,2,16,4,25.0,1.16,0.29,0.13,0.5,17.0,0.0,0,0,2.0,2.0,0.13,0.0,0.0,Valentino Lazaro
Darko Lazović,SRB,DF,Hellas Verona,Serie A,29.0,1990.0,27.8,3,32,11,34.4,1.15,0.4,0.09,0.27,17.3,2.0,0,0,2.9,2.9,0.09,0.1,0.1,Darko Lazovic
Manuel Lazzari,ITA,DF,Lazio,Serie A,26.0,1993.0,29.0,2,24,6,25.0,0.83,0.21,0.08,0.33,19.1,0.0,0,0,2.2,2.2,0.09,-0.2,-0.2,Manuel Lazzari
Jérémy Le Douaron,FRA,FWMF,Brest,Ligue 1,22.0,1998.0,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.7,0.0,0,0,1.7,1.7,0.13,-0.7,-0.7,Jeremy Le Douaron
Enzo Le Fée,FRA,MFFW,Lorient,Ligue 1,20.0,2000.0,20.2,0,32,5,15.6,1.59,0.25,0.0,0.0,26.3,5.0,0,0,1.2,1.2,0.04,-1.2,-1.2,Enzo Le Fee
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,30.0,1989.0,25.6,0,9,4,44.4,0.35,0.16,0.0,0.0,19.3,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,Vincent Le Goff
Maxime Le Marchand,FRA,DF,Fulham,Premier League,30.0,1989.0,1.4,0,1,0,0.0,0.73,0.0,0.0,,33.0,0.0,0,0,0.0,0.0,0.01,0.0,0.0,Maxime Le Marchand
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,23.0,1996.0,30.5,0,17,1,5.9,0.56,0.03,0.0,0.0,10.7,0.0,0,0,2.0,2.0,0.12,-2.0,-2.0,Robin Le Normand
Damien Le Tallec,FRA,MFDF,Montpellier,Ligue 1,30.0,1990.0,13.6,0,12,3,25.0,0.88,0.22,0.0,0.0,10.8,0.0,0,0,1.3,1.3,0.11,-1.3,-1.3,Damien Le Tallec
James Lea Siliki,CMR,MF,Rennes,Ligue 1,24.0,1996.0,2.8,0,6,1,16.7,2.12,0.35,0.0,0.0,21.7,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,James Lea Siliki
Rafael Leão,POR,FW,Milan,Serie A,21.0,1999.0,21.4,6,43,20,46.5,2.01,0.94,0.14,0.3,15.8,0.0,0,0,5.7,5.7,0.13,0.3,0.3,Rafael Leao
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,34.0,1985.0,36.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Jean Louis Leca
Mathew Leckie,AUS,FWDF,Hertha BSC,Bundesliga,29.0,1991.0,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,9.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Mathew Leckie
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,29.0,1991.0,28.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Benjamin Lecomte
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27.0,1993.0,32.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Jeremias Ledesma
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27.0,1993.0,22.9,4,42,12,28.6,1.83,0.52,0.07,0.25,20.1,0.0,1,1,4.3,3.6,0.09,-0.3,-0.6,Pierre Lees Melou
Lucas Leiva,BRA,MF,Lazio,Serie A,33.0,1987.0,23.7,0,12,3,25.0,0.51,0.13,0.0,0.0,23.0,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Lucas Leiva
Florian Lejeune,FRA,DF,Alavés,La Liga,29.0,1991.0,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,18.2,5.0,0,0,2.2,2.2,0.11,-1.2,-1.2,Florian Lejeune
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27.0,1993.0,7.2,0,2,1,50.0,0.28,0.14,0.0,0.0,25.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Inigo Lekue
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24.0,1995.0,15.2,1,23,10,43.5,1.52,0.66,0.04,0.1,20.7,2.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Thomas Lemar
Mario Lemina,GAB,MF,Fulham,Premier League,26.0,1993.0,18.9,1,18,2,11.1,0.95,0.11,0.06,0.5,23.6,0.0,0,0,0.9,0.9,0.05,0.1,0.1,Mario Lemina
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33.0,1987.0,21.5,1,17,3,17.6,0.79,0.14,0.06,0.33,23.1,1.0,0,0,1.0,1.0,0.06,0.0,0.0,Fabien Lemoine
Clément Lenglet,FRA,DF,Barcelona,La Liga,25.0,1995.0,27.5,1,11,5,45.5,0.4,0.18,0.09,0.2,13.0,0.0,0,0,1.4,1.4,0.13,-0.4,-0.4,Clement Lenglet
Bernd Leno,GER,GK,Arsenal,Premier League,28.0,1992.0,34.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Bernd Leno
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25.0,1994.0,25.0,0,16,6,37.5,0.64,0.24,0.0,0.0,21.2,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Christopher Lenz
Pedro León,ESP,MFFW,Eibar,La Liga,33.0,1986.0,10.4,1,20,6,30.0,1.93,0.58,0.05,0.17,24.6,5.0,0,0,1.3,1.3,0.06,-0.3,-0.3,Pedro Leon
Sergio León,ESP,FW,Levante,La Liga,31.0,1989.0,8.3,2,19,5,26.3,2.29,0.6,0.11,0.4,13.8,0.0,0,0,2.3,2.3,0.13,-0.3,-0.3,Sergio Leon
Lukas Lerager,DEN,MF,Genoa,Serie A,27.0,1993.0,12.9,0,5,2,40.0,0.39,0.16,0.0,0.0,15.9,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,Lukas Lerager
Mehdi Léris,FRA,DFMF,Sampdoria,Serie A,22.0,1998.0,4.3,0,2,1,50.0,0.47,0.23,0.0,0.0,14.6,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Mehdi Leris
Khanya Leshabela,RSA,MF,Leicester City,Premier League,20.0,1999.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Khanya Leshabela
Karlo Letica,CRO,GK,Sampdoria,Serie A,23.0,1997.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Karlo Letica
Gaetano Letizia,ITA,DF,Benevento,Serie A,30.0,1990.0,17.4,3,13,7,53.8,0.75,0.4,0.23,0.43,22.4,0.0,0,0,0.4,0.4,0.03,2.6,2.6,Gaetano Letizia
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31.0,1988.0,27.3,41,130,56,43.1,4.76,2.05,0.25,0.59,13.3,5.0,8,9,31.6,24.7,0.19,9.4,8.3,Robert Lewandowski
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22.0,1998.0,20.4,0,3,1,33.3,0.15,0.05,0.0,0.0,18.7,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Jamal Lewis
Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22.0,1997.0,11.2,4,18,6,33.3,1.61,0.54,0.11,0.33,14.8,0.0,2,3,4.7,2.4,0.13,-0.7,-0.4,Aaron Leya Iseka
Yanis Lhery,FRA,MFFW,Saint-Étienne,Ligue 1,17.0,2003.0,0.3,0,1,0,0.0,3.0,0.0,0.0,,25.7,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Yanis Lhery
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32.0,1988.0,20.3,2,28,8,28.6,1.38,0.39,0.04,0.13,27.8,8.0,1,2,2.8,1.1,0.04,-0.8,-0.1,Dimitri Lienard
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24.0,1996.0,33.3,4,10,4,40.0,0.3,0.12,0.4,1.0,7.3,0.0,0,0,2.1,2.1,0.21,1.9,1.9,Philipp Lienhart
Matthijs de Ligt,NED,DF,Juventus,Serie A,20.0,1999.0,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,11.4,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matthijs de Ligt
Isaac Lihadji,FRA,MFDF,Lille,Ligue 1,18.0,2002.0,2.2,0,4,2,50.0,1.84,0.92,0.0,0.0,13.0,0.0,0,0,0.6,0.6,0.16,-0.6,-0.6,Isaac Lihadji
Dimitris Limnios,GRE,MFFW,Köln,Bundesliga,22.0,1998.0,4.2,0,6,3,50.0,1.43,0.71,0.0,0.0,17.3,1.0,0,0,0.6,0.6,0.1,-0.6,-0.6,Dimitris Limnios
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26.0,1994.0,28.7,1,4,1,25.0,0.14,0.03,0.25,1.0,5.9,0.0,0,0,0.7,0.7,0.17,0.3,0.3,Victor Lindelof
Karol Linetty,POL,MF,Torino,Serie A,25.0,1995.0,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,17.1,0.0,0,0,0.8,0.8,0.11,0.2,0.2,Karol Linetty
Jesse Lingard,ENG,MFFW,West Ham,Premier League,27.0,1992.0,15.8,9,40,20,50.0,2.53,1.27,0.2,0.4,20.9,1.0,1,2,5.1,3.4,0.09,3.9,4.6,Jesse Lingard
Pol Lirola,ESP,DFFW,Fiorentina,Serie A,22.0,1997.0,5.5,0,2,0,0.0,0.36,0.0,0.0,,9.3,0.0,0,0,0.3,0.3,0.17,-0.3,-0.3,Pol Lirola
Pol Lirola,ESP,DF,Marseille,Ligue 1,22.0,1997.0,17.3,2,10,4,40.0,0.58,0.23,0.2,0.5,14.4,0.0,0,0,1.6,1.6,0.16,0.4,0.4,Pol Lirola
Jake Livermore,ENG,MF,West Brom,Premier League,30.0,1989.0,13.8,0,5,0,0.0,0.36,0.0,0.0,,19.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Jake Livermore
Diego Llorente,ESP,DF,Leeds United,Premier League,26.0,1993.0,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,16.4,0.0,0,0,0.7,0.7,0.09,0.3,0.3,Diego Llorente
Diego Llorente,ESP,DF,Real Sociedad,La Liga,26.0,1993.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Diego Llorente
Fernando Llorente,ESP,FW,Udinese,Serie A,35.0,1985.0,7.9,1,11,5,45.5,1.39,0.63,0.09,0.2,9.7,0.0,0,0,1.3,1.3,0.13,-0.3,-0.3,Fernando Llorente
Fernando Llorente,ESP,FWMF,Napoli,Serie A,35.0,1985.0,0.6,0,2,0,0.0,3.46,0.0,0.0,,8.2,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,Fernando Llorente
Marcos Llorente,ESP,MFDF,Atlético Madrid,La Liga,25.0,1995.0,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,17.8,0.0,0,0,4.3,4.3,0.09,7.7,7.7,Marcos Llorente
Hugo Lloris,FRA,GK,Tottenham,Premier League,33.0,1986.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Hugo Lloris
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24.0,1996.0,10.5,1,15,5,33.3,1.43,0.48,0.07,0.2,17.8,1.0,0,0,1.2,1.2,0.08,-0.2,-0.2,Giovani Lo Celso
Stanislav Lobotka,SVK,MF,Napoli,Serie A,25.0,1994.0,1.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Stanislav Lobotka
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22.0,1998.0,32.0,4,41,9,22.0,1.28,0.28,0.05,0.22,21.0,6.0,2,2,4.2,2.7,0.07,-0.2,-0.7,Manuel Locatelli
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22.0,1998.0,12.5,1,12,4,33.3,0.96,0.32,0.08,0.25,18.7,0.0,0,0,0.7,0.7,0.06,0.3,0.3,Renan Lodi
Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24.0,1996.0,0.7,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Ruben Loftus Cheek
Ruben Loftus-Cheek,ENG,MFFW,Fulham,Premier League,24.0,1996.0,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0.0,0,0,3.1,3.1,0.08,-2.1,-2.1,Ruben Loftus Cheek
Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27.0,1993.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Niklas Lomb
Kevin Long,IRL,DF,Burnley,Premier League,29.0,1990.0,7.1,0,2,0,0.0,0.28,0.0,0.0,,8.3,0.0,0,0,0.3,0.3,0.15,-0.3,-0.3,Kevin Long
Shane Long,IRL,FWMF,Southampton,Premier League,33.0,1987.0,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,19.1,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Shane Long
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20.0,2000.0,4.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matthew Longstaff
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22.0,1997.0,15.7,0,15,5,33.3,0.96,0.32,0.0,0.0,18.7,1.0,0,0,1.4,1.4,0.09,-1.4,-1.4,Sean Longstaff
Ademola Lookman,ENG,FWMF,Fulham,Premier League,22.0,1997.0,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3.0,0,1,5.5,4.8,0.07,-1.5,-0.8,Ademola Lookman
Anthony Lopes,POR,GK,Lyon,Ligue 1,29.0,1990.0,38.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Anthony Lopes
Rony Lopes,POR,FWMF,Nice,Ligue 1,24.0,1995.0,19.8,3,41,16,39.0,2.07,0.81,0.07,0.19,18.4,3.0,0,0,3.2,3.2,0.08,-0.2,-0.2,Rony Lopes
Pedro López Muñoz,ESP,DF,Huesca,La Liga,36.0,1983.0,11.9,0,3,0,0.0,0.25,0.0,0.0,,22.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Pedro Lopez Munoz
Adrián López,ESP,FWMF,Osasuna,La Liga,32.0,1988.0,5.3,1,10,2,20.0,1.87,0.37,0.1,0.5,14.6,0.0,0,0,1.3,1.3,0.13,-0.3,-0.3,Adrian Lopez
Javi López,ESP,DFMF,Alavés,La Liga,18.0,2002.0,2.8,0,1,1,100.0,0.36,0.36,0.0,0.0,17.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Javi Lopez
Maxime Lopez,FRA,FWMF,Marseille,Ligue 1,22.0,1997.0,1.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Maxime Lopez
Maxime Lopez,FRA,MF,Sassuolo,Serie A,22.0,1997.0,20.7,2,11,4,36.4,0.53,0.19,0.18,0.5,18.0,0.0,0,0,1.6,1.6,0.14,0.4,0.4,Maxime Lopez
Pau López,ESP,GK,Roma,Serie A,25.0,1994.0,20.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Pau Lopez
Roberto López,ESP,MFFW,Real Sociedad,La Liga,20.0,2000.0,5.6,3,14,4,28.6,2.5,0.71,0.21,0.75,23.7,2.0,0,0,1.0,1.0,0.07,2.0,2.0,Roberto Lopez
Unai López,ESP,MF,Athletic Club,La Liga,24.0,1995.0,15.8,3,25,11,44.0,1.58,0.7,0.12,0.27,25.4,5.0,0,0,1.2,1.2,0.05,1.8,1.8,Unai Lopez
Dion Lopy,SEN,MF,Reims,Ligue 1,18.0,2002.0,2.8,0,3,0,0.0,1.05,0.0,0.0,,20.5,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Dion Lopy
Jordan Lotomba,SUI,DF,Nice,Ligue 1,21.0,1998.0,23.6,1,7,2,28.6,0.3,0.08,0.14,0.5,21.1,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Jordan Lotomba
Adrien Louveau,FRA,DFMF,Lens,Ligue 1,20.0,2000.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Adrien Louveau
Imran Louza,FRA,MF,Nantes,Ligue 1,21.0,1999.0,26.4,7,31,10,32.3,1.17,0.38,0.06,0.2,27.5,4.0,5,5,5.8,2.0,0.07,1.2,0.0,Imran Louza
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20.0,2000.0,15.4,0,1,0,0.0,0.06,0.0,0.0,,7.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matteo Lovato
Max Lowe,ENG,DF,Sheffield Utd,Premier League,23.0,1997.0,6.1,0,2,1,50.0,0.33,0.16,0.0,0.0,23.0,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Max Lowe
Eduard Löwen,GER,MFDF,Hertha BSC,Bundesliga,23.0,1997.0,0.9,0,1,0,0.0,1.06,0.0,0.0,,19.1,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Eduard Lowen
