Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG,npxG,xA,npxG+xA,xG_per90,xA_per90,xG+xA_per90,npxG_per90,npxG+xA_per90,Name_no_spec_chars
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,27.0,1993.0,32,32,2880,32.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeremias Ledesma
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,27.0,1993.0,29,23,2063,22.9,4,2,3,1,1,3,1,0.17,0.09,0.26,0.13,0.22,4.3,3.6,1.3,4.9,0.19,0.06,0.24,0.16,0.21,Pierre Lees Melou
Lucas Leiva,BRA,MF,Lazio,Serie A,33.0,1987.0,32,30,2131,23.7,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.02,0.01,0.03,0.02,0.03,Lucas Leiva
Florian Lejeune,FRA,DF,Alavés,La Liga,29.0,1991.0,34,34,3015,33.5,1,1,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,2.2,2.2,0.3,2.5,0.06,0.01,0.07,0.06,0.07,Florian Lejeune
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,27.0,1993.0,18,5,644,7.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.01,0.06,0.07,0.01,0.07,Inigo Lekue
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,24.0,1995.0,27,19,1366,15.2,1,3,1,0,0,4,0,0.07,0.2,0.26,0.07,0.26,1.3,1.3,2.0,3.3,0.09,0.13,0.22,0.09,0.22,Thomas Lemar
Mario Lemina,GAB,MF,Fulham,Premier League,26.0,1993.0,28,19,1703,18.9,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,0.9,0.9,0.8,1.8,0.05,0.04,0.09,0.05,0.09,Mario Lemina
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,33.0,1987.0,30,24,1934,21.5,1,0,1,0,0,8,0,0.05,0.0,0.05,0.05,0.05,1.0,1.0,1.1,2.1,0.04,0.05,0.1,0.04,0.1,Fabien Lemoine
Clément Lenglet,FRA,DF,Barcelona,La Liga,25.0,1995.0,33,29,2475,27.5,1,0,1,0,0,11,2,0.04,0.0,0.04,0.04,0.04,1.4,1.4,0.9,2.3,0.05,0.03,0.08,0.05,0.08,Clement Lenglet
Bernd Leno,GER,GK,Arsenal,Premier League,28.0,1992.0,35,35,3131,34.8,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bernd Leno
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,25.0,1994.0,27,27,2248,25.0,0,3,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.9,0.9,2.0,3.0,0.04,0.08,0.12,0.04,0.12,Christopher Lenz
Pedro León,ESP,MFFW,Eibar,La Liga,33.0,1986.0,24,10,935,10.4,1,2,1,0,0,2,0,0.1,0.19,0.29,0.1,0.29,1.3,1.3,2.3,3.5,0.12,0.22,0.34,0.12,0.34,Pedro Leon
Sergio León,ESP,FW,Levante,La Liga,31.0,1989.0,28,6,748,8.3,2,0,2,0,0,0,0,0.24,0.0,0.24,0.24,0.24,2.3,2.3,0.3,2.7,0.28,0.04,0.32,0.28,0.32,Sergio Leon
Lukas Lerager,DEN,MF,Genoa,Serie A,27.0,1993.0,16,13,1159,12.9,0,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.4,0.9,0.04,0.03,0.07,0.04,0.07,Lukas Lerager
Mehdi Léris,FRA,DFMF,Sampdoria,Serie A,22.0,1998.0,20,3,386,4.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,Mehdi Leris
Khanya Leshabela,RSA,MF,Leicester City,Premier League,20.0,1999.0,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Khanya Leshabela
Karlo Letica,CRO,GK,Sampdoria,Serie A,23.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karlo Letica
Gaetano Letizia,ITA,DF,Benevento,Serie A,30.0,1990.0,24,18,1570,17.4,3,1,3,0,0,2,0,0.17,0.06,0.23,0.17,0.23,0.4,0.4,1.4,1.8,0.02,0.08,0.1,0.02,0.1,Gaetano Letizia
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,31.0,1988.0,29,28,2458,27.3,41,7,33,8,9,4,0,1.5,0.26,1.76,1.21,1.46,31.6,24.7,3.6,28.4,1.16,0.13,1.29,0.9,1.04,Robert Lewandowski
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,22.0,1998.0,24,20,1837,20.4,0,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,1.6,1.8,0.01,0.08,0.09,0.01,0.09,Jamal Lewis
Aaron Leya Iseka,BEL,FW,Metz,Ligue 1,22.0,1997.0,21,12,1008,11.2,4,0,2,2,3,4,0,0.36,0.0,0.36,0.18,0.18,4.7,2.4,0.7,3.1,0.42,0.06,0.48,0.21,0.28,Aaron Leya Iseka
Yanis Lhery,FRA,MFFW,Saint-Étienne,Ligue 1,17.0,2003.0,1,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.16,0.0,0.16,0.16,0.16,Yanis Lhery
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,32.0,1988.0,34,19,1829,20.3,2,4,1,1,2,2,0,0.1,0.2,0.3,0.05,0.25,2.8,1.1,3.9,5.0,0.14,0.19,0.33,0.06,0.25,Dimitri Lienard
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,24.0,1996.0,34,34,2993,33.3,4,0,4,0,0,4,0,0.12,0.0,0.12,0.12,0.12,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07,Philipp Lienhart
Matthijs de Ligt,NED,DF,Juventus,Serie A,20.0,1999.0,27,25,2220,24.7,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,0.6,1.8,0.05,0.03,0.07,0.05,0.07,Matthijs de Ligt
Isaac Lihadji,FRA,MFDF,Lille,Ligue 1,18.0,2002.0,15,1,196,2.2,0,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.6,0.6,0.8,1.4,0.3,0.35,0.65,0.3,0.65,Isaac Lihadji
Dimitris Limnios,GRE,MFFW,Köln,Bundesliga,22.0,1998.0,12,2,378,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,0.14,0.13,0.27,0.14,0.27,Dimitris Limnios
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,26.0,1994.0,29,29,2585,28.7,1,1,1,0,0,0,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,0.7,1.3,0.02,0.02,0.05,0.02,0.05,Victor Lindelof
Karol Linetty,POL,MF,Torino,Serie A,25.0,1995.0,27,20,1832,20.4,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,0.8,0.8,1.3,2.1,0.04,0.06,0.1,0.04,0.1,Karol Linetty
Jesse Lingard,ENG,MFFW,West Ham,Premier League,27.0,1992.0,16,16,1421,15.8,9,4,8,1,2,3,0,0.57,0.25,0.82,0.51,0.76,5.1,3.4,1.5,4.9,0.32,0.09,0.42,0.22,0.31,Jesse Lingard
Pol Lirola,ESP,DFFW,Fiorentina,Serie A,22.0,1997.0,12,4,498,5.5,0,1,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,0.5,0.8,0.06,0.09,0.15,0.06,0.15,Pol Lirola
Pol Lirola,ESP,DF,Marseille,Ligue 1,22.0,1997.0,19,17,1553,17.3,2,2,2,0,0,3,0,0.12,0.12,0.23,0.12,0.23,1.6,1.6,2.0,3.6,0.09,0.12,0.21,0.09,0.21,Pol Lirola
Jake Livermore,ENG,MF,West Brom,Premier League,30.0,1989.0,18,15,1242,13.8,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.5,0.02,0.02,0.03,0.02,0.03,Jake Livermore
Diego Llorente,ESP,DF,Leeds United,Premier League,26.0,1993.0,15,14,1204,13.4,1,0,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,0.7,0.7,0.6,1.4,0.06,0.05,0.1,0.06,0.1,Diego Llorente
Diego Llorente,ESP,DF,Real Sociedad,La Liga,26.0,1993.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diego Llorente
Fernando Llorente,ESP,FW,Udinese,Serie A,35.0,1985.0,14,8,713,7.9,1,0,1,0,0,2,0,0.13,0.0,0.13,0.13,0.13,1.3,1.3,0.4,1.7,0.17,0.05,0.22,0.17,0.22,Fernando Llorente
Fernando Llorente,ESP,FWMF,Napoli,Serie A,35.0,1985.0,3,0,52,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.25,0.17,0.42,0.25,0.42,Fernando Llorente
Marcos Llorente,ESP,MFDF,Atlético Madrid,La Liga,25.0,1995.0,37,33,2956,32.8,12,11,12,0,0,6,0,0.37,0.33,0.7,0.37,0.7,4.3,4.3,5.2,9.5,0.13,0.16,0.29,0.13,0.29,Marcos Llorente
Hugo Lloris,FRA,GK,Tottenham,Premier League,33.0,1986.0,38,38,3420,38.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hugo Lloris
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24.0,1996.0,18,11,945,10.5,1,1,1,0,0,5,0,0.1,0.1,0.19,0.1,0.19,1.2,1.2,1.3,2.4,0.11,0.12,0.23,0.11,0.23,Giovani Lo Celso
Stanislav Lobotka,SVK,MF,Napoli,Serie A,25.0,1994.0,15,0,154,1.7,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stanislav Lobotka
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,22.0,1998.0,34,32,2883,32.0,4,2,2,2,2,9,0,0.12,0.06,0.19,0.06,0.12,4.2,2.7,3.5,6.2,0.13,0.11,0.24,0.08,0.19,Manuel Locatelli
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,22.0,1998.0,23,11,1129,12.5,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,0.7,0.7,1.1,1.9,0.06,0.09,0.15,0.06,0.15,Renan Lodi
Ruben Loftus-Cheek,ENG,FW,Chelsea,Premier League,24.0,1996.0,1,1,60,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruben Loftus Cheek
Ruben Loftus-Cheek,ENG,MFFW,Fulham,Premier League,24.0,1996.0,30,21,1909,21.2,1,0,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,3.1,3.1,1.4,4.5,0.15,0.07,0.21,0.15,0.21,Ruben Loftus Cheek
Niklas Lomb,GER,GK,Leverkusen,Bundesliga,27.0,1993.0,2,1,135,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Niklas Lomb
Kevin Long,IRL,DF,Burnley,Premier League,29.0,1990.0,8,7,637,7.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.04,0.0,0.04,0.04,0.04,Kevin Long
Shane Long,IRL,FWMF,Southampton,Premier League,33.0,1987.0,11,1,210,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Shane Long
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,20.0,2000.0,5,4,377,4.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,Matthew Longstaff
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,22.0,1997.0,22,15,1412,15.7,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,1.4,1.4,1.1,2.5,0.09,0.07,0.16,0.09,0.16,Sean Longstaff
Ademola Lookman,ENG,FWMF,Fulham,Premier League,22.0,1997.0,34,31,2747,30.5,4,4,4,0,1,5,0,0.13,0.13,0.26,0.13,0.26,5.5,4.8,5.2,10.0,0.18,0.17,0.35,0.16,0.33,Ademola Lookman
Anthony Lopes,POR,GK,Lyon,Ligue 1,29.0,1990.0,38,38,3420,38.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anthony Lopes
Rony Lopes,POR,FWMF,Nice,Ligue 1,24.0,1995.0,28,23,1783,19.8,3,1,3,0,0,1,0,0.15,0.05,0.2,0.15,0.2,3.2,3.2,3.4,6.5,0.16,0.17,0.33,0.16,0.33,Rony Lopes
Pedro López Muñoz,ESP,DF,Huesca,La Liga,36.0,1983.0,22,10,1067,11.9,0,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,0.1,0.1,0.8,0.8,0.01,0.06,0.07,0.01,0.07,Pedro Lopez Munoz
Adrián López,ESP,FWMF,Osasuna,La Liga,32.0,1988.0,17,5,481,5.3,1,1,1,0,0,0,0,0.19,0.19,0.37,0.19,0.37,1.3,1.3,0.8,2.1,0.24,0.15,0.39,0.24,0.39,Adrian Lopez
Javi López,ESP,DFMF,Alavés,La Liga,18.0,2002.0,9,1,248,2.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Javi Lopez
Maxime Lopez,FRA,FWMF,Marseille,Ligue 1,22.0,1997.0,4,2,134,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.1,Maxime Lopez
Maxime Lopez,FRA,MF,Sassuolo,Serie A,22.0,1997.0,29,22,1864,20.7,2,0,2,0,0,7,0,0.1,0.0,0.1,0.1,0.1,1.6,1.6,1.0,2.6,0.08,0.05,0.13,0.08,0.13,Maxime Lopez
Pau López,ESP,GK,Roma,Serie A,25.0,1994.0,21,20,1817,20.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pau Lopez
Roberto López,ESP,MFFW,Real Sociedad,La Liga,20.0,2000.0,17,4,505,5.6,3,0,3,0,0,0,0,0.53,0.0,0.53,0.53,0.53,1.0,1.0,1.7,2.7,0.17,0.3,0.47,0.17,0.47,Roberto Lopez
Unai López,ESP,MF,Athletic Club,La Liga,24.0,1995.0,26,15,1424,15.8,3,0,3,0,0,7,0,0.19,0.0,0.19,0.19,0.19,1.2,1.2,1.2,2.4,0.08,0.08,0.15,0.08,0.15,Unai Lopez
Dion Lopy,SEN,MF,Reims,Ligue 1,18.0,2002.0,4,3,256,2.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.08,0.02,0.1,0.08,0.1,Dion Lopy
Jordan Lotomba,SUI,DF,Nice,Ligue 1,21.0,1998.0,30,24,2123,23.6,1,0,1,0,0,7,1,0.04,0.0,0.04,0.04,0.04,0.4,0.4,1.6,1.9,0.02,0.07,0.08,0.02,0.08,Jordan Lotomba
Adrien Louveau,FRA,DFMF,Lens,Ligue 1,20.0,2000.0,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adrien Louveau
Imran Louza,FRA,MF,Nantes,Ligue 1,21.0,1999.0,33,28,2379,26.4,7,2,2,5,5,4,1,0.26,0.08,0.34,0.08,0.15,5.8,2.0,2.1,4.2,0.22,0.08,0.3,0.08,0.16,Imran Louza
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,20.0,2000.0,24,14,1386,15.4,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.01,0.01,0.0,0.01,Matteo Lovato
Max Lowe,ENG,DF,Sheffield Utd,Premier League,23.0,1997.0,8,7,550,6.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Max Lowe
Eduard Löwen,GER,MFDF,Hertha BSC,Bundesliga,23.0,1997.0,7,1,85,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Eduard Lowen
Matthew Lowton,ENG,DF,Burnley,Premier League,31.0,1989.0,34,34,3060,34.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.3,3.0,0.02,0.07,0.09,0.02,0.09,Matthew Lowton
Anthony Lozano,HON,FWMF,Cádiz,La Liga,27.0,1993.0,29,18,1523,16.9,3,1,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24,5.4,5.4,1.0,6.3,0.32,0.06,0.37,0.32,0.37,Anthony Lozano
Hirving Lozano,MEX,FW,Napoli,Serie A,25.0,1995.0,32,23,1965,21.8,11,3,11,0,0,6,0,0.5,0.14,0.64,0.5,0.64,7.9,7.9,4.6,12.4,0.36,0.21,0.57,0.36,0.57,Hirving Lozano
Jan Luca Schuler,GER,FW,Schalke 04,Bundesliga,21.0,1999.0,2,0,40,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.12,0.12,0.12,Jan Luca Schuler
Jean Lucas,BRA,MF,Lyon,Ligue 1,22.0,1998.0,8,1,172,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.08,0.02,0.1,0.08,0.1,Jean Lucas
Jean Lucas,BRA,MF,Brest,Ligue 1,22.0,1998.0,16,11,1011,11.2,0,2,0,0,0,4,1,0.0,0.18,0.18,0.0,0.18,1.1,1.1,1.1,2.2,0.1,0.1,0.19,0.1,0.19,Jean Lucas
Anderson Lucoqui,ANG,DF,Arminia,Bundesliga,23.0,1997.0,21,18,1604,17.8,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Anderson Lucoqui
Jeison Lucumí,COL,FW,Elche,La Liga,25.0,1995.0,2,1,49,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeison Lucumi
Kilian Ludewig,GER,DF,Schalke 04,Bundesliga,20.0,2000.0,6,6,520,5.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.05,0.05,0.0,0.05,Kilian Ludewig
José Luis Gayà,ESP,DF,Valencia,La Liga,25.0,1995.0,33,32,2846,31.6,1,7,1,0,0,6,0,0.03,0.22,0.25,0.03,0.25,1.9,1.9,4.7,6.6,0.06,0.15,0.21,0.06,0.21,Jose Luis Gaya
José Luis Morales,ESP,FWMF,Levante,La Liga,33.0,1987.0,38,30,2439,27.1,13,3,13,0,1,3,0,0.48,0.11,0.59,0.48,0.59,8.3,7.5,3.6,11.1,0.31,0.13,0.44,0.28,0.41,Jose Luis Morales
José Luis Palomino,ARG,DF,Atalanta,Serie A,30.0,1990.0,36,25,2428,27.0,1,2,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,0.4,0.4,0.9,1.3,0.02,0.03,0.05,0.02,0.05,Jose Luis Palomino
Florentino Luís,POR,MF,Monaco,Ligue 1,20.0,1999.0,9,2,241,2.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.04,0.07,0.1,0.04,0.1,Florentino Luis
Luisinho,POR,DF,Huesca,La Liga,35.0,1985.0,5,2,179,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Luisinho
Luismi,ESP,MFDF,Elche,La Liga,28.0,1992.0,11,2,168,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luismi
David Luiz,BRA,DF,Arsenal,Premier League,33.0,1987.0,20,17,1396,15.5,1,0,1,0,0,1,1,0.06,0.0,0.06,0.06,0.06,0.9,0.9,0.4,1.3,0.06,0.03,0.09,0.06,0.09,David Luiz
Douglas Luiz,BRA,MF,Aston Villa,Premier League,22.0,1998.0,33,32,2781,30.9,0,2,0,0,0,10,1,0.0,0.06,0.06,0.0,0.06,1.5,1.5,1.5,3.0,0.05,0.05,0.1,0.05,0.1,Douglas Luiz
Romelu Lukaku,BEL,FW,Inter,Serie A,27.0,1993.0,36,32,2884,32.0,24,11,18,6,6,4,0,0.75,0.34,1.09,0.56,0.9,22.7,18.1,7.8,25.9,0.71,0.24,0.95,0.57,0.81,Romelu Lukaku
Dodi Lukebakio,BEL,FWMF,Hertha BSC,Bundesliga,22.0,1997.0,29,21,1855,20.6,5,5,3,2,2,4,1,0.24,0.24,0.49,0.15,0.39,6.9,5.3,2.5,7.8,0.33,0.12,0.45,0.26,0.38,Dodi Lukebakio
Saša Lukić,SRB,MF,Torino,Serie A,23.0,1996.0,32,24,2106,23.4,3,0,3,0,0,4,0,0.13,0.0,0.13,0.13,0.13,2.0,2.0,1.6,3.7,0.09,0.07,0.16,0.09,0.16,Sasa Lukic
Senad Lulić,BIH,DFMF,Lazio,Serie A,34.0,1986.0,16,8,718,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.05,0.1,0.15,0.05,0.15,Senad Lulic
John Lundstram,ENG,MF,Sheffield Utd,Premier League,26.0,1994.0,28,23,2032,22.6,0,2,0,0,1,8,1,0.0,0.09,0.09,0.0,0.09,2.0,1.3,1.2,2.5,0.09,0.05,0.14,0.06,0.11,John Lundstram
Sebastiano Luperto,ITA,DF,Crotone,Serie A,23.0,1996.0,23,22,1879,20.9,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,0.03,0.02,0.05,0.03,0.05,Sebastiano Luperto
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33.0,1987.0,31,31,2768,30.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andreas Luthe
Lyanco,BRA,DF,Torino,Serie A,23.0,1997.0,23,21,1959,21.8,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,0.04,0.01,0.05,0.04,0.05,Lyanco
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26.0,1993.0,31,29,2418,26.9,4,2,4,0,0,10,2,0.15,0.07,0.22,0.15,0.22,1.9,1.9,1.5,3.4,0.07,0.06,0.13,0.07,0.13,Charalambos Lykogiannis
Yann M'Vila,FRA,MFFW,Saint-Étienne,Ligue 1,30.0,1990.0,1,0,20,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yann MVila
Alexis Mac Allister,ARG,MFFW,Brighton,Premier League,21.0,1998.0,21,13,1115,12.4,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,2.4,3.5,0.09,0.19,0.28,0.09,0.28,Alexis Mac Allister
Darwin Machís,VEN,FWMF,Granada,La Liga,27.0,1993.0,32,21,2026,22.5,4,5,4,0,1,1,0,0.18,0.22,0.4,0.18,0.4,4.8,4.0,4.2,8.2,0.21,0.19,0.4,0.18,0.36,Darwin Machis
Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19.0,2001.0,1,0,8,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim Maciejewski
Luca Mack,GER,MF,Stuttgart,Bundesliga,20.0,2000.0,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luca Mack
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,21.0,1998.0,6,6,539,6.0,1,1,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,0.0,0.0,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Yvann Macon
James Maddison,ENG,MFFW,Leicester City,Premier League,23.0,1996.0,31,24,2099,23.3,8,5,8,0,0,4,0,0.34,0.21,0.56,0.34,0.56,4.4,4.4,5.3,9.7,0.19,0.23,0.42,0.19,0.42,James Maddison
Mikail Maden,NOR,FW,Schalke 04,Bundesliga,18.0,2002.0,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mikail Maden
Pablo Maffeo,ESP,DF,Huesca,La Liga,23.0,1997.0,25,25,1964,21.8,1,4,1,0,0,4,0,0.05,0.18,0.23,0.05,0.23,0.7,0.7,2.0,2.6,0.03,0.09,0.12,0.03,0.12,Pablo Maffeo
Lisandro Magallán,ARG,DF,Crotone,Serie A,26.0,1993.0,28,25,2181,24.2,1,2,1,0,0,10,0,0.04,0.08,0.12,0.04,0.12,1.1,1.1,0.5,1.7,0.05,0.02,0.07,0.05,0.07,Lisandro Magallan
Christian Maggio,ITA,DF,Benevento,Serie A,38.0,1982.0,8,2,297,3.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Christian Maggio
Giulio Maggiore,ITA,MF,Spezia,Serie A,22.0,1998.0,33,26,2214,24.6,3,1,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,5.1,5.1,2.3,7.4,0.21,0.09,0.3,0.21,0.3,Giulio Maggiore
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,35.0,1984.0,10,7,440,4.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.01,0.07,0.08,0.01,0.08,Francesco Magnanelli
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24.0,1995.0,25,15,1510,16.8,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.8,0.04,0.0,0.05,0.04,0.05,Giangiacomo Magnani
Hugo Magnetti,FRA,MF,Brest,Ligue 1,22.0,1998.0,13,7,603,6.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.6,0.04,0.05,0.1,0.04,0.1,Hugo Magnetti
