Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Name_no_spec_chars
Rúben Dias,POR,DF,Manchester City,Premier League,23.0,1997.0,31.6,31.0,21,17.0,12.0,2.0,6.0,23.0,26.1,17.0,181.0,67.0,37.0,92.0,70.0,19.0,45.0,25.0,0.0,20.0,22,53.0,118.0,0.0,Ruben Dias
Krepin Diatta,SEN,MFDF,Monaco,Ligue 1,21.0,1999.0,4.3,5.0,2,1.0,2.0,2.0,1.0,2.0,50.0,1.0,71.0,20.0,28.2,6.0,34.0,31.0,7.0,1.0,0.0,6.0,1,6.0,3.0,0.0,Krepin Diatta
Amadou Diawara,GUI,MF,Roma,Serie A,23.0,1997.0,7.3,14.0,12,5.0,9.0,0.0,4.0,12.0,33.3,8.0,195.0,42.0,21.5,50.0,127.0,18.0,11.0,2.0,0.0,9.0,9,23.0,11.0,0.0,Amadou Diawara
Brahim Díaz,ESP,MFFW,Milan,Serie A,20.0,1999.0,13.6,22.0,20,10.0,9.0,3.0,5.0,16.0,31.3,11.0,272.0,76.0,27.9,53.0,126.0,93.0,12.0,1.0,0.0,11.0,6,28.0,2.0,0.0,Brahim Diaz
Víctor Díaz,ESP,DF,Granada,La Liga,32.0,1988.0,9.2,19.0,16,12.0,5.0,2.0,10.0,20.0,50.0,10.0,112.0,30.0,26.8,62.0,41.0,9.0,25.0,10.0,1.0,15.0,15,34.0,48.0,0.0,Victor Diaz
Daniel Didavi,GER,FWMF,Stuttgart,Bundesliga,30.0,1990.0,10.8,15.0,7,3.0,8.0,4.0,2.0,9.0,22.2,7.0,177.0,55.0,31.1,30.0,61.0,86.0,11.0,0.0,0.0,11.0,6,21.0,9.0,0.0,Daniel Didavi
Eric Dier,ENG,DF,Tottenham,Premier League,26.0,1994.0,28.0,24.0,15,13.0,10.0,1.0,12.0,22.0,54.5,10.0,166.0,48.0,28.9,106.0,52.0,8.0,50.0,34.0,0.0,16.0,23,47.0,169.0,0.0,Eric Dier
Daan Dierckx,BEL,DF,Parma,Serie A,17.0,2003.0,5.2,6.0,5,5.0,1.0,0.0,2.0,4.0,50.0,2.0,55.0,17.0,30.9,32.0,20.0,3.0,13.0,7.0,0.0,6.0,11,17.0,25.0,0.0,Daan Dierckx
Lucas Digne,FRA,DF,Everton,Premier League,27.0,1993.0,29.8,78.0,40,53.0,14.0,11.0,29.0,50.0,58.0,21.0,412.0,106.0,25.7,195.0,141.0,76.0,59.0,4.0,0.0,55.0,26,104.0,96.0,0.0,Lucas Digne
Virgil van Dijk,NED,DF,Liverpool,Premier League,29.0,1991.0,4.1,3.0,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,14.0,3.0,21.4,7.0,7.0,0.0,3.0,2.0,0.0,1.0,0,3.0,12.0,1.0,Virgil van Dijk
Mitchell Dijks,NED,DF,Bologna,Serie A,27.0,1993.0,16.5,30.0,17,21.0,6.0,3.0,13.0,22.0,59.1,9.0,227.0,74.0,32.6,101.0,86.0,40.0,28.0,2.0,0.0,26.0,20,50.0,36.0,0.0,Mitchell Dijks
Javairô Dilrosun,NED,FWMF,Hertha BSC,Bundesliga,22.0,1998.0,5.9,8.0,5,2.0,2.0,4.0,3.0,6.0,50.0,3.0,121.0,33.0,27.3,26.0,57.0,38.0,7.0,0.0,0.0,7.0,6,14.0,2.0,0.0,Javairo Dilrosun
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22.0,1997.0,29.0,40.0,25,22.0,16.0,2.0,10.0,29.0,34.5,19.0,275.0,88.0,32.0,113.0,116.0,46.0,43.0,10.0,0.0,33.0,42,82.0,77.0,1.0,Federico Dimarco
Tristan Dingomé,CMR,MF,Reims,Ligue 1,29.0,1991.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Tristan Dingome
Eren Dinkçi,GER,FWMF,Werder Bremen,Bundesliga,18.0,2001.0,1.2,2.0,0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,41.0,2.0,4.9,9.0,19.0,13.0,3.0,0.0,0.0,3.0,3,5.0,1.0,0.0,Eren Dinkci
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,19.0,2001.0,12.6,12.0,8,8.0,4.0,0.0,8.0,19.0,42.1,11.0,110.0,34.0,30.9,62.0,39.0,9.0,22.0,14.0,1.0,8.0,23,35.0,85.0,1.0,Sinaly Diomande
Lois Diony,FRA,FW,Angers,Ligue 1,27.0,1992.0,19.4,17.0,12,4.0,9.0,4.0,1.0,12.0,8.3,11.0,329.0,81.0,24.6,11.0,163.0,155.0,8.0,2.0,0.0,6.0,3,20.0,15.0,0.0,Lois Diony
Issa Diop,FRA,DF,West Ham,Premier League,23.0,1997.0,15.3,26.0,19,14.0,12.0,0.0,6.0,18.0,33.3,12.0,113.0,41.0,36.3,61.0,48.0,4.0,35.0,24.0,1.0,11.0,14,40.0,82.0,2.0,Issa Diop
Papakouli Diop,SEN,MF,Eibar,La Liga,34.0,1986.0,25.8,48.0,36,16.0,25.0,7.0,16.0,57.0,28.1,41.0,342.0,114.0,33.3,88.0,207.0,47.0,31.0,6.0,0.0,25.0,39,87.0,54.0,2.0,Papakouli Diop
Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,20.0,2000.0,22.5,64.0,41,21.0,35.0,8.0,15.0,51.0,29.4,36.0,474.0,141.0,29.7,117.0,231.0,126.0,40.0,1.0,0.0,39.0,16,80.0,11.0,0.0,Sofiane Diop
Andy Diouf,FRA,FW,Rennes,Ligue 1,18.0,2002.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Andy Diouf
Yehvann Diouf,FRA,GK,Reims,Ligue 1,20.0,1999.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Yehvann Diouf
Assane Dioussé,SEN,DF,Saint-Étienne,Ligue 1,22.0,1997.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Assane Diousse
Axel Disasi,FRA,DF,Monaco,Ligue 1,22.0,1998.0,22.3,29.0,23,15.0,13.0,1.0,15.0,35.0,42.9,20.0,171.0,75.0,43.9,85.0,79.0,7.0,30.0,13.0,0.0,17.0,27,56.0,102.0,1.0,Axel Disasi
Tiago Djaló,POR,DF,Lille,Ligue 1,20.0,2000.0,9.7,27.0,17,17.0,8.0,2.0,17.0,25.0,68.0,8.0,111.0,38.0,34.2,59.0,40.0,12.0,21.0,4.0,0.0,17.0,11,38.0,34.0,0.0,Tiago Djalo
Djené,TOG,DF,Getafe,La Liga,28.0,1991.0,32.7,62.0,37,32.0,27.0,3.0,22.0,34.0,64.7,12.0,275.0,102.0,37.1,131.0,128.0,16.0,39.0,13.0,2.0,26.0,55,117.0,210.0,1.0,Djene
Moussa Djenepo,MLI,MF,Southampton,Premier League,22.0,1998.0,13.8,46.0,22,25.0,11.0,10.0,18.0,53.0,34.0,35.0,332.0,95.0,28.6,122.0,124.0,86.0,27.0,1.0,0.0,26.0,11,57.0,16.0,0.0,Moussa Djenepo
Koffi Djidji,CIV,DF,Crotone,Serie A,27.0,1992.0,16.9,47.0,22,33.0,10.0,4.0,7.0,20.0,35.0,13.0,275.0,77.0,28.0,160.0,95.0,20.0,49.0,22.0,1.0,27.0,28,75.0,84.0,0.0,Koffi Djidji
Alexander Djiku,GHA,DFMF,Strasbourg,Ligue 1,25.0,1994.0,28.4,65.0,44,53.0,11.0,1.0,24.0,49.0,49.0,25.0,307.0,102.0,33.2,182.0,109.0,16.0,42.0,14.0,0.0,28.0,80,145.0,168.0,2.0,Alexander Djiku
Berat Djimsiti,ALB,DF,Atalanta,Serie A,27.0,1993.0,29.2,41.0,26,24.0,14.0,3.0,16.0,36.0,44.4,20.0,308.0,122.0,39.6,135.0,139.0,34.0,49.0,19.0,1.0,30.0,48,89.0,116.0,0.0,Berat Djimsiti
Marko Dmitrović,SRB,GK,Eibar,La Liga,28.0,1992.0,34.7,1.0,1,1.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,Marko Dmitrovic
Ritsu Doan,JPN,MFFW,Arminia,Bundesliga,22.0,1998.0,30.8,63.0,44,24.0,30.0,9.0,17.0,55.0,30.9,38.0,649.0,202.0,31.1,173.0,292.0,184.0,56.0,4.0,0.0,52.0,26,89.0,12.0,0.0,Ritsu Doan
Mihai Dobre,ROU,FW,Dijon,Ligue 1,21.0,1998.0,5.9,11.0,8,5.0,4.0,2.0,5.0,12.0,41.7,7.0,103.0,28.0,27.2,22.0,46.0,35.0,13.0,1.0,0.0,12.0,9,20.0,6.0,0.0,Mihai Dobre
Matt Doherty,IRL,DF,Tottenham,Premier League,28.0,1992.0,13.8,23.0,8,10.0,8.0,5.0,11.0,34.0,32.4,23.0,186.0,38.0,20.4,80.0,70.0,36.0,41.0,5.0,0.0,36.0,18,41.0,54.0,0.0,Matt Doherty
Jeremy Doku,BEL,MFFW,Rennes,Ligue 1,18.0,2002.0,25.7,51.0,38,15.0,22.0,14.0,16.0,37.0,43.2,21.0,439.0,136.0,31.0,86.0,186.0,167.0,19.0,2.0,0.0,17.0,12,63.0,6.0,0.0,Jeremy Doku
Kasper Dolberg,DEN,FW,Nice,Ligue 1,22.0,1997.0,21.4,7.0,6,1.0,4.0,2.0,1.0,14.0,7.1,13.0,264.0,69.0,26.1,17.0,92.0,155.0,21.0,3.0,0.0,18.0,4,11.0,22.0,1.0,Kasper Dolberg
Keagan Dolly,RSA,MF,Montpellier,Ligue 1,27.0,1993.0,5.0,13.0,8,7.0,3.0,3.0,2.0,6.0,33.3,4.0,81.0,15.0,18.5,23.0,33.0,25.0,6.0,0.0,0.0,6.0,4,17.0,2.0,0.0,Keagan Dolly
Jaume Doménech,ESP,GK,Valencia,La Liga,29.0,1990.0,28.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,3.0,1.0,Jaume Domenech
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,19.0,2001.0,4.0,6.0,4,5.0,1.0,0.0,3.0,5.0,60.0,2.0,43.0,9.0,20.9,33.0,10.0,0.0,7.0,4.0,0.0,3.0,7,13.0,29.0,0.0,Carlos Dominguez
Nicolás Domínguez,ARG,MF,Bologna,Serie A,22.0,1998.0,13.9,52.0,35,30.0,18.0,4.0,11.0,28.0,39.3,17.0,350.0,92.0,26.3,147.0,153.0,50.0,31.0,7.0,0.0,24.0,25,77.0,21.0,0.0,Nicolas Dominguez
John Donald,ESP,DF,Elche,La Liga,19.0,2000.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,John Donald
Ji Dong-won,KOR,FW,Mainz 05,Bundesliga,29.0,1991.0,0.7,2.0,0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,11.0,4.0,36.4,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Ji Dong won
Anastasios Donis,GRE,MF,Reims,Ligue 1,23.0,1996.0,1.1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,16.0,2.0,12.5,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Anastasios Donis
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,21.0,1999.0,37.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,Gianluigi Donnarumma
Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,22.0,1997.0,22.2,28.0,17,22.0,5.0,1.0,9.0,17.0,52.9,8.0,151.0,55.0,36.4,95.0,49.0,7.0,41.0,23.0,0.0,18.0,23,51.0,106.0,2.0,Gabriel Dos Santos
Bas Dost,NED,FW,Eint Frankfurt,Bundesliga,31.0,1989.0,9.1,4.0,4,2.0,2.0,0.0,1.0,4.0,25.0,3.0,89.0,31.0,34.8,4.0,45.0,40.0,7.0,1.0,0.0,6.0,2,6.0,8.0,0.0,Bas Dost
Lucas Douath,FRA,MF,Saint-Étienne,Ligue 1,16.0,2003.0,14.7,38.0,28,21.0,15.0,2.0,13.0,30.0,43.3,17.0,237.0,85.0,35.9,94.0,117.0,26.0,20.0,0.0,0.0,20.0,22,60.0,27.0,1.0,Lucas Douath
Abdoulaye Doucouré,FRA,MF,Everton,Premier League,27.0,1993.0,27.1,56.0,42,30.0,19.0,7.0,17.0,45.0,37.8,28.0,544.0,158.0,29.0,228.0,219.0,97.0,43.0,9.0,0.0,34.0,35,91.0,29.0,1.0,Abdoulaye Doucoure
Cheick Doucouré,MLI,MF,Lens,Ligue 1,20.0,2000.0,29.2,89.0,59,44.0,41.0,4.0,23.0,65.0,35.4,42.0,471.0,170.0,36.1,173.0,238.0,60.0,38.0,5.0,0.0,33.0,55,144.0,42.0,0.0,Cheick Doucoure
Fodé Doucouré,MLI,DF,Reims,Ligue 1,19.0,2001.0,3.7,10.0,1,5.0,5.0,0.0,0.0,3.0,0.0,3.0,64.0,9.0,14.1,34.0,25.0,5.0,4.0,0.0,0.0,4.0,4,14.0,16.0,0.0,Fode Doucoure
Mahamadou Doucouré,FRA,FW,Nîmes,Ligue 1,20.0,2000.0,0.5,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,14.0,3.0,21.4,1.0,9.0,4.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,Mahamadou Doucoure
Cheick Doukouré,CIV,MF,Levante,La Liga,27.0,1992.0,1.1,6.0,4,2.0,1.0,3.0,3.0,4.0,75.0,1.0,43.0,8.0,18.6,8.0,26.0,9.0,3.0,1.0,0.0,2.0,2,8.0,2.0,0.0,Cheick Doukoure
Idrissa Doumbia,CIV,MF,Huesca,La Liga,22.0,1998.0,8.7,17.0,10,5.0,10.0,2.0,5.0,14.0,35.7,9.0,117.0,39.0,33.3,44.0,66.0,7.0,8.0,3.0,0.0,5.0,9,26.0,11.0,0.0,Idrissa Doumbia
Moussa Doumbia,MLI,MFFW,Reims,Ligue 1,25.0,1994.0,10.0,6.0,3,2.0,3.0,1.0,1.0,15.0,6.7,14.0,126.0,28.0,22.2,36.0,62.0,28.0,14.0,3.0,0.0,11.0,16,22.0,3.0,0.0,Moussa Doumbia
Souleyman Doumbia,CIV,DF,Angers,Ligue 1,23.0,1996.0,24.7,57.0,34,33.0,21.0,3.0,16.0,37.0,43.2,21.0,267.0,85.0,31.8,114.0,102.0,51.0,46.0,5.0,0.0,41.0,40,97.0,59.0,1.0,Souleyman Doumbia
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29.0,1991.0,12.6,17.0,10,6.0,8.0,3.0,6.0,12.0,50.0,6.0,123.0,49.0,39.8,46.0,61.0,16.0,22.0,6.0,0.0,16.0,15,32.0,49.0,0.0,Aleksandar Dragovic
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,22.0,1997.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,2.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Bartlomiej Dragowski
Denis Drăguș,ROU,FWMF,Crotone,Serie A,21.0,1999.0,2.0,3.0,3,0.0,0.0,3.0,0.0,5.0,0.0,5.0,47.0,13.0,27.7,9.0,19.0,19.0,4.0,0.0,0.0,4.0,1,4.0,0.0,0.0,Denis Dragus
Radu Drăgușin,ROU,DF,Juventus,Serie A,18.0,2002.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Radu Dragusin
Mouhamadou Drammeh,FRA,MF,Reims,Ligue 1,21.0,1999.0,1.9,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0,8.0,34.8,9.0,10.0,4.0,1.0,1.0,0.0,0.0,2,3.0,7.0,0.0,Mouhamadou Drammeh
Julian Draxler,GER,MFFW,Paris S-G,Ligue 1,26.0,1993.0,11.8,13.0,7,5.0,6.0,2.0,5.0,20.0,25.0,15.0,127.0,31.0,24.4,26.0,62.0,39.0,8.0,0.0,0.0,8.0,16,29.0,3.0,0.0,Julian Draxler
Dominick Drexler,GER,MFFW,Köln,Bundesliga,30.0,1990.0,13.7,33.0,23,10.0,17.0,6.0,8.0,31.0,25.8,23.0,281.0,83.0,29.5,82.0,128.0,71.0,19.0,5.0,0.0,14.0,18,51.0,17.0,0.0,Dominick Drexler
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31.0,1989.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Matthieu Dreyer
Domingos Duarte,POR,DF,Granada,La Liga,25.0,1995.0,26.3,40.0,19,26.0,13.0,1.0,13.0,21.0,61.9,8.0,140.0,47.0,33.6,68.0,67.0,5.0,40.0,20.0,0.0,20.0,31,71.0,112.0,1.0,Domingos Duarte
Léo Duarte,BRA,DF,Milan,Serie A,24.0,1996.0,0.2,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,3.0,60.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,Leo Duarte
Óscar Duarte,CRC,DF,Levante,La Liga,31.0,1989.0,22.9,23.0,14,16.0,6.0,1.0,11.0,27.0,40.7,16.0,180.0,60.0,33.3,90.0,81.0,9.0,31.0,19.0,1.0,12.0,25,48.0,184.0,1.0,Oscar Duarte
Rubén Duarte,ESP,DF,Alavés,La Liga,24.0,1995.0,28.3,61.0,34,31.0,23.0,7.0,23.0,48.0,47.9,25.0,370.0,115.0,31.1,156.0,162.0,52.0,82.0,7.0,0.0,75.0,42,103.0,116.0,1.0,Ruben Duarte
Leo Dubois,FRA,DF,Lyon,Ligue 1,25.0,1994.0,32.3,49.0,34,24.0,20.0,5.0,16.0,44.0,36.4,28.0,355.0,122.0,34.4,151.0,131.0,73.0,67.0,13.0,0.0,54.0,30,79.0,63.0,2.0,Leo Dubois
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,31.0,1989.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Martin Dubravka
Ondrej Duda,SVK,FWMF,Köln,Bundesliga,25.0,1994.0,28.2,51.0,29,16.0,28.0,7.0,13.0,46.0,28.3,33.0,526.0,126.0,24.0,88.0,300.0,138.0,32.0,2.0,0.0,30.0,19,70.0,20.0,0.0,Ondrej Duda
Unai Dufur,ESP,DF,Eibar,La Liga,21.0,1999.0,0.7,2.0,2,2.0,0.0,0.0,1.0,3.0,33.3,2.0,11.0,5.0,45.5,8.0,3.0,0.0,1.0,0.0,0.0,1.0,0,2.0,6.0,0.0,Unai Dufur
Haris Duljević,BIH,MFFW,Nîmes,Ligue 1,26.0,1993.0,8.6,21.0,14,7.0,10.0,4.0,4.0,19.0,21.1,15.0,118.0,34.0,28.8,22.0,60.0,36.0,4.0,0.0,0.0,4.0,13,34.0,2.0,0.0,Haris Duljevic
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,28.0,1991.0,13.9,21.0,11,13.0,7.0,1.0,10.0,20.0,50.0,10.0,119.0,28.0,23.5,81.0,32.0,6.0,30.0,10.0,0.0,20.0,17,38.0,95.0,1.0,Paul Dummett
Alfred Duncan,GHA,MF,Fiorentina,Serie A,27.0,1993.0,1.8,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,2.0,20.0,5.0,25.0,4.0,9.0,7.0,2.0,0.0,0.0,2.0,3,4.0,4.0,0.0,Alfred Duncan
Alfred Duncan,GHA,MF,Cagliari,Serie A,27.0,1993.0,11.9,23.0,15,13.0,8.0,2.0,6.0,17.0,35.3,11.0,208.0,55.0,26.4,77.0,106.0,25.0,8.0,0.0,0.0,8.0,16,39.0,14.0,0.0,Alfred Duncan
Lewis Dunk,ENG,DF,Brighton,Premier League,28.0,1991.0,32.6,34.0,19,22.0,10.0,2.0,12.0,23.0,52.2,11.0,188.0,70.0,37.2,99.0,76.0,13.0,40.0,24.0,1.0,16.0,29,63.0,126.0,2.0,Lewis Dunk
Jimmy Dunne,IRL,DF,Burnley,Premier League,22.0,1997.0,3.0,4.0,2,3.0,1.0,0.0,2.0,2.0,100.0,0.0,24.0,11.0,45.8,16.0,7.0,1.0,7.0,4.0,0.0,3.0,3,7.0,19.0,0.0,Jimmy Dunne
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,28.0,1992.0,16.4,21.0,16,7.0,12.0,2.0,7.0,27.0,25.9,20.0,227.0,79.0,34.8,76.0,89.0,62.0,32.0,6.0,0.0,26.0,23,44.0,25.0,0.0,Erik Durm
Hugo Duro,ESP,FW,Real Madrid,La Liga,20.0,1999.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,Hugo Duro
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,23.0,1997.0,22.5,41.0,24,26.0,15.0,0.0,14.0,32.0,43.8,18.0,220.0,78.0,35.5,132.0,75.0,13.0,34.0,17.0,0.0,17.0,18,59.0,99.0,1.0,Jean Kevin Duverne
Paulo Dybala,ARG,FW,Juventus,Serie A,26.0,1993.0,12.6,15.0,11,3.0,7.0,5.0,2.0,12.0,16.7,10.0,205.0,57.0,27.8,26.0,83.0,96.0,16.0,0.0,0.0,16.0,3,18.0,1.0,0.0,Paulo Dybala
Edin Džeko,BIH,FW,Roma,Serie A,34.0,1986.0,20.3,7.0,7,2.0,2.0,3.0,3.0,11.0,27.3,8.0,190.0,55.0,28.9,7.0,83.0,100.0,15.0,5.0,0.0,10.0,4,11.0,11.0,0.0,Edin Dzeko
Eric Junior Dina Ebimbe,FRA,FWMF,Dijon,Ligue 1,19.0,2000.0,23.8,42.0,32,17.0,20.0,5.0,14.0,49.0,28.6,35.0,421.0,95.0,22.6,98.0,215.0,108.0,24.0,3.0,0.0,21.0,17,59.0,11.0,0.0,Eric Junior Dina Ebimbe
Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19.0,2001.0,0.6,1.0,1,0.0,0.0,1.0,0.0,2.0,0.0,2.0,16.0,7.0,43.8,7.0,5.0,4.0,1.0,0.0,0.0,1.0,1,2.0,1.0,0.0,Steeve Mike Ebongue
Enzo Ebosse,FRA,DF,Angers,Ligue 1,21.0,1999.0,2.9,6.0,3,4.0,2.0,0.0,4.0,7.0,57.1,3.0,39.0,14.0,35.9,26.0,10.0,3.0,6.0,2.0,0.0,4.0,1,7.0,12.0,0.0,Enzo Ebosse
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32.0,1988.0,38.0,62.0,45,49.0,13.0,0.0,31.0,44.0,70.5,13.0,225.0,86.0,38.2,152.0,67.0,6.0,59.0,38.0,1.0,21.0,82,144.0,209.0,2.0,Bruno Ecuele Manga
Simone Edera,ITA,DFMF,Torino,Serie A,23.0,1997.0,0.6,3.0,0,2.0,1.0,0.0,3.0,4.0,75.0,1.0,10.0,3.0,30.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,Simone Edera
Ederson,BRA,GK,Manchester City,Premier League,26.0,1993.0,36.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,Ederson
Kyle Edwards,ENG,MFFW,West Brom,Premier League,22.0,1998.0,1.3,3.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,15.0,2.0,13.3,4.0,9.0,2.0,2.0,0.0,0.0,2.0,1,4.0,0.0,0.0,Kyle Edwards
John Egan,IRL,DF,Sheffield Utd,Premier League,27.0,1992.0,29.2,47.0,30,34.0,12.0,1.0,17.0,34.0,50.0,17.0,247.0,81.0,32.8,155.0,87.0,5.0,56.0,33.0,1.0,23.0,41,88.0,160.0,1.0,John Egan
Johannes Eggestein,GER,FWMF,Werder Bremen,Bundesliga,22.0,1998.0,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,5.0,33.3,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,Johannes Eggestein
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23.0,1996.0,32.7,60.0,44,21.0,30.0,9.0,14.0,44.0,31.8,30.0,512.0,165.0,32.2,188.0,246.0,78.0,58.0,4.0,0.0,54.0,43,103.0,47.0,0.0,Maximilian Eggestein
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17.0,2002.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Lilian Egloff
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25.0,1995.0,12.6,36.0,21,24.0,10.0,2.0,14.0,26.0,53.8,12.0,192.0,60.0,31.3,81.0,84.0,27.0,24.0,4.0,0.0,20.0,17,53.0,48.0,1.0,Kingsley Ehizibue
